"CODE_GESIS","NOM_DANS_GESIS","UID_DHIS2","NOM_DANS_DHIS2","DISTRICT","REGION",,,
110241012,"CSB2 Ampanefy","WAtvX4DEqSl","CSB2 Ampanefy","Antananarivo Atsimon","Analamanga",,,
110241016,"CSB2 Andoharanofotsy","SLa3WoPSf6z","CSB2 Andoharanofotsy","Antananarivo Atsimon","Analamanga",,,
110241045,"CSB2 Anjomakely","BfX186uCQN4","CSB2 Anjomakely","Antananarivo Atsimon","Analamanga",,,
110241032,"CSB2 Ankadimanga","tNEraf8CjFK","CSB2 Ankadimanga","Antananarivo Atsimon","Analamanga",,,
110241054,"CSB2 Ankadivoribe","KnJxE4FaUJD","CSB2 Ankadivoribe","Antananarivo Atsimon","Analamanga",,,
110241033,"CSB2 Ankaraobato","sptZxu379lA","CSB2 Ankaraobato","Antananarivo Atsimon","Analamanga",,,
110241037,"CSB2 Anosizato Andrefana","tffAZBAGBAb","CSB2 Anosizato Andrefana","Antananarivo Atsimon","Analamanga",,,
110241031,"CSB2 Antsahadinta","BAeyB6PAEzV","CSB2 Antsahadinta","Antananarivo Atsimon","Analamanga",,,
110241041,"CSB2 Bemasoandro","OVJ7OBfdziP","CSB2 Bemasoandro","Antananarivo Atsimon","Analamanga",,,
110242080,"CSB2 Bethesda  Ambohimangidy","atZGRDVSCYD","FSP_Bethesda  Ambohimangidy","Antananarivo Atsimon","Analamanga",,,
110241082,"CSB2 CARMMA Fiombonana","ALy3WITuion","CSB2 CARMMA Fiombonana","Antananarivo Atsimon","Analamanga",,,
110241023,"CSB2 Cité","AEaiWeZ2hPT","CSB2 Cit�","Antananarivo Atsimon","Analamanga",,,
110243052,"CSB2 CML Ambodifasika","grGJleGj6f7","FSP_ CML Ambodifasika","Antananarivo Atsimon","Analamanga",,,
110243036,"CSB2 CML Ambohibahiny","rvkCdd66AtH","FSP_ CML Ambohibahiny","Antananarivo Atsimon","Analamanga",,,
110243022,"CSB2 CML Ambohimanala","RNf4GafsxFy","FSP_ CML Ambohimanala","Antananarivo Atsimon","Analamanga",,,
110243026,"CSB2 CML Andoharanofotsy","vDN7xYn9afO","FSP_ CML Andoharanofotsy","Antananarivo Atsimon","Analamanga",,,
110243034,"CSB2 CML Andon'aina","YfPYVBOqomZ","FSP_ CML Andon'aina","Antananarivo Atsimon","Analamanga",,,
110243087,"CSB2 CML ANDRE Tsrarahonenana Fenoarivo","vODHwwEcffi","FSP_ANDRE Tsrarahonenana Fenoarivo","Antananarivo Atsimon","Analamanga",,,
110243081,"CSB2 CML Andriamanana Beravina","Ohflh84zc3b","FSP_Andriamanana Beravina","Antananarivo Atsimon","Analamanga",,,
110243027,"CSB2 CML Andriatiana","lEnFsaymHg4","FSP_Andriatiana","Antananarivo Atsimon","Analamanga",,,
110243038,"CSB2 CML Anosizato Ampefiloha","IwDTiXXj4rZ","FSP_Anosizato Ampefiloha","Antananarivo Atsimon","Analamanga",,,
110243039,"CSB2 CML Anosizato Andrefana","JRP7LuXuM5v","FSP_ CML Anosizato Andrefana","Antananarivo Atsimon","Analamanga",,,
110243025,"CSB2 CML Bemasoandro","IycHQzSZlQ1","FSP_ CMP Bemasoandro","Antananarivo Atsimon","Analamanga",,,
110243079,"CSB2 CML Cyprien","VzRFm7FKLnr","FSP_Cyprien","Antananarivo Atsimon","Analamanga",,,
110243067,"CSB2 CML Dr Demette","jge8O441RAT","FSP_Dr Demette","Antananarivo Atsimon","Analamanga",,,
110243035,"CSB2 CML Dr Hajaina","y5i5wWoFzNv","FSP_ CML Hajaina","Antananarivo Atsimon","Analamanga",,,
110243047,"CSB2 CML Dr Noro Ambatofotsy","PRn5FKFOdU6","FSP_Dr Noro Ambatofotsy","Antananarivo Atsimon","Analamanga",,,
110243059,"CSB2 CML Dr Ramasy","Cp8EILGlLyJ","FSP_Tanjombato Dr Ramasy","Antananarivo Atsimon","Analamanga",,,
110243063,"CSB2 CML Dr Ravahatra","bfJFiHlVspF","FSP_ CML Dr Ravahatra","Antananarivo Atsimon","Analamanga",,,
110243048,"CSB2 CML Fenoarivo Tampotanàna","DkRsc38dvX6","SMR Fenoarivo","Antananarivo Atsimon","Analamanga",,,
110243013,"CSB2 CML Finaritra Malaho","KpPZcCNyv4P","FSP_Finaritra Malaho","Antananarivo Atsimon","Analamanga",,,
110243053,"CSB2 CML Itaosy Tampotanàna","iDdif5pBsu7","FSP_Itaosy Tampotanéna","Antananarivo Atsimon","Analamanga",,,
110243070,"CSB2 CML Mahita Soa Andranonahoatra","Cw5WmrDPXS3","FSP_Mahita Soa Andranonahoatra","Antananarivo Atsimon","Analamanga",,,
110243088,"CSB2 CML Medical Center ITOKIANA Bemasoandro","S7RNlGp5qLo","FSP_Medical Center ITOKIANA Bemasoandro","Antananarivo Atsimon","Analamanga",,,
110243069,"CSB2 CML Rajerizafy Soanaivo Ambohijanaka","agyAmc7SRLd","FSP_ CML Rajerizafy Soanaivo","Antananarivo Atsimon","Analamanga",,,
110243076,"CSB2 CML Rakotomihamina VoahangyAndoharanofotsy","yVfXy1q9q7I","FSP_Rakotomihamina VoahangyAndoharanofotsy","Antananarivo Atsimon","Analamanga",,,
110243077,"CSB2 CML Ralalaoharisoa Andoharanofotsy","F0ptRhQRfrn","FSP_Ralalaoharisoa Andoharanofotsy","Antananarivo Atsimon","Analamanga",,,
110243071,"CSB2 CML RANARIJAONA Andohatanjona","xD0nevYkWmB","FSP_RANARIJAONA Andohatanjona","Antananarivo Atsimon","Analamanga",,,
110243085,"CSB2 CML Ranjatoarisoa Mahalavolona","zjk57OwAJ6U","FSP_Ranjatoarisoa Mahalavolona","Antananarivo Atsimon","Analamanga",,,
110243060,"CSB2 CML Tia Ankeniheny","J0UHdmYFg4P","FSP_ CML Tia Ankeniheny","Antananarivo Atsimon","Analamanga",,,
110243008,"CSB2 CML Vonjy Madagasikara","x58trxJQQjc","FSP_ CML Vonjy Madagasikara","Antananarivo Atsimon","Analamanga",,,
110243058,"CSB2 CMS Ny AnjaraAmpanefy","I9MjSRREo15","FSP_CMS Ny AnjaraAmpanefy","Antananarivo Atsimon","Analamanga",,,
110243019,"CSB2 CSRJ Andoharanofotsy","DaJRggDWDj5","FSP_ CSRJ Andoharanofotsy","Antananarivo Atsimon","Analamanga",,,
110243018,"CSB2 Dentisterie scolaire Iavoloha","F1GiDijkn3g","FSP_Dentisterie scolaire Iavoloha","Antananarivo Atsimon","Analamanga",,,
110242051,"CSB2 EKAR Fianakaviana Masina","oOpta1ylyYF","FSP_ EKAR Fianakaviana Masina","Antananarivo Atsimon","Analamanga",,,
110242050,"CSB2 EKAR Saint Michel","BgcvhBSia7h","FSP_EKAR Saint Michel Itaosy","Antananarivo Atsimon","Analamanga",,,
110242049,"CSB2 EKAR Sainte Madeleine","hiE8lkCVQQ3","FSP_EKAR Sainte Madeleine Fenoarivo","Antananarivo Atsimon","Analamanga",,,
110242015,"CSB2 EKAR Tangaina","qLjTkPw5jbq","FSP_EKAR Tangaina AMCM","Antananarivo Atsimon","Analamanga",,,
110242062,"CSB2 EKAR Tanjombato","GU2KQ3d5w96","FSP_ EKAR Tanjombato","Antananarivo Atsimon","Analamanga",,,
110242057,"CSB2 EKAR Tongarivo","IGVmAfq7at8","FSP_ EKAR Tongarivo","Antananarivo Atsimon","Analamanga",,,
110241014,"CSB2 Faliarivo","MK7yWTKKKGd","CSB2 Faliarivo","Antananarivo Atsimon","Analamanga",,,
110241046,"CSB2 Fenoarivo","OCmdCAW2YtT","CSB2 Fenoarivo","Antananarivo Atsimon","Analamanga",,,
110241009,"CSB2 Itaosy","MU2nrgmgBsC","CSB2 Itaosy","Antananarivo Atsimon","Analamanga",,,
110243021,"CSB2 OSTIE Mahalavolona","sqpTMp40Bgq","FSP_ OSTIE Mahalavolona","Antananarivo Atsimon","Analamanga",,,
110243061,"CSB2 OSTIE Tanjombato","YBZQESzyNqq","FSP_ OSTIE Tanjombato","Antananarivo Atsimon","Analamanga",,,
110242029,"CSB2 SAF FJKM Ambohimamory","EtUNDt7GqVL","FSP_ SAF Fjkm Ambohimamory","Antananarivo Atsimon","Analamanga",,,
110242020,"CSB2 SAF FJKM Mahalavolona","vrz5cxSKsAv","FSP_ SAF Fjkm Mahalavolona","Antananarivo Atsimon","Analamanga",,,
110243017,"CSB2 SMAE Grove","v52rjl7wfAI","FSP_SMAE Grove","Antananarivo Atsimon","Analamanga",,,
110241055,"CSB2 Soavina","ZkL1vXcLmoL","CSB2 CR Soavina","Antananarivo Atsimon","Analamanga",,,
110243002,"CSB2 SOS Vontovorona","tZJ33xofPYk","FSP_ SOS Vontovorona","Antananarivo Atsimon","Analamanga",,,
110241056,"CSB2 Tanjombato","UoEmngwIUle","CSB2 Tanjombato","Antananarivo Atsimon","Analamanga",,,
110241064,"CSB2 Tsararivotra","dv1qGcmKzsG","CSB2 Tsararivotra","Antananarivo Atsimon","Analamanga",,,
110243024,"CSB2 Zazakely Sambatra","gPweBezlte7","CSB2 Zazakely Sambatra","Antananarivo Atsimon","Analamanga",,,
110243086,"CSBD RABIBISOA Avaratsena","vqWAWQwsWrf","FSP_CSBD RABIBISOA Avaratsena","Antananarivo Atsimon","Analamanga",,,
110243072,"CSBD Rakotondramoma  Andranonahoatra","R379lGs2rop","FSP_CSBD Rakotondramoma","Antananarivo Atsimon","Analamanga",,,
110341001,"CSB2 Alasora","COuvP3fuWiQ","CSB2 Alasora","Antananarivo Avaradr","Analamanga",,,
110352064,"Cabinet d'accouchement AROAlasora","c5T7gmk5HMN","FSP_Cabinet d'accouchement AROAlasora","Antananarivo Avaradr","Analamanga",,,
110342069,"CML Ankandrina","Cdz5owCdGAO","FSP_Ankandrina","Antananarivo Avaradr","Analamanga",,,
110343068,"CML Namehana","QEwrE2qqv4z","FSP_Namehana","Antananarivo Avaradr","Analamanga",,,
110351038,"CSB1 Amin'Ampanga","NQNTGEQ33X5","CSB1 Amin'Ampanga","Antananarivo Avaradr","Analamanga",,,
110351032,"CSB1 Antanimarina","Wz0YEEMxFFq","CSB1 Antanimarina","Antananarivo Avaradr","Analamanga",,,
110351033,"CSB1 Fihasinana","W3yWoCllPZo","CSB1 Fihasinana","Antananarivo Avaradr","Analamanga",,,
110341052,"CSB2 Ambohidrabiby","ZyHAq71yiuC","CSB2 Ambohidrabiby","Antananarivo Avaradr","Analamanga",,,
110341002,"CSB2 Ambohimalaza","XBjOJMyxOBm","CSB2 Ambohimalaza","Antananarivo Avaradr","Analamanga",,,
110341011,"CSB2 Ambohimanga Rova","wLFlXm6mVQm","CSB2 Ambohimanga Rova","Antananarivo Avaradr","Analamanga",,,
110341005,"CSB2 Ambohimangakely","Tm9QFhzR3bx","CSB2 Ambohimangakely","Antananarivo Avaradr","Analamanga",,,
110342021,"CSB2 AMIT Sabotsy Namehana","fOOCfmkWRcv","FSP_AMIT Sabotsy Namehana","Antananarivo Avaradr","Analamanga",,,
110341006,"CSB2 Ampahimanga","FMcbz4XiCpK","CSB2 Ampahimanga","Antananarivo Avaradr","Analamanga",,,
110341003,"CSB2 Andranosoa","fophNBSBIV3","CSB2 Andranosoa","Antananarivo Avaradr","Analamanga",,,
110341023,"CSB2 Anjeva Gare","rrOv01OPAv1","CSB2 Anjeva Gare","Antananarivo Avaradr","Analamanga",,,
110341025,"CSB2 Ankadikely Ilafy","beDFcztbYhm","CSB2 Ankadikely Ilafy","Antananarivo Avaradr","Analamanga",,,
110341031,"CSB2 Ankadinandriana","Uga8br8wYTn","CSB2 Ankadinandriana","Antananarivo Avaradr","Analamanga",,,
110341012,"CSB2 Anosiarivo","rwFELZS0RhH","CSB2 Anosiarivo","Antananarivo Avaradr","Analamanga",,,
110341040,"CSB2 Anosy Avaratra","sXz8GropOKB","CSB2 Anosy Avaratra","Antananarivo Avaradr","Analamanga",,,
110341054,"CSB2 Antsahamaro","l8EekDMM8mz","CSB2 Antsahamaro","Antananarivo Avaradr","Analamanga",,,
110342055,"CSB2 CML Alasora","puxA0WwUs6I","FSP_Alasora","Antananarivo Avaradr","Analamanga",,,
110343055,"CSB2 CML Alasora","puxA0WwUs6I","FSP_Alasora","Antananarivo Avaradr","Analamanga",,,
110343035,"CSB2 CML Ambondrona","Y8j6nwEvzEA","FSP_ CML Ambondrona Fieferana","Antananarivo Avaradr","Analamanga",,,
110342058,"CSB2 CML Ny Hasiniaina","btGjkucTFrr","FSP_Ny Hasiniaina","Antananarivo Avaradr","Analamanga",,,
110341034,"CSB2 Fieferana","CJ6nnmUxJN4","CSB2 Fieferana","Antananarivo Avaradr","Analamanga",,,
110341037,"CSB2 Masindray","ze8WAgX4VYK","CSB2 Masindray","Antananarivo Avaradr","Analamanga",,,
110342028,"CSB2 OSTIE SOMACOU","jpJH0jvO7Yi","FSP_OSTIE SOMACOU Ilafy","Antananarivo Avaradr","Analamanga",,,
110341041,"CSB2 Sabotsy Namehana","C69fvhOm7im","CSB2 Sabotsy Namehana","Antananarivo Avaradr","Analamanga",,,
110341051,"CSB2 Talatavolonondry","Atr7YkuyvZD","CSB2 Talatavolonondry","Antananarivo Avaradr","Analamanga",,,
110341053,"CSB2 Vilihazo","kX7sWct7BkP","CSB2 Vilihazo","Antananarivo Avaradr","Analamanga",,,
110343004,"CSB2FJKM Ambohimalaza","msYN0ZTa85v","FSP_SAF Fjkm Ambohimalaza","Antananarivo Avaradr","Analamanga",,,
110141001,"CSB2 Dispensaire Mère Enfant Tsaralalana","zMthgG5wdJq","FSP_Dispensaire M�re Enfant Tsaralalana","Antananarivo Renivoh","Analamanga",,,
110143172,"CABINET Dr RASOLOSON","DbWiUzLvpO9","FSP_CABINET Dr RASOLOSON","Antananarivo Renivoh","Analamanga",,,
110143167,"Cabinet Medical IRINA","pQgRz0AX76X","FSP_Cabinet Medical IRINA","Antananarivo Renivoh","Analamanga",,,
110143161,"CENTRE CE.FER.MAD","NHEVqZFclVl","FSP_Cefermad","Antananarivo Renivoh","Analamanga",,,
110143165,"Centre de Santé Mahasoa","Mu6YY0dm6Bw","FSP_Centre de Sant� Mahasoa Tsiadana","Antananarivo Renivoh","Analamanga",,,
110143178,"CM COLISEUM","Hk1fb0b7A2M","FSP_COLISEUM","Antananarivo Renivoh","Analamanga",,,
110143159,"CM Marie Stella Analamahitsy","Agnv4bDEHIW","FSP_Marie Stella Analamahitsy","Antananarivo Renivoh","Analamanga",,,
110143163,"CML Mitsinjo Androndrakely","nzVd4tPDByA","FSP_Mitsinjo Androndrakely","Antananarivo Renivoh","Analamanga",,,
110143166,"CMNilaina anosizato-Est","ex2owJhplQ7","FSP_CMNilaina anosizato-Est","Antananarivo Renivoh","Analamanga",,,
110143081,"CSB2 ADS Ampefiloha Ambodirano","UMrWvJh8BAD","FSP_ ADS Ampefiloha Ambodirano","Antananarivo Renivoh","Analamanga",,,
110142098,"CSB2 Adventiste Manjakaray","Nibk3qMEgGI","FSP_ Adventiste Manjakaray","Antananarivo Renivoh","Analamanga",,,
110143084,"CSB2 Aina Marohoho","kh3taGGFwBp","FSP_ Aina Marohoho","Antananarivo Renivoh","Analamanga",,,
110141122,"CSB2 Ambohidroa","JxwZDARd57n","CSB2 Ambohidroa","Antananarivo Renivoh","Analamanga",,,
110141123,"CSB2 Ambohimanarina","wWrzXBnjm7W","CSB2 Ambohimanarina","Antananarivo Renivoh","Analamanga",,,
110141041,"CSB2 Ambohipo","BnqDNyUG96c","CSB2 Ambohipo","Antananarivo Renivoh","Analamanga",,,
110141042,"CSB2 Ambohitsoa","r0OnagUSEaq","CSB2 Ambohitsoa","Antananarivo Renivoh","Analamanga",,,
110141096,"CSB2 Amboniloha","tkZkvk8tLGj","CSB2 Amboniloha","Antananarivo Renivoh","Analamanga",,,
110142099,"CSB2 AMCM Analamahitsy","byEgV7OgUN3","FSP_ AMCM Analamahitsy","Antananarivo Renivoh","Analamanga",,,
110142126,"CSB2 AMCM Anosisoa","IiF69h4iq08","FSP_ AMCM Anosisoa","Antananarivo Renivoh","Analamanga",,,
110142100,"CSB2 AMCM Soavimasoandro","mx502eA4Rp9","FSP_ AMCM Soavimasoandro","Antananarivo Renivoh","Analamanga",,,
110143007,"CSB2 AMEL 67 Ha","qp6BxcUw7QT","FSP_ AMEL 67 Ha","Antananarivo Renivoh","Analamanga",,,
110143113,"CSB2 Amical Avotr'aina Andranobevava","caMIKV117Xq","FSP_ Amical Avotr'aina Andranobevava","Antananarivo Renivoh","Analamanga",,,
110143082,"CSB2 AMIT Ankadimbahoaka","SoXAFeUGBT6","FSP_ AMIT Ankadimbahoaka","Antananarivo Renivoh","Analamanga",,,
110143058,"CSB2 AMIT Antanimena","QuKkM6hI376","FSP_ AMIT Antanimena","Antananarivo Renivoh","Analamanga",,,
110143059,"CSB2 AMIT Behoririka","THOWvHRAfFl","FSP_ AMIT Behoririka","Antananarivo Renivoh","Analamanga",,,
110141043,"CSB2 Ampasanimalo","Vf9wv1RDQtv","CSB2 Ampasanimalo","Antananarivo Renivoh","Analamanga",,,
110141097,"CSB2 Analamahitsy","KT2sin05gaq","CSB2 Analamahitsy","Antananarivo Renivoh","Analamanga",,,
110141044,"CSB2 Andohalo","fwgt6MkkE1P","CSB2 Andohalo","Antananarivo Renivoh","Analamanga",,,
110143115,"CSB2 Andry Ny Aina Ambatoroka","jbztdjsPqi6","FSP_Andry Ny Aina Ambatoroka","Antananarivo Renivoh","Analamanga",,,
110141079,"CSB2 Anosipatrana","dezoMDQNTdH","CSB2 Anosipatrana","Antananarivo Renivoh","Analamanga",,,
110141057,"CSB2 Antanimena","oygtFHNhk38","CSB2 Antanimena","Antananarivo Renivoh","Analamanga",,,
110141179,"CSB2 Antsahamamy","UwNOHMIPAwp","CSB2 Antsahamamy","Antananarivo Renivoh","Analamanga",,,
110143008,"CSB2 ARO Antsahavola","egNsiyPuKTO","FSP_ ARO Antsahavola","Antananarivo Renivoh","Analamanga",,,
110142009,"CSB2 Assemblée de Dieu Ampefiloha","QizFiUBtDbK","FSP_Assembl�e de Dieu Ampefiloha","Antananarivo Renivoh","Analamanga",,,
110143063,"CSB2 Avaradoha","M8jIkT9lwnE","FSP_CSS Avaradoha","Antananarivo Renivoh","Analamanga",,,
110143023,"CSB2 Be ny Soa Ampandrana","hgL7m9vYHy6","FSP_ Be ny Soa Ampandrana","Antananarivo Renivoh","Analamanga",,,
110143158,"CSB2 Betesda Antsahameva","HOzDU1jYfVy","FSP_Betesda Antsahameva","Antananarivo Renivoh","Analamanga",,,
110143010,"CSB2 BMH Isotry","pgXfwN9EfOO","CSB2 BMH Isotry","Antananarivo Renivoh","Analamanga",,,
110143019,"CSB2 BNI CA Analakely","F4xBaBFcckb","FSP_ BNI CA Analakely","Antananarivo Renivoh","Analamanga",,,
110143012,"CSB2 BOA Analakely","FHug7Yz133A","FSP_ BOA Analakely","Antananarivo Renivoh","Analamanga",,,
110143143,"CSB2 Cabinet médical Ambodivoanjo Ivandry","pBTba4nUNyj","FSP_Cabinet m�dical Ambodivoanjo Ivandry","Antananarivo Renivoh","Analamanga",,,
110142085,"CSB2 Carmelites Ilanivato","d6kVaw7aiXZ","FSP_ Carmelites Ilanivato","Antananarivo Renivoh","Analamanga",,,
110141170,"CSB2 CARMMA Antohomadinika","eVqfXRqcqhR","CSB2 CARMMA Antohomadinika","Antananarivo Renivoh","Analamanga",,,
110143013,"CSB2 Carrefour Médical  Amparibe","GwveUeDK9Kc","FSP_Carrefour M�dical  Amparibe","Antananarivo Renivoh","Analamanga",,,
110142014,"CSB2 CDA Andohatapenaka","cP35Gj04Jpj","FSP_ CDA Andohatapenaka","Antananarivo Renivoh","Analamanga",,,
110143174,"CSB2 Centre de santé MAHEFA Anosizato Est","QEd0VsIaml4","FSP_Centre de sant� MAHEFA Anosizato Est","Antananarivo Renivoh","Analamanga",,,
110143045,"CSB2 Centre de Santé Mandroseza","h81u0hZJ177","FSP_ CML Andohanimandroseza","Antananarivo Renivoh","Analamanga","modif uid",,
110143160,"CSB2 Centre Medical Andrindra","xadx8bl42rM","FSP_Centre Medical Andrindra","Antananarivo Renivoh","Analamanga","modif uid",,
110143154,"CSB2 CML Ambatovinaky","qYXatdSkuFE","FSP_Dispensaire Ambatovinaky Fahasoavana","Antananarivo Renivoh","Analamanga",,,
110143125,"CSB2 CML Ambodihady","hetPeODtefL","FSP_ CML Ambodihady","Antananarivo Renivoh","Analamanga",,,
110143106,"CSB2 CML Andraisoro","Vz7m1qjA5LL","FSP_CMS Andraisoro","Antananarivo Renivoh","Analamanga",,,
110143103,"CSB2 CML Andranomena","nImGZ6jUtYw","FSP_CM Andranomena","Antananarivo Renivoh","Analamanga",,,
110143132,"CSB2 CML Ankaditoho Top réseau","kaKLFwnziec","FSP_Ankaditoho Top réseau","Antananarivo Renivoh","Analamanga",,,
110143153,"CSB2 CML Anosizato Est","H4NHz0dWVkr","FSP_Anosizato Est","Antananarivo Renivoh","Analamanga",,,
110143127,"CSB2 CML Antsararay","AhWAFFYD2X0","FSP_ CML Antsararay","Antananarivo Renivoh","Analamanga",,,
110143102,"CSB2 CML Avotra Amboditsiry","sLzk3zYJdeg","FSP_ CML Avotra Amboditsiry","Antananarivo Renivoh","Analamanga",,,
110143116,"CSB2 CML Cité Ampefiloha642","HmHP1Zil9Ca","FSP_Cité Ampefiloha642","Antananarivo Renivoh","Analamanga",,,
110143025,"CSB2 CML Jeannot 67  Ha","zuqbpdJUh3e","FSP_Jeannot 67 Ha","Antananarivo Renivoh","Analamanga",,,
110143146,"CSB2 CML Manakambahiny","qJJRBLtyfHt","FSP_Manakambahiny","Antananarivo Renivoh","Analamanga",,,
110143108,"CSB2 CML Manambintsoa Ambodivona","NmjFIYHp5CP","FSP_Manambintsoa Ambodivona","Antananarivo Renivoh","Analamanga",,,
110143138,"CSB2 CML Manovosoa Ambodin'Isotry","Ki3L4QY8Xtz","FSP_Manovosoa Ambodin'Isotry","Antananarivo Renivoh","Analamanga",,,
110143151,"CSB2 CML Mendrika Ambohimanarina","qMJLdptRe0h","FSP_Mendrika Ambohimanarina","Antananarivo Renivoh","Analamanga",,,
110143131,"CSB2 CML Nah Abodihady","cngWI0P8smI","FSP_Nah Ambodihady","Antananarivo Renivoh","Analamanga",,,
110143031,"CSB2 CML Norbert 67 Ha","gDKWvEjfp1N","FSP_ CML Norbert 67 Ha","Antananarivo Renivoh","Analamanga",,,
110143155,"CSB2 CML NOSISOA Ambohimanarina","QPszO41nbt6","FSP_NOSISOA Ambohimanarina","Antananarivo Renivoh","Analamanga",,,
110143137,"CSB2 CML Rabemanantsoa Soavimasoandro","J8EI4NOqow6","FSP_Rabemanantsoa Soavimasoandro","Antananarivo Renivoh","Analamanga",,,
110143112,"CSB2 CML Rakotonandrasana Analamahitsy","LOnmlCeyBiz","FSP_ CML Rakotonandrasana Analamahitsy","Antananarivo Renivoh","Analamanga",,,
110143121,"CSB2 CML Rakotondrainibe Analamahitsy","C22Mh7bRTgF","FSP_ CML Rakotondrainibe Analamahitsy","Antananarivo Renivoh","Analamanga",,,
110143034,"CSB2 CML Ralaivao 67 Ha","oFeOSPHN4Wa","FSP_ CML Ralaivao 67 Ha","Antananarivo Renivoh","Analamanga",,,
110143148,"CSB2 CML Ramisaharisoa Léa analamahitsy","JfBLoG2b3eQ","FSP_Ramisaharisoa Analamahitsy","Antananarivo Renivoh","Analamanga",,,
110143134,"CSB2 CML Vonjy Avana Analakely","sZOnTDMv6q7","FSP_ CML Vonjy Avana Analakely","Antananarivo Renivoh","Analamanga",,,
110141107,"CSB2 CNaRP Ambadivoanjo","Z6xjaXhIakN","FSP_CNaRP Ambodivoanjo","Antananarivo Renivoh","Analamanga",,,
110143015,"CSB2 CNGP 67 Ha","cqyY1rD0IBx","FSP_ CNGP 67 Ha","Antananarivo Renivoh","Analamanga",,,
110143016,"CSB2 Consuscim  Ambalavao  Isotry","KSORh5PGDJc","FSP_Consuscim Ambalavao Isotry","Antananarivo Renivoh","Analamanga",,,
110142171,"CSB2 CRENAM SAF/FJKM Anosizato Est","UX8D838erA7","FSP_CRENAM SAF/FJKM Anosizato Est","Antananarivo Renivoh","Analamanga",,,
110143094,"CSB2 CSM Namontana","zNO969lq2Lz","FSP_CSM Namontana","Antananarivo Renivoh","Analamanga",,,
110142086,"CSB2 CSS Ampefiloha Ambodirano","NTVonHWRcHs","FSP_CSS Ampefiloha Ambodirano","Antananarivo Renivoh","Analamanga",,,
110143062,"CSB2 CSS Andravoahangy","bVFUe1nOF2D","CSB2 CSS Andravoahangy","Antananarivo Renivoh","Analamanga",,,
110143056,"CSB2 CSS Volosarika","EQZdRO1eHt4","FSP_CUA Volosarika","Antananarivo Renivoh","Analamanga",,,
110143156,"CSB2 CSUC Tsaramasay","xdsRzUw0vN6","FSP_CSUC Tsaramasay","Antananarivo Renivoh","Analamanga",,,
110142149,"CSB2 Dispensaire FJKM Ambodimita","qLNQuNN96U0","FSP_SAF Fjkm Ambodimita","Antananarivo Renivoh","Analamanga",,,
110142151,"CSB2 Dispensaire Paul de Magallan","p9JEPUzVc6l","FSP_Dispensaire Paul de Magallan","Antananarivo Renivoh","Analamanga",,,
110142051,"CSB2 EKAR Ambanidia","m1SwbrBNDcO","FSP_ EKAR Masina Maria Ambanidia","Antananarivo Renivoh","Analamanga",,,
110142020,"CSB2 EKAR Anatihazo Isotry","MdiMAFv3Dx3","FSP_ EKAR Anatihazo Isotry","Antananarivo Renivoh","Analamanga",,,
110142065,"CSB2 EKAR Andravoahangy","RqLppmrL3Jv","FSP_ EKAR Andravoahangy","Antananarivo Renivoh","Analamanga",,,
110142047,"CSB2 EKAR Fenomanana","flWrk8aSMxA","FSP_ EKAR Fenomanana","Antananarivo Renivoh","Analamanga",,,
110142110,"CSB2 EKAR Manjakaray","pezNXR6mPsa","FSP_ EKAR Manjakaray","Antananarivo Renivoh","Analamanga",,,
110142141,"CSB2 EKAR notre dame de confiance","cMu1vrUkiWO","FSP_EKAR Notre Dame de la Confiance Ankorahotra","Antananarivo Renivoh","Analamanga",,,
110142068,"CSB2 ESCA Antanimena","sXknVR6CgWA","FSP_ ESCA Antanimena","Antananarivo Renivoh","Analamanga",,,
110143069,"CSB2 Espace Médical Ambodivona","JJJXE4QhzAj","FSP_Espace M�dical Ambodivona","Antananarivo Renivoh","Analamanga",,,
110143061,"CSB2 Fanantenana  Ankazomanga","nwix5Fb88l8","FSP_ CSM Fanantenana Ankazomanga","Antananarivo Renivoh","Analamanga",,,
110142162,"CSB2 Fihavaozana Soavimasoandro","rAPYralKtlQ","FSP_Fihavaozana Soavimasoandro","Antananarivo Renivoh","Analamanga",,,
110143070,"CSB2 FISA Ambatomitsangana","caxSMxYm6Ys","FSP_ FISA Ambatomitsangana","Antananarivo Renivoh","Analamanga",,,
110142048,"CSB2 FJKM Ambanidia  ifaliarivo","oIlGriVArtN","FSP_ SAF Fjkm Ambanidia","Antananarivo Renivoh","Analamanga",,,
110142088,"CSB2 FJKM Ambodifiakarana","x0bXcKHF3nL","FSP_SAF Fjkm Ambodifiakarana","Antananarivo Renivoh","Analamanga",,,
110142089,"CSB2 FJKM Ankadimbahoaka","OtbnxowhJid","FSP_SAF Fjkm Ankadimbahoaka","Antananarivo Renivoh","Analamanga",,,
110142018,"CSB2 FJKM Isotry Fitiavana Isoraka","P6LSy9WZkWF","FSP_FJKM Isotry Fitiavana Isoraka","Antananarivo Renivoh","Analamanga",,,
110142120,"CSB2 FJKM Rafaralahy Anjanahary","FvS9ZH4KmvU","FSP_FJKM Rafaralahy Anjanahary","Antananarivo Renivoh","Analamanga",,,
110143050,"CSB2 Foyer de vie Andrainarivo","SDDr2NLMdUY","FSP_ Foyer de vie Andrainarivo","Antananarivo Renivoh","Analamanga",,,
