cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,c0015a_NC,c0015a_CONS,c0015a_EXTRACT,c0015a_SOB,c0015a_AUTSOINS,c0015a_RADIO,c1599a_NC,c1599a_CONS,c1599a_EXTRACT,c1599a_SOB,c1599a_AUTSOINS,c1599a_RADIO
2015,340118,340141030,12,21,,,,,,,,,,,,
2015,340118,340142031,7,21,,,,,,,,,,,,
2015,340118,340142031,8,21,,,,,,,,,,,,
2015,340118,340142031,9,21,,,,,,,,,,,,
2015,340118,340142031,10,21,,,,,,,,,,,,
2015,340118,340142031,11,21,,,,,,,,,,,,
2015,340118,340142031,12,21,,,,,,,,,,,,
2015,340302,340351005,9,21,,,,,,,,,,,,
2015,340302,340351005,10,21,,,,,,,,,,,,
2015,340302,340351005,11,21,,,,,,,,,,,,
2015,340302,340351005,12,21,,,,,,,,,,,,
2015,340302,340351006,9,21,,,,,,,,,,,,
2015,340302,340351006,10,21,,,,,,,,,,,,
2015,340302,340351006,11,21,,,,,,,,,,,,
2015,340302,340351006,12,21,,,,,,,,,,,,
2015,350126,350153055,5,21,,,,,,,,,,,,
2015,350126,350153055,7,21,,,,,,,,,,,,
2015,350126,350153055,8,21,,,,,,,,,,,,
2015,350126,350153055,9,21,,,,,,,,,,,,
2015,350128,350153032,5,21,,,,,,,,,,,,
2015,350128,350153032,6,21,,,,,,,,,,,,
2015,350128,350153032,7,21,,,,,,,,,,,,
2015,350128,350153032,8,21,,,,,,,,,,,,
2015,350128,350153032,9,21,,,,,,,,,,,,
2015,350128,350153032,10,21,,,,,,,,,,,,
2015,350128,350153032,11,21,,,,,,,,,,,,
2015,350128,350153032,12,21,,,,,,,,,,,,
2015,350311,350341018,4,21,,,,,,,,,,,,
2015,350311,350341018,5,21,,,,,,,,,,,,
2015,350311,350341018,6,21,,,,,,,,,,,,
2015,350311,350341018,7,21,,,,,,,,,,,,
2015,350311,350341018,8,21,,,,,,,,,,,,
2015,350311,350341018,9,21,,,,,,,,,,,,
2015,350311,350341018,10,21,,,,,,,,,,,,
2015,350311,350341018,11,21,,,,,,,,,,,,
2015,350311,350341018,12,21,,,,,,,,,,,,
2015,350405,350452045,7,21,,,,,,,,,,,,
2015,350405,350452045,8,21,,,,,,,,,,,,
2015,350405,350452045,9,21,,,,,,,,,,,,
2015,350405,350452045,10,21,,,,,,,,,,,,
2015,350405,350452045,11,21,,,,,,,,,,,,
2015,350405,350452045,12,21,,,,,,,,,,,,
2015,350413,350451019,8,21,,,,,,,,,,,,
2015,350413,350451019,9,21,,,,,,,,,,,,
2015,350413,350451019,10,21,,,,,,,,,,,,
2015,350421,350451045,7,21,,,,,,,,,,,,
2015,350421,350451045,8,21,,,,,,,,,,,,
2015,350421,350451045,9,21,,,,,,,,,,,,
2015,350421,350451045,10,21,,,,,,,,,,,,
2015,350421,350451045,12,21,,,,,,,,,,,,
2015,350513,350552017,7,21,,,,,,,,,,,,
2015,350513,350552017,8,21,,,,,,,,,,,,
2015,350513,350552017,10,21,,,,,,,,,,,,
2015,350513,350552017,12,21,,,,,,,,,,,,
2015,410207,410252013,1,21,,,,,,,,,,,,
2015,410207,410252013,2,21,,,,,,,,,,,,
2015,410207,410252013,3,21,,,,,,,,,,,,
2015,410207,410252013,4,21,,,,,,,,,,,,
2015,410207,410252013,5,21,,,,,,,,,,,,
2015,410207,410252013,6,21,,,,,,,,,,,,
2015,410207,410252013,7,21,,,,,,,,,,,,
2015,410207,410252013,8,21,,,,,,,,,,,,
2015,410207,410252013,9,21,,,,,,,,,,,,
2015,410207,410252013,10,21,,,,,,,,,,,,
2015,410207,410252013,11,21,,,,,,,,,,,,
2015,410603,410651011,1,21,,,,,,,,,,,,
2015,410603,410651011,2,21,,,,,,,,,,,,
2015,410603,410651011,3,21,,,,,,,,,,,,
2015,410603,410651011,4,21,,,,,,,,,,,,
2015,410603,410651011,5,21,,,,,,,,,,,,
2015,410603,410651011,6,21,,,,,,,,,,,,
2015,410603,410651011,7,21,,,,,,,,,,,,
2015,410603,410651011,8,21,,,,,,,,,,,,
2015,410603,410651011,9,21,,,,,,,,,,,,
2015,410603,410651011,10,21,,,,,,,,,,,,
2015,410603,410651011,11,21,,,,,,,,,,,,
2015,420113,402151023,11,21,,,,,,,,,,,,
2015,420113,402151023,12,21,,,,,,,,,,,,
2015,420303,420341007,5,21,,,,,,,,,,,,
2015,420303,420341007,6,21,,,,,,,,,,,,
2015,420303,420341007,7,21,,,,,,,,,,,,
2015,420303,420341007,8,21,,,,,,,,,,,,
2015,420303,420341007,9,21,,,,,,,,,,,,
2015,420303,420341007,10,21,,,,,,,,,,,,
2015,420303,420341007,11,21,,,,,,,,,,,,
2015,420303,420341007,12,21,,,,,,,,,,,,
2015,430302,430341003,3,21,,,,,,,,,,,,
2015,430302,430341003,4,21,,,,,,,,,,,,
2015,430302,430341003,5,21,,,,,,,,,,,,
2015,430302,430341003,9,21,,,,,,,,,,,,
2015,430303,430341005,4,21,,,,,,,,,,,,
2015,430303,430341005,5,21,,,,,,,,,,,,
2015,430303,430341005,6,21,,,,,,,,,,,,
2015,430303,430341005,7,21,,,,,,,,,,,,
2015,430303,430341005,8,21,,,,,,,,,,,,
2015,430303,430341005,9,21,,,,,,,,,,,,
2015,430303,430341005,10,21,,,,,,,,,,,,
2015,430303,430341005,11,21,,,,,,,,,,,,
2015,430303,430351007,5,21,,,,,,,,,,,,
2015,430303,430351007,6,21,,,,,,,,,,,,
2015,430303,430351007,7,21,,,,,,,,,,,,
2015,430303,430351007,8,21,,,,,,,,,,,,
2015,430303,430351007,9,21,,,,,,,,,,,,
2015,430405,430442009,6,21,,,,,,,,,,,,
2015,430405,430442009,11,21,,,,,,,,,,,,
2015,440112,440151027,4,21,0,0,0,0,0,0,0,0,0,0,0,0
2015,440112,440151027,5,21,0,0,0,0,0,0,0,0,0,0,0,0
2015,440112,440151027,6,21,0,0,0,0,0,0,0,0,0,0,0,0
2015,440112,440151027,7,21,0,0,0,0,0,0,0,0,0,0,0,0
2015,440112,440151027,8,21,0,0,0,0,0,0,0,0,0,0,0,0
2015,440112,440151027,9,21,0,0,0,0,0,0,0,0,0,0,0,0
2015,440112,440151027,10,21,0,0,0,0,0,0,0,0,0,0,0,0
2015,440112,440151027,11,21,0,0,0,0,0,0,0,0,0,0,0,0
2015,440409,440451026,6,21,,,,,,,,,,,,
2015,440409,440451026,7,21,,,,,,,,,,,,
2015,440409,440451026,8,21,,,,,,,,,,,,
2015,440409,440451026,9,21,,,,,,,,,,,,
2015,440409,440451026,10,21,,,,,,,,,,,,
2015,440409,440451026,11,21,,,,,,,,,,,,
2015,440409,440451026,12,21,,,,,,,,,,,,
2015,440507,440541010,9,21,,,,,,,,,,,,
2015,440507,440541010,10,21,,,,,,,,,,,,
2015,440507,440541010,11,21,,,,,,,,,,,,
2015,440507,440551024,9,21,,,,,,,,,,,,
2015,440507,440551024,10,21,,,,,,,,,,,,
2015,440507,440551024,11,21,,,,,,,,,,,,
2015,510101,510141005,4,21,8,11,3,1,0,0,121,252,111,14,0,0
2015,510101,510141005,5,21,,,,,,,81,162,70,11,0,0
2015,510101,510141005,6,21,3,6,2,1,0,0,82,190,74,8,0,0
2015,510101,510141005,7,21,6,7,5,0,0,0,98,147,91,9,0,0
2015,510101,510141005,8,21,4,8,4,0,0,0,104,175,98,6,0,0
2015,510101,510141005,9,21,3,10,2,1,0,0,73,157,65,10,0,0
2015,510101,510141005,10,21,5,9,4,1,0,0,64,150,54,10,0,0
2015,510101,510141005,11,21,1,8,1,0,0,0,71,167,62,8,0,0
2015,510101,510141005,12,21,6,9,6,0,0,0,91,198,81,10,0,0
2015,510101,510142009,4,21,,,,,,,,,,,,
2015,510101,510142009,5,21,,,,,,,,,,,,
2015,510101,510142009,6,21,,,,,,,,,,,,
2015,510101,510142009,7,21,,,,,,,,,,,,
2015,510101,510142009,8,21,,,,,,,,,,,,
2015,510101,510142009,9,21,,,,,,,,,,,,
2015,510101,510142009,10,21,,,,,,,,,,,,
2015,510101,510142009,11,21,,,,,,,,,,,,
2015,510101,510142009,12,21,,,,,,,,,,,,
2015,510213,510251028,5,21,,,,,,,,,,,,
2015,510213,510251028,6,21,,,,,,,,,,,,
2015,510213,510251028,7,21,,,,,,,,,,,,
2015,510213,510251028,8,21,,,,,,,,,,,,
2015,510213,510251028,9,21,,,,,,,,,,,,
2015,510213,510251028,10,21,,,,,,,,,,,,
2015,510213,510251028,11,21,,,,,,,,,,,,
2015,510213,510251028,12,21,,,,,,,,,,,,
2015,510213,510251029,5,21,,,,,,,,,,,,
2015,510213,510251029,6,21,,,,,,,,,,,,
2015,510213,510251029,7,21,,,,,,,,,,,,
2015,510213,510251029,8,21,,,,,,,,,,,,
2015,510213,510251029,9,21,,,,,,,,,,,,
2015,510213,510251029,10,21,,,,,,,,,,,,
2015,510213,510251029,11,21,,,,,,,,,,,,
2015,510213,510251029,12,21,,,,,,,,,,,,
2015,510618,510641022,4,21,,,,,,,,,,,,
2015,510618,510641022,5,21,,,,,,,,,,,,
2015,510618,510641022,6,21,,,,,,,,,,,,
2015,510618,510641022,7,21,,,,,,,,,,,,
2015,510618,510641022,8,21,,,,,,,,,,,,
2015,510618,510641022,9,21,,,,,,,,,,,,
2015,510618,510641022,10,21,,,,,,,,,,,,
2015,510618,510641022,11,21,,,,,,,,,,,,
2015,510618,510641022,12,21,,,,,,,,,,,,
2015,510716,510741031,4,21,,,,,,,,,,,,
2015,510716,510741031,5,21,,,,,,,,,,,,
2015,510716,510741031,6,21,,,,,,,,,,,,
2015,510716,510741031,8,21,,,,,,,,,,,,
2015,510716,510741031,9,21,,,,,,,,,,,,
2015,510716,510741031,10,21,,,,,,,,,,,,
2015,510716,510741031,12,21,,,,,,,,,,,,
2015,510717,510741022,4,21,,,,,,,,,,,,
2015,510717,510741022,5,21,,,,,,,,,,,,
2015,510717,510741022,6,21,,,,,,,,,,,,
2015,510717,510741022,7,21,,,,,,,,,,,,
2015,510717,510741022,8,21,,,,,,,,,,,,
2015,510717,510741022,9,21,,,,,,,,,,,,
2015,510717,510741022,10,21,,,,,,,,,,,,
2015,510717,510741022,11,21,,,,,,,,,,,,
2015,510717,510741022,12,21,,,,,,,,,,,,
2015,520102,520142005,5,21,,,,,,,,,,,,
2015,520102,520142005,6,21,,,,,,,,,,,,
2015,520102,520142005,7,21,,,,,,,,,,,,
2015,520102,520142005,8,21,,,,,,,,,,,,
2015,520102,520142005,9,21,,,,,,,,,,,,
2015,520102,520142005,10,21,,,,,,,,,,,,
2015,520102,520142005,11,21,,,,,,,,,,,,
2015,520102,520142005,12,21,,,,,,,,,,,,
2015,520102,520153007,5,21,,,,,,,,,,,,
2015,520102,520153007,6,21,,,,,,,,,,,,
2015,520102,520153007,7,21,,,,,,,,,,,,
2015,520102,520153007,8,21,,,,,,,,,,,,
2015,520102,520153007,9,21,,,,,,,,,,,,
2015,520102,520153007,10,21,,,,,,,,,,,,
2015,520102,520153007,11,21,,,,,,,,,,,,
2015,520102,520153007,12,21,,,,,,,,,,,,
2015,520104,520151011,5,21,,,,,,,,,,,,
2015,520104,520151011,6,21,,,,,,,,,,,,
2015,520104,520151011,7,21,,,,,,,,,,,,
2015,520104,520151011,8,21,,,,,,,,,,,,
2015,520104,520151011,9,21,,,,,,,,,,,,
2015,520104,520151011,10,21,,,,,,,,,,,,
2015,520104,520151011,11,21,,,,,,,,,,,,
2015,520104,520151011,12,21,,,,,,,,,,,,
2015,520502,520541003,6,21,,,,,,,,,,,,
2015,520502,520541003,7,21,,,,,,,,,,,,
2015,520502,520541003,9,21,,,,,,,,,,,,
2015,520502,520541003,10,21,,,,,,,,,,,,
2015,520502,520541003,11,21,,,,,,,,,,,,
2015,520502,520541003,12,21,,,,,,,,,,,,
2015,520502,520551005,7,21,,,,,,,,,,,,
2015,520502,520551005,8,21,,,,,,,,,,,,
2015,520502,520551005,9,21,,,,,,,,,,,,
2015,520502,520551005,10,21,,,,,,,,,,,,
2015,520502,520551005,11,21,,,,,,,,,,,,
2015,520502,520551005,12,21,,,,,,,,,,,,
2015,520503,520551014,8,21,,,,,,,,,,,,
2015,520503,520551014,11,21,,,,,,,,,,,,
2015,520505,520541017,6,21,,,,,,,,,,,,
2015,520505,520541017,7,21,,,,,,,,,,,,
2015,520505,520541017,10,21,,,,,,,,,,,,
2015,520505,520541017,11,21,,,,,,,,,,,,
2015,520505,520541017,12,21,,,,,,,,,,,,
2015,520507,520551023,6,21,,,,,,,,,,,,
2015,520507,520551023,7,21,,,,,,,,,,,,
2015,520507,520551023,8,21,,,,,,,,,,,,
2015,520507,520551023,9,21,,,,,,,,,,,,
2015,520507,520551023,10,21,,,,,,,,,,,,
2015,520507,520551023,11,21,,,,,,,,,,,,
2015,520507,520551023,12,21,,,,,,,,,,,,
2015,520518,520541045,6,21,,,,,,,,,,,,
2015,520518,520541045,7,21,,,,,,,,,,,,
2015,520518,520541045,9,21,,,,,,,,,,,,
2015,520518,520541045,10,21,,,,,,,,,,,,
2015,520518,520541045,11,21,,,,,,,,,,,,
2015,520518,520541045,12,21,,,,,,,,,,,,
2015,520518,520543051,10,21,,,,,,,,,,,,
2015,520520,520552059,9,21,,,,,,,,,,,,
2015,520521,520541061,6,21,,,,,,,,,,,,
2015,520521,520541061,7,21,,,,,,,,,,,,
2015,520521,520541061,8,21,,,,,,,,,,,,
2015,520521,520541061,9,21,,,,,,,,,,,,
2015,520521,520541061,10,21,,,,,,,,,,,,
2015,520521,520541061,11,21,,,,,,,,,,,,
2015,520521,520541061,12,21,,,,,,,,,,,,
2015,610408,610441008,7,21,,,,,,,,,,,,
2015,610408,610441008,8,21,,,,,,,,,,,,
2015,610408,610441008,9,21,,,,,,,,,,,,
2015,610408,610441008,10,21,,,,,,,,,,,,
2015,610408,610441008,11,21,,,,,,,,,,,,
2015,610408,610441008,12,21,,,,,,,,,,,,
2015,610709,610751026,11,21,,,,,,,,,,,,
2015,610709,610751026,12,21,,,,,,,,,,,,
2015,620119,620141025,9,21,,,,,,,,,,,,
2015,620119,620141025,10,21,,,,,,,,,,,,
2015,620119,620141025,11,21,,,,,,,,,,,,
2015,620119,620141025,12,21,,,,,,,,,,,,
2015,620205,620241007,4,21,,,,,,,,,,,,
2015,620205,620241007,5,21,,,,,,,,,,,,
2015,620205,620241007,6,21,,,,,,,,,,,,
2015,620205,620241007,7,21,,,,,,,,,,,,
2015,620205,620241007,8,21,,,,,,,,,,,,
2015,620209,620251012,3,21,,,,,,,,,,,,
2015,620209,620251012,4,21,,,,,,,,,,,,
2015,620209,620251012,5,21,,,,,,,,,,,,
2015,620209,620251012,6,21,,,,,,,,,,,,
2015,620209,620251012,7,21,,,,,,,,,,,,
2015,620209,620251012,8,21,,,,,,,,,,,,
2015,620209,620251012,9,21,,,,,,,,,,,,
2015,620212,620241016,3,21,,,,,,,,,,,,
2015,620212,620241016,4,21,,,,,,,,,,,,
2015,620212,620241016,5,21,,,,,,,,,,,,
2015,620212,620241016,6,21,,,,,,,,,,,,
2015,620212,620241016,7,21,,,,,,,,,,,,
2015,620302,620352002,9,21,,,,,,,,,,,,
2015,620302,620352002,11,21,,,,,,,,,,,,
2015,620302,620352002,12,21,,,,,,,,,,,,
2015,630108,630152010,7,21,,,,,,,,,,,,
2015,630108,630152010,8,21,,,,,,,,,,,,
2015,630108,630152010,9,21,,,,,,,,,,,,
2015,630108,630152010,10,21,,,,,,,,,,,,
2015,630108,630152010,11,21,,,,,,,,,,,,
2015,630108,630152010,12,21,,,,,,,,,,,,
2015,630127,630142022,7,21,,,,,,,,,,,,
2015,630127,630142022,8,21,,,,,,,,,,,,
2015,630127,630142022,9,21,,,,,,,,,,,,
2015,630127,630142022,10,21,,,,,,,,,,,,
2015,630127,630142022,11,21,,,,,,,,,,,,
2015,630127,630142022,12,21,,,,,,,,,,,,
2015,630127,630143043,7,21,,,,,,,,,,,,
2015,630127,630143043,8,21,,,,,,,,,,,,
2015,630127,630143043,9,21,,,,,,,,,,,,
2015,630127,630143043,10,21,,,,,,,,,,,,
2015,630127,630143043,11,21,,,,,,,,,,,,
2015,630127,630143045,8,21,,,,,,,,,,,,
2015,630127,630143045,9,21,,,,,,,,,,,,
2015,630129,630151027,7,21,,,,,,,,,,,,
2015,630129,630151027,8,21,,,,,,,,,,,,
2015,630129,630151027,9,21,,,,,,,,,,,,
2015,630129,630151027,10,21,,,,,,,,,,,,
2015,630129,630151027,11,21,,,,,,,,,,,,
2015,630129,630151027,12,21,,,,,,,,,,,,
2015,630308,630352015,10,21,,,,,,,,,,,,
2015,640105,640143022,4,21,,,,,,,,,,,,
2015,640105,640143022,5,21,,,,,,,,,,,,
2015,640105,640143022,6,21,,,,,,,,,,,,
2015,640105,640143022,7,21,,,,,,,,,,,,
2015,640105,640143022,8,21,,,,,,,,,,,,
2015,640105,640143022,9,21,,,,,,,,,,,,
2015,640105,640143022,10,21,,,,,,,,,,,,
2015,640105,640143022,11,21,,,,,,,,,,,,
2015,640105,640143022,12,21,,,,,,,,,,,,
2016,110101,110141002,1,21,72,72,46,21,6,,32,32,8,23,,
2016,110101,110141002,2,21,65,65,25,31,9,,12,12,3,9,,
2016,110101,110141002,3,21,127,127,62,18,11,,36,36,23,43,6,
2016,110101,110141002,4,21,75,75,43,24,8,,11,11,2,7,2,
2016,110101,110141002,5,21,43,43,30,13,,,2,2,2,,,
2016,110101,110141002,6,21,53,53,25,18,10,,9,9,6,3,,
2016,110101,110141002,7,21,21,21,9,12,,,2,2,2,,,
2016,110101,110141002,9,21,19,19,5,11,3,,9,9,1,6,2,
2016,110101,110141002,10,21,54,54,5,42,7,,9,9,,7,2,
2016,110101,110141002,11,21,65,65,35,20,10,,9,9,7,2,,
2016,110101,110141002,12,21,65,65,40,25,,,8,8,4,4,,
2016,110105,110142111,1,21,22,39,26,38,1,,80,389,81,171,52,
2016,110105,110142111,2,21,19,88,35,48,1,,55,449,78,226,78,
2016,110105,110142111,3,21,30,134,42,64,4,,108,596,99,253,74,
2016,110105,110142111,4,21,18,143,27,53,5,,81,533,109,207,82,
2016,110105,110142111,5,21,22,106,22,176,1,,87,422,80,220,63,
2016,110105,110142111,6,21,25,133,23,67,,,83,471,88,227,75,
2016,110105,110142111,7,21,29,121,33,48,5,,103,439,79,190,62,
2016,110105,110142111,8,21,36,124,347,74,1,,62,559,109,262,53,
2016,110105,110142111,9,21,30,144,45,51,3,0,88,527,97,225,42,0
2016,110105,110142111,10,21,24,147,35,97,4,,90,477,109,186,91,
2016,110105,110142111,11,21,25,147,58,76,,,87,507,123,210,70,
2016,110302,110342010,7,21,,,,,,,,,,,,
2016,110303,110342009,2,21,,,,,,,,,,,,
2016,110303,110342009,5,21,,,,,,,,,,,,
2016,110303,110342009,8,21,,,,,,,,,,,,
2016,110303,110342009,9,21,,,,,,,,,,,,
2016,110303,110342009,10,21,,,,,,,,,,,,
2016,110303,110342009,11,21,,,,,,,,,,,,
2016,110305,110342014,1,21,,,,,,,,,,,,
2016,110305,110342014,2,21,,,,,,,,,,,,
2016,110305,110342014,5,21,,,,,,,,,,,,
2016,110305,110342014,6,21,,,,,,,,,,,,
2016,110305,110342014,7,21,,,,,,,,,,,,
2016,110305,110342014,8,21,,,,,,,,,,,,
2016,110305,110342014,10,21,,,,,,,,,,,,
2016,110305,110342014,11,21,,,,,,,,,,,,
2016,110305,110342014,12,21,,,,,,,,,,,,
2016,110305,110342015,1,21,,,,,,,,,,,,
2016,110305,110342015,2,21,,,,,,,,,,,,
2016,110305,110342015,3,21,12,15,8,,,,7,36,17,9,2,
2016,110305,110342015,4,21,6,10,3,7,,,17,26,15,4,6,
2016,110305,110342015,5,21,,,3,1,,,5,5,6,11,11,
2016,110305,110342015,6,21,,,3,,,,,,4,7,,
2016,110305,110342015,7,21,4,,10,,,,6,24,13,26,,
2016,110305,110342015,8,21,,,,1,,,21,21,20,9,5,
2016,110305,110342015,9,21,,,,,,,,,,,,
2016,110305,110342015,10,21,6,6,13,5,1,,12,12,12,17,4,
2016,110305,110342015,11,21,4,4,16,2,,,10,10,17,10,3,
2016,110305,110342016,1,21,89,92,35,30,24,,104,111,49,29,26,
2016,110305,110342016,2,21,19,21,9,7,3,,75,94,49,21,5,
2016,110305,110342016,3,21,59,63,26,24,5,,126,152,69,30,16,
2016,110305,110342016,4,21,109,112,45,41,4,19,117,136,65,31,10,11
2016,110305,110342016,5,21,106,118,36,41,24,5,97,132,48,33,13,3
2016,110305,110342016,6,21,86,98,26,36,3,,135,158,39,54,5,
2016,110305,110342016,7,21,92,99,25,39,27,3,103,127,35,41,17,9
2016,110305,110342016,8,21,72,83,23,34,4,,125,164,75,34,6,3
2016,110305,110342016,9,21,62,68,31,22,4,,79,95,52,13,7,
2016,110305,110342016,10,21,65,69,30,21,14,,127,153,64,47,6,10
2016,110305,110342016,11,21,46,47,15,18,,13,52,,62,27,14,3
2016,110305,110342016,12,21,90,92,31,37,20,3,70,83,29,26,10,1
2016,110305,110342066,11,21,,,,,,,,,,,,
2016,110306,110343024,3,21,,,,,,,,,,,,
2016,110306,110343024,6,21,,,,,,,,,,,,
2016,110306,110343024,8,21,,,,,,,,,,,,
2016,110306,110343024,12,21,,,,,,,,,,,,
2016,110307,110342026,1,21,,,,,,,,,,,,
2016,110307,110342026,2,21,,,,,,,,,,,,
2016,110307,110342026,3,21,,,,,,,,,,,,
2016,110307,110342026,5,21,,,,,,,,,,,,
2016,110307,110342026,6,21,,,,,,,,,,,,
2016,110307,110342026,7,21,,,,,,,,,,,,
2016,110307,110342026,8,21,,,,,,,,,,,,
2016,110307,110342026,9,21,8,16,10,2,,,13,51,23,10,2,
2016,110307,110342026,10,21,11,13,10,2,,,61,87,49,10,1,
2016,110307,110342026,11,21,14,18,12,2,,,52,79,40,14,3,
2016,110307,110342026,12,21,4,19,12,1,,,19,71,33,18,2,
2016,110307,110342027,1,21,5,5,3,2,,,37,45,17,16,,
2016,110307,110342027,2,21,9,9,4,3,,,48,69,18,28,3,
2016,110307,110342027,3,21,11,11,5,2,,,54,54,16,17,1,
2016,110307,110342027,4,21,7,10,7,,,,50,63,12,33,5,
2016,110307,110342027,5,21,1,1,,1,,,35,50,18,10,7,
2016,110307,110342027,6,21,7,10,3,4,,,31,42,10,9,12,
2016,110307,110342027,7,21,5,5,1,3,,1,46,59,11,26,6,3
2016,110307,110342027,8,21,7,9,7,1,1,,34,36,18,14,3,
2016,110307,110342027,9,21,13,13,6,4,3,,24,33,12,8,4,
2016,110307,110342027,10,21,,,6,1,,,53,56,14,16,9,7
2016,110307,110342027,11,21,10,10,1,9,,,49,75,24,28,7,
2016,110307,110342027,12,21,4,4,3,3,1,,48,55,15,20,12,
2016,110307,110342059,1,21,,,,,,,,,,,,
2016,110307,110342059,2,21,,,,,,,,,,,,
2016,110307,110342059,3,21,,,,,,,,,,,,
2016,110307,110342059,6,21,,,,,,,,,,,,
2016,110307,110342059,7,21,,,,,,,,,,,,
2016,110307,110342059,8,21,,,,,,,,,,,,
2016,110307,110342059,9,21,,,,,,,,,,,,
2016,110307,110342059,12,21,,,,,,,,,,,,
2016,110307,110342063,1,21,,,,,,,,,,,,
2016,110307,110342063,2,21,,,,,,,,,,,,
2016,110307,110342063,4,21,,,,,,,,,,,,
2016,110307,110342063,5,21,,,,,,,,,,,,
2016,110307,110342063,6,21,,,,,,,,,,,,
2016,110307,110342063,8,21,,,,,,,,,,,,
2016,110307,110342063,10,21,,,,,,,,,,,,
2016,110307,110342063,12,21,,,,,,,,,,,,
2016,110307,110343029,1,21,69,69,27,9,51,,307,307,103,42,239,
2016,110307,110343029,2,21,151,151,41,11,141,,716,716,250,198,521,
2016,110307,110343029,3,21,100,169,79,9,125,,680,740,271,193,298,
2016,110307,110343029,4,21,100,151,51,12,115,,558,698,671,133,483,
2016,110307,110343029,5,21,113,211,33,14,93,,398,500,208,154,436,
2016,110307,110343029,6,21,100,168,57,19,152,,639,796,258,156,541,
2016,110307,110343029,7,21,172,172,46,11,132,,758,758,283,136,520,
2016,110307,110343029,8,21,733,733,67,28,167,,738,738,307,127,642,
2016,110307,110343029,9,21,100,177,55,18,131,,586,705,267,146,488,
2016,110307,110343029,10,21,171,171,60,13,127,,564,749,283,,151,
2016,110307,110343029,11,21,160,165,52,11,,,700,729,228,152,528,
2016,110307,110343029,12,21,100,158,44,9,146,,586,600,194,105,444,
2016,110307,110343030,4,21,,,,,,,,,,,,
2016,110307,110343048,1,21,,,,,,,,,,,,
2016,110307,110343048,2,21,,,,,,,,,,,,
2016,110307,110343048,3,21,,,,,,,,,,,,
2016,110307,110343048,4,21,,,,,,,,,,,,
2016,110307,110343048,6,21,,,,,,,,,,,,
2016,110307,110343048,7,21,,,,,,,,,,,,
2016,110307,110343048,8,21,,,,,,,,,,,,
2016,110307,110343048,10,21,,,,,,,,,,,,
2016,110307,110343048,11,21,,,,,,,,,,,,
2016,110307,110343048,12,21,,,,,,,,,,,,
2016,110307,110343058,1,21,,,,,,,,,,,,
2016,110307,110343058,2,21,,,,,,,,,,,,
2016,110307,110343058,5,21,,,,,,,,,,,,
2016,110307,110343058,6,21,,,,,,,,,,,,
2016,110307,110343058,7,21,,,,,,,,,,,,
2016,110307,110343058,11,21,,,,,,,,,,,,
2016,110307,110343062,1,21,,,,,,,,,,,,
2016,110307,110343062,2,21,,,,,,,,,,,,
2016,110307,110343062,6,21,,,,,,,,,,,,
2016,110307,110343062,10,21,,,,,,,,,,,,
2016,110310,110342036,1,21,,,,,,,2,,1,,,
2016,110310,110342036,2,21,,,,,,,2,3,2,,,
2016,110310,110342036,3,21,,,,,,,4,6,4,,,
2016,110310,110342036,4,21,,,,,,,2,3,2,,,
2016,110310,110342036,5,21,6,8,6,,,,,,,,,
2016,110310,110342036,6,21,,,,,,,2,3,2,,,
2016,110310,110342036,7,21,,,,,,,5,6,5,,,
2016,110310,110342036,8,21,,,,,,,3,5,3,,,
2016,110310,110342036,9,21,,,,,,,2,3,2,,,
2016,110310,110342036,10,21,5,6,3,,,,,,,,,
2016,110310,110342036,11,21,,,,,,,2,5,2,,,
2016,110310,110342036,12,21,1,1,1,,,,1,2,1,,,
2016,110311,110342039,2,21,,,,,,,,,,,,
2016,110311,110342039,5,21,,,,,,,,,,,,
2016,110311,110342039,7,21,,,,,,,,,,,,
2016,110311,110342039,8,21,,,,,,,,,,,,
2016,110311,110342039,10,21,,,,,,,,,,,,
2016,110312,110342044,1,21,,,,,,,,,,,,
2016,110312,110342044,2,21,49,49,35,3,1,1,248,248,166,41,48,
2016,110312,110342044,3,21,42,42,19,21,2,2,269,269,123,75,67,2
2016,110312,110342044,5,21,29,29,13,16,,,266,266,151,71,44,
2016,110312,110342044,6,21,32,32,25,11,2,,258,258,125,86,33,
2016,110312,110342044,7,21,27,27,35,11,5,1,221,221,123,28,47,
2016,110312,110342044,9,21,64,64,63,18,9,,285,285,78,74,41,
2016,110312,110342044,10,21,37,37,39,7,2,1,210,210,96,49,37,
2016,110312,110342044,11,21,,,,,,,,,,,,
2016,110312,110342044,12,21,56,56,37,15,5,,289,289,185,70,40,
2016,110312,110342060,11,21,,,,,,,,,,,,
2016,110312,110342061,2,21,,,,,,,,,,,,
2016,110312,110342061,3,21,,,,,,,,,,,,
2016,110312,110342061,5,21,,,,,,,,,,,,
2016,110312,110342061,6,21,,,,,,,,,,,,
2016,110312,110342061,7,21,,,,,,,,,,,,
2016,110312,110342061,12,21,,,,,,,,,,,,
2016,110312,110343042,1,21,,,,,,,,,,,,
2016,110312,110343042,2,21,,,,,,,,,,,,
2016,110312,110343042,4,21,,,,,,,,,,,,
2016,110312,110343042,5,21,,,,,,,,,,,,
2016,110312,110343042,6,21,,,,,,,,,,,,
