cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cTOT_CONS_NC,cTOT_CONS,cTOT_ORD_PRES,cORD_SERV,cORD_FACT,cBS
2016,110218,110243042,07,21,87,87,,,,
2016,110218,110243042,08,21,31,31,,,,
2016,110218,110243042,09,21,34,34,,,,
2016,110218,110243042,10,21,60,62,,,,
2016,110218,110243042,11,21,39,39,,,,
2016,110218,110243042,12,21,68,68,,,,
2016,110218,110243068,02,21,,,,,,
2016,110218,110243068,03,21,,,,,,
2016,110218,110243068,04,21,,,,,,
2016,110218,110243068,06,21,,,,,,
2016,110218,110243068,07,21,114,114,,,,
2016,110218,110243068,08,21,103,103,,,,
2016,110218,110243068,09,21,119,119,,,,
2016,110218,110243068,10,21,,,,,,
2016,110218,110243068,11,21,,,,,,
2016,110301,110342013,01,21,735,926,,,,
2016,110301,110342013,02,21,737,858,,,,
2016,110301,110342013,03,21,792,823,,,,
2016,110301,110342013,04,21,562,688,,,,
2016,110301,110342013,05,21,488,614,,,,
2016,110301,110342013,06,21,837,1020,,,,
2016,110301,110342013,07,21,733,973,,,,
2016,110301,110342013,08,21,165,288,287,287,,
2016,110301,110342013,09,21,310,396,,,,
2016,110301,110342013,10,21,552,685,,,,
2016,110301,110342013,11,21,609,795,,,,
2016,110301,110342013,12,21,518,673,,,,
2016,110301,110342045,01,21,393,405,,,,
2016,110301,110342045,02,21,392,405,,,,
2016,110301,110342045,03,21,788,822,,,,
2016,110301,110342045,04,21,200,220,,,,
2016,110301,110342045,05,21,422,432,,,,
2016,110301,110342045,06,21,468,480,,,,
2016,110301,110342045,07,21,373,419,,,,
2016,110301,110342045,08,21,182,183,,,,
2016,110301,110342045,09,21,349,360,,,,
2016,110301,110342045,10,21,320,331,,,,
2016,110301,110342045,11,21,363,371,,,,
2016,110301,110342045,12,21,229,238,,,,
2016,110302,110342010,01,21,45,60,,,,
2016,110302,110342010,02,21,63,73,,,,
2016,110302,110342010,03,21,72,82,,,,
2016,110302,110342010,04,21,51,61,,,,
2016,110302,110342010,05,21,37,47,,,,
2016,110302,110342010,06,21,27,37,,,,
2016,110302,110342010,07,21,,,,,,
2016,110302,110342010,09,21,51,51,,,,
2016,110302,110342010,10,21,63,75,,,,
2016,110302,110342010,12,21,32,40,,,,
2016,110303,110342009,01,21,61,70,,,,
2016,110303,110342009,02,21,6,65,,,,
2016,110303,110342009,03,21,45,49,,,,
2016,110303,110342009,04,21,68,78,,,,
2016,110303,110342009,05,21,39,47,,,,
2016,110303,110342009,06,21,56,58,,,,
2016,110303,110342009,07,21,57,64,,,,
2016,110303,110342009,08,21,28,37,,,,
2016,110303,110342009,09,21,40,45,,,,
2016,110303,110342009,10,21,43,49,,,,
2016,110303,110342009,11,21,33,35,,,,
2016,110303,110342009,12,21,41,48,,,,
2016,110303,110343007,01,21,99,179,,,,
2016,110303,110343007,02,21,94,153,,,,
2016,110303,110343007,03,21,126,182,,,,
2016,110303,110343007,04,21,128,227,,,,
2016,110303,110343007,05,21,117,185,,,,
2016,110303,110343007,06,21,103,185,,,,
2016,110303,110343007,07,21,87,207,,,,
2016,110303,110343007,09,21,78,173,,,,
2016,110303,110343007,10,21,56,183,,,,
2016,110303,110343007,11,21,26,188,,,,
2016,110303,110343007,12,21,62,160,,,,
2016,110303,110343008,01,21,417,483,,,,
2016,110303,110343008,02,21,282,361,,,,
2016,110303,110343008,03,21,395,446,,,,
2016,110303,110343008,04,21,223,298,,,,
2016,110303,110343008,05,21,316,388,,,,
2016,110303,110343008,06,21,421,486,,,,
2016,110303,110343008,07,21,75,444,,,,
2016,110303,110343008,08,21,398,458,,,,
2016,110303,110343008,09,21,287,376,,,,
2016,110303,110343008,10,21,341,436,,,,
2016,110303,110343008,11,21,330,439,,,,
2016,110303,110343008,12,21,294,380,,,,
2016,110304,110342067,09,21,61,66,,,,
2016,110304,110342067,10,21,91,104,,,,
2016,110304,110342067,11,21,106,125,,,,
2016,110304,110342067,12,21,114,136,,,,
2016,110304,110343065,03,21,8,8,,,,
2016,110304,110343065,04,21,4,4,,,,
2016,110304,110343065,05,21,5,5,,,,
2016,110304,110343065,06,21,6,6,,,,
2016,110304,110343065,07,21,6,6,,,,
2016,110304,110343065,08,21,2,2,,,,
2016,110304,110343065,09,21,3,3,,,,
2016,110305,110342014,01,21,73,88,,,,
2016,110305,110342014,02,21,115,129,,,,
2016,110305,110342014,03,21,124,135,,,,
2016,110305,110342014,04,21,103,124,,,,
2016,110305,110342014,05,21,80,95,,,,
2016,110305,110342014,06,21,147,170,,,,
2016,110305,110342014,07,21,136,162,,,,
2016,110305,110342014,08,21,90,111,,,,
2016,110305,110342014,09,21,67,82,,,,
2016,110305,110342014,10,21,95,110,,,,
2016,110305,110342014,11,21,137,157,,,,
2016,110305,110342014,12,21,100,117,,,,
2016,110305,110342015,01,21,188,188,,,,
2016,110305,110342015,03,21,236,243,,,,
2016,110305,110342015,04,21,223,238,,,,
2016,110305,110342015,05,21,162,175,,,,
2016,110305,110342015,06,21,323,334,,,,
2016,110305,110342015,07,21,237,251,,,,
2016,110305,110342015,08,21,176,184,,,,
2016,110305,110342015,09,21,179,194,,,,
2016,110305,110342015,10,21,186,190,,,,
2016,110305,110342015,11,21,236,245,,,,
2016,110305,110342016,01,21,1471,1486,,,,
2016,110305,110342016,02,21,2140,2153,,,,
2016,110305,110342016,03,21,2119,2142,,,,
2016,110305,110342016,04,21,1589,1601,,,,
2016,110305,110342016,05,21,1161,1613,,,,
2016,110305,110342016,06,21,2153,2219,,,,
2016,110305,110342016,07,21,1789,1807,,,,
2016,110305,110342016,08,21,714,727,721,,,
2016,110305,110342016,09,21,722,734,730,,,
2016,110305,110342016,10,21,1389,1431,,,,
2016,110305,110342016,11,21,1718,1740,,,,
2016,110305,110342016,12,21,1333,1357,1355,,,
2016,110305,110342066,05,21,137,140,,,,
2016,110305,110342066,07,21,222,248,,,,
2016,110305,110342066,08,21,136,168,,,,
2016,110305,110342066,09,21,171,174,,,,
2016,110305,110342066,10,21,190,199,,,,
2016,110305,110342066,11,21,139,308,,,,
2016,110305,110342066,12,21,196,285,,,,
2016,110305,110343022,01,21,118,124,,,,
2016,110305,110343022,02,21,139,147,,,,
2016,110305,110352017,01,21,242,242,,,,
2016,110305,110352017,02,21,289,310,,,,
2016,110305,110352017,03,21,148,148,,,,
2016,110305,110352017,04,21,285,287,,,,
2016,110305,110352017,06,21,256,278,,,,
2016,110305,110352017,07,21,107,107,,,,
2016,110305,110352017,08,21,,,,,,
2016,110305,110352017,09,21,,,,,,
2016,110305,110352017,11,21,230,241,,,,
2016,110305,110352017,12,21,234,239,,,,
2016,110306,110343024,01,21,184,202,,,,
2016,110306,110343024,02,21,165,195,,,,
2016,110306,110343024,03,21,194,254,,,,
2016,110306,110343024,04,21,169,225,,,,
2016,110306,110343024,05,21,162,189,,,,
2016,110306,110343024,06,21,173,218,,,,
2016,110306,110343024,07,21,175,207,,,,
2016,110306,110343024,08,21,139,162,,,,
2016,110306,110343024,09,21,161,177,,,,
2016,110306,110343024,10,21,156,170,,,,
2016,110306,110343024,11,21,181,210,,,,
2016,110306,110343024,12,21,172,199,,,,
2016,110307,110342026,01,21,151,162,,,,
2016,110307,110342026,02,21,222,222,,,,
2016,110307,110342026,03,21,239,252,,,,
2016,110307,110342026,04,21,269,282,,,,
2016,110307,110342026,05,21,184,201,,,,
2016,110307,110342026,06,21,361,377,,,,
2016,110307,110342026,07,21,268,283,,,,
2016,110307,110342026,08,21,215,229,,,,
2016,110307,110342026,09,21,191,192,,,,
2016,110307,110342026,10,21,202,215,,,,
2016,110307,110342026,11,21,87,237,,,,
2016,110307,110342026,12,21,271,282,,,,
2016,110307,110342027,01,21,226,227,,,,
2016,110307,110342027,02,21,187,187,,,,
2016,110307,110342027,03,21,132,262,,,,
2016,110307,110342027,04,21,216,218,,,,
2016,110307,110342027,05,21,185,185,,,,
2016,110307,110342027,06,21,233,234,,,,
2016,110307,110342027,07,21,202,202,,,,
2016,110307,110342027,08,21,169,169,,,,
2016,110307,110342027,09,21,132,132,,,,
2016,110307,110342027,10,21,98,98,,,,
2016,110307,110342027,11,21,114,114,,,,
2016,110307,110342027,12,21,81,84,,,,
2016,110307,110342056,03,21,46,79,,,,
2016,110307,110342056,04,21,35,40,,,,
2016,110307,110342056,05,21,69,86,,,,
2016,110307,110342056,06,21,96,115,,,,
2016,110307,110342056,07,21,101,110,,,,
2016,110307,110342056,08,21,35,52,,,,
2016,110307,110342056,09,21,64,92,,,,
2016,110307,110342056,10,21,74,111,,,,
2016,110307,110342056,11,21,91,124,,,,
2016,110307,110342056,12,21,46,59,,,,
2016,110307,110342059,01,21,24,44,,,,
2016,110307,110342059,02,21,20,28,,,,
2016,110307,110342059,03,21,25,33,,,,
2016,110307,110342059,04,21,35,41,,,,
2016,110307,110342059,05,21,35,36,,,,
2016,110307,110342059,06,21,46,49,,,,
2016,110307,110342059,07,21,37,41,,,,
2016,110307,110342059,08,21,21,21,20,,,
2016,110307,110342059,09,21,32,33,,,,
2016,110307,110342059,10,21,22,24,,,,
2016,110307,110342059,11,21,26,34,,,,
2016,110307,110342059,12,21,14,17,,,,
2016,110307,110342063,01,21,41,41,,,,
2016,110307,110342063,02,21,29,30,,,,
2016,110307,110342063,03,21,41,43,,,,
2016,110307,110342063,04,21,61,66,,,,
2016,110307,110342063,05,21,37,37,,,,
2016,110307,110342063,06,21,53,54,,,,
2016,110307,110342063,07,21,35,35,,,,
2016,110307,110342063,08,21,35,35,32,,,
2016,110307,110342063,09,21,31,34,,,,
2016,110307,110342063,10,21,37,39,,,,
2016,110307,110342063,11,21,21,22,,,,
2016,110307,110342063,12,21,35,47,,,,
2016,110307,110343029,01,21,2526,4406,,,,
2016,110307,110343029,02,21,2800,4814,,,,
2016,110307,110343029,03,21,4344,6043,,,,
2016,110307,110343029,04,21,3401,4978,,,,
2016,110307,110343029,05,21,2260,4327,,,,
2016,110307,110343029,06,21,4327,5560,,,,
2016,110307,110343029,07,21,3848,4960,,,,
2016,110307,110343029,08,21,2283,4553,2284,2284,,
2016,110307,110343029,09,21,1843,4125,,,,
2016,110307,110343029,10,21,2458,4253,,,,
2016,110307,110343029,11,21,2765,3869,,,,
2016,110307,110343029,12,21,2660,3912,,,,
2016,110307,110343030,01,21,87,87,,,,
2016,110307,110343030,02,21,43,129,,,,
2016,110307,110343030,03,21,132,144,,,,
2016,110307,110343030,04,21,98,98,,,,
2016,110307,110343030,05,21,91,91,,,,
2016,110307,110343030,06,21,99,99,,,,
2016,110307,110343030,07,21,146,146,,,,
2016,110307,110343030,08,21,83,83,,,,
2016,110307,110343030,09,21,48,48,,,,
2016,110307,110343030,10,21,51,51,,,,
2016,110307,110343030,11,21,62,62,,,,
2016,110307,110343030,12,21,75,75,,,,
2016,110307,110343048,01,21,41,42,,,,
2016,110307,110343048,02,21,45,45,,,,
2016,110307,110343048,03,21,67,67,,,,
2016,110307,110343048,04,21,63,66,,,,
2016,110307,110343048,05,21,70,74,,,,
2016,110307,110343048,06,21,92,93,,,,
2016,110307,110343048,07,21,83,83,,,,
2016,110307,110343048,08,21,67,67,63,,,
2016,110307,110343048,09,21,75,75,,,,
2016,110307,110343048,10,21,91,91,,,,
2016,110307,110343048,11,21,65,66,,,,
2016,110307,110343048,12,21,60,61,,,,
2016,110307,110343058,01,21,150,198,,,,
2016,110307,110343058,02,21,209,245,,,,
2016,110307,110343058,03,21,155,205,,,,
2016,110307,110343058,04,21,193,245,,,,
2016,110307,110343058,05,21,178,202,,,,
2016,110307,110343058,06,21,234,248,,,,
2016,110307,110343058,07,21,253,274,,,,
2016,110307,110343058,08,21,131,156,,,,
2016,110307,110343058,09,21,171,206,,,,
2016,110307,110343058,10,21,175,192,,,,
2016,110307,110343058,11,21,179,186,,,,
2016,110307,110343058,12,21,231,263,,,,
2016,110307,110343062,01,21,127,134,,,,
2016,110307,110343062,02,21,131,145,,,,
2016,110307,110343062,03,21,163,171,,,,
2016,110307,110343062,04,21,115,138,,,,
2016,110307,110343062,05,21,106,121,,,,
2016,110307,110343062,06,21,153,167,,,,
2016,110307,110343062,07,21,133,137,,,,
2016,110307,110343062,09,21,115,127,,,,
2016,110307,110343062,10,21,85,96,,,,
2016,110310,110342036,01,21,61,65,65,65,65,
2016,110310,110342036,02,21,59,62,59,59,,
2016,110310,110342036,03,21,57,59,,,,
2016,110310,110342036,04,21,66,68,68,68,68,
2016,110310,110342036,05,21,29,32,32,32,32,
2016,110310,110342036,06,21,67,71,66,66,66,
2016,110310,110342036,07,21,57,60,58,58,58,
2016,110310,110342036,08,21,34,40,35,35,35,
2016,110310,110342036,09,21,45,46,45,,,
2016,110310,110342036,10,21,51,52,51,51,50,1
2016,110310,110342036,11,21,53,62,60,60,60,0
2016,110310,110342036,12,21,34,36,34,34,32,2
2016,110310,110343057,01,21,154,250,,,,
2016,110310,110343057,02,21,170,210,,,,
2016,110310,110343057,03,21,183,230,,,,
2016,110310,110343057,04,21,133,1509,,,,
2016,110310,110343057,05,21,117,155,,,,
2016,110310,110343057,06,21,123,160,,,,
2016,110310,110343057,07,21,133,170,,,,
2016,110310,110343057,08,21,163,230,,,,
2016,110310,110343057,09,21,125,160,,,,
2016,110310,110343057,10,21,126,145,,,,
2016,110310,110343057,11,21,138,160,,,,
2016,110310,110343057,12,21,147,170,,,,
2016,110311,110342039,01,21,102,110,,,,
2016,110311,110342039,02,21,94,115,,,,
2016,110311,110342039,03,21,100,112,,,,
2016,110311,110342039,04,21,99,102,,,,
2016,110311,110342039,05,21,151,174,,,,
2016,110311,110342039,06,21,111,112,,,,
2016,110311,110342039,07,21,150,153,,,,
2016,110311,110342039,08,21,110,110,0,0,,
2016,110311,110342039,09,21,79,105,,,,
2016,110311,110342039,10,21,109,109,,,,
2016,110311,110342039,11,21,90,100,,,,
2016,110311,110342039,12,21,95,110,,,,
2016,110312,110342043,01,21,313,349,,,,
2016,110312,110342043,02,21,376,376,,,,
2016,110312,110342043,03,21,331,332,,,,
2016,110312,110342043,04,21,315,318,,,,
2016,110312,110342043,05,21,299,299,,,,
2016,110312,110342043,06,21,187,187,,,,
2016,110312,110342043,07,21,170,170,,,,
2016,110312,110342043,08,21,173,173,173,,,
2016,110312,110342043,09,21,202,202,,,,
2016,110312,110342043,10,21,213,213,,,,
2016,110312,110342043,11,21,182,182,,,,
2016,110312,110342043,12,21,178,178,,,,
2016,110312,110342044,01,21,40,45,,,,
2016,110312,110342044,02,21,58,62,,,,
2016,110312,110342044,03,21,70,75,,,,
2016,110312,110342044,04,21,43,48,,,,
2016,110312,110342044,05,21,48,55,,,,
2016,110312,110342044,06,21,64,70,,,,
2016,110312,110342044,07,21,60,65,,,,
2016,110312,110342044,08,21,49,52,52,52,,
2016,110312,110342044,09,21,37,40,,,,
2016,110312,110342044,10,21,63,63,,,,
2016,110312,110342044,11,21,46,50,,,,
2016,110312,110342044,12,21,52,55,,,,
2016,110312,110342060,01,21,57,183,,,,
2016,110312,110342060,02,21,59,177,,,,
2016,110312,110342060,03,21,59,158,,,,
2016,110312,110342060,04,21,94,221,,,,
2016,110312,110342060,05,21,92,182,,,,
2016,110312,110342060,06,21,63,188,,,,
2016,110312,110342060,07,21,46,183,,,,
2016,110312,110342060,10,21,94,172,,,,
2016,110312,110342060,11,21,67,163,,,,
2016,110312,110342060,12,21,69,128,,,,
2016,110312,110342061,01,21,95,120,,,,
2016,110312,110342061,02,21,99,124,,,,
2016,110312,110342061,03,21,151,186,,,,
2016,110312,110342061,04,21,107,202,,0,,
2016,110312,110342061,05,21,80,106,,,,
2016,110312,110342061,06,21,133,168,,,,
2016,110312,110342061,07,21,111,150,,,,
2016,110312,110342061,08,21,70,91,70,67,,
2016,110312,110342061,09,21,114,164,,,,
2016,110312,110342061,10,21,108,126,,,,
2016,110312,110342061,11,21,127,402,,,,
2016,110312,110342061,12,21,86,138,,,,
2016,110312,110343042,01,21,83,100,,,,
2016,110312,110343042,02,21,41,64,,,,
2016,110312,110343042,03,21,81,100,,,,
2016,110312,110343042,04,21,85,105,,,,
2016,110312,110343042,05,21,52,80,,,,
2016,110312,110343042,06,21,84,100,,,,
2016,110312,110343042,07,21,42,60,,,,
2016,110312,110343042,08,21,54,70,,,,
2016,110312,110343042,09,21,49,60,,,,
2016,110312,110343042,10,21,92,110,,,,
2016,110312,110343042,11,21,61,100,,,,
2016,110312,110343042,12,21,42,65,,,,
2016,110312,110343046,01,21,90,94,,,,
2016,110312,110343046,02,21,89,96,,,,
2016,110312,110343046,03,21,81,84,,,,
2016,110312,110343046,04,21,97,101,,,,
2016,110312,110343046,05,21,96,98,,,,
2016,110312,110343046,06,21,108,108,,,,
2016,110312,110343046,07,21,94,94,,,,
2016,110312,110343046,08,21,133,138,,,,
2016,110312,110343046,09,21,82,86,,,,
2016,110312,110343046,10,21,82,88,,,,
2016,110312,110343046,11,21,106,106,,,,
2016,110312,110343046,12,21,98,98,,,,
2016,110312,110343047,01,21,176,197,,,,
2016,110312,110343047,02,21,177,195,,,,
2016,110312,110343047,03,21,197,210,,,,
2016,110312,110343047,04,21,181,197,,,,
2016,110312,110343047,05,21,172,189,,,,
2016,110312,110343047,06,21,173,193,,,,
2016,110312,110343047,07,21,196,207,,,,
2016,110312,110343047,08,21,212,223,,,,
2016,110312,110343047,09,21,163,186,,,,
2016,110312,110343047,10,21,191,205,,,,
2016,110312,110343047,11,21,200,217,,,,
2016,110312,110343047,12,21,161,199,,,,
2016,110312,110343049,01,21,341,362,,,,
2016,110312,110343049,02,21,343,378,,,,
2016,110312,110343049,03,21,359,379,,,,
2016,110312,110343049,04,21,283,306,,,,
2016,110312,110343049,05,21,284,298,,,,
2016,110312,110343049,06,21,396,414,,,,
2016,110312,110343049,08,21,222,300,,,,
2016,110312,110343049,09,21,236,252,,,,
2016,110312,110343049,10,21,399,419,,,,
2016,110312,110343049,11,21,265,279,,,,
2016,110312,110343049,12,21,297,309,,,,
2016,110313,110343018,01,21,136,175,,,,
2016,110313,110343018,02,21,152,190,,,,
2016,110313,110343018,03,21,164,170,,,,
2016,110313,110343018,04,21,175,225,,,,
2016,110313,110343018,05,21,124,175,,,,
2016,110313,110343018,06,21,127,172,,,,
2016,110313,110343018,07,21,155,190,,,,
2016,110313,110343018,09,21,96,126,,,,
2016,110313,110343018,10,21,152,207,,,,
2016,110313,110343018,11,21,121,170,,,,
2016,110313,110343018,12,21,121,128,,,,
2016,110316,110343019,09,21,176,176,,,,
2016,110316,110343019,10,21,223,225,,,,
2016,110316,110343019,11,21,318,318,,,,
2016,110316,110343019,12,21,270,270,,,,
2016,110316,110343020,01,21,128,128,,,,
2016,110316,110343020,02,21,127,127,,,,
2016,110316,110343020,03,21,209,210,,,,
2016,110316,110343020,05,21,96,100,,,,
2016,110316,110343020,06,21,140,180,,,,
2016,110316,110343020,07,21,168,168,,,,
2016,110316,110343020,08,21,,,,,,
2016,110316,110343020,10,21,146,146,,,,
2016,110316,110343020,11,21,181,190,,,,
2016,110316,110343020,12,21,166,166,,,,
2016,110403,110442026,03,21,314,327,327,,,
2016,110403,110442026,04,21,439,453,,,,
2016,110403,110442026,05,21,351,374,374,,,
2016,110403,110442026,06,21,446,460,460,396,396,
2016,110403,110442026,07,21,423,444,444,396,396,
2016,110403,110442026,08,21,205,215,215,210,,
2016,110403,110442026,09,21,471,503,503,473,,
2016,110403,110442026,10,21,510,535,535,498,498,
2016,110403,110442026,11,21,392,413,413,396,396,
2016,110403,110442026,12,21,346,365,365,323,323,
2016,110412,110442032,01,21,485,1045,1045,,,
2016,110412,110442032,02,21,4650,4650,,,,
2016,110412,110442032,05,21,87,87,87,87,87,
2016,110412,110442032,06,21,384,936,936,936,855,81
2016,110412,110442032,07,21,459,974,974,974,859,115
2016,110412,110442032,08,21,309,673,673,673,597,76
2016,110412,110442032,09,21,441,829,829,829,829,
2016,110412,110442032,10,21,455,923,923,923,923,
2016,110412,110442032,11,21,450,973,973,973,973,
2016,110412,110442032,12,21,705,705,705,705,705,
2016,110503,110543023,01,21,208,268,268,268,,
2016,110503,110543023,02,21,150,210,198,198,,
2016,110503,110543023,07,21,240,292,282,282,,
2016,110503,110543023,08,21,218,262,242,242,,
2016,110503,110543024,01,21,82,82,82,,,
2016,110503,110543024,02,21,91,91,91,,,
2016,110503,110543024,03,21,114,114,114,,,
2016,110503,110543024,05,21,111,111,11,,,
2016,110503,110543024,06,21,184,184,184,,,
2016,110503,110543024,08,21,104,104,104,,,
2016,110503,110543024,11,21,133,133,133,,,
2016,110505,110551029,01,21,48,50,50,50,50,0
2016,110505,110551029,02,21,52,55,55,55,55,
2016,110505,110551029,03,21,59,63,63,63,63,0
2016,110505,110551029,04,21,78,80,80,80,80,0
2016,110505,110551029,05,21,54,58,58,58,58,0
2016,110505,110551029,06,21,19,22,22,22,22,0
2016,110505,110551029,07,21,92,94,75,75,75,0
2016,110505,110551029,08,21,43,43,41,41,41,0
2016,110505,110551029,09,21,44,44,44,44,44,0
2016,110505,110551029,10,21,64,64,64,64,64,0
2016,110505,110551029,11,21,50,50,44,44,44,0
2016,110505,110551029,12,21,41,42,42,42,42,0
2016,120111,120143053,01,21,84,84,84,,,
2016,120111,120143053,02,21,67,67,67,,,
2016,120111,120143053,03,21,103,103,103,,,
2016,120111,120143053,04,21,136,137,137,,,
2016,120111,120143053,05,21,111,111,111,,,
2016,120111,120143053,06,21,89,89,89,,,
2016,120111,120143053,07,21,62,62,62,,,
2016,120111,120143053,09,21,57,57,57,,,
2016,120111,120143053,10,21,58,58,58,58,,
2016,120111,120143053,11,21,60,62,62,62,61,1
2016,120113,120141044,01,21,103,105,95,80,80,
2016,120113,120141044,02,21,119,123,117,97,97,
2016,120113,120141044,03,21,144,147,130,109,101,
2016,120113,120141044,04,21,262,264,98,98,98,
2016,120113,120141044,05,21,193,193,193,,,
2016,120113,120141044,06,21,154,154,154,,,
2016,120113,120141044,07,21,122,122,117,12,12,
2016,120113,120141044,08,21,130,130,126,,,
2016,120113,120141044,09,21,49,49,,,,
2016,120113,120141044,10,21,71,71,71,8,8,
2016,130213,130243024,01,21,135,139,139,,,
2016,130213,130243024,02,21,119,119,119,,,
2016,130213,130243024,04,21,266,266,266,,,
2016,130213,130243024,06,21,253,261,261,,,
2016,130213,130243024,08,21,241,244,244,,,
2016,130213,130243024,10,21,210,210,210,,,
2016,130305,130342008,01,21,350,350,350,280,277,3
2016,130305,130342008,09,21,362,373,362,362,362,
2016,140101,140142019,01,21,1552,1684,,,,
2016,140101,140142019,02,21,1521,1666,,,,
2016,140101,140142019,03,21,1545,1867,,,,
2016,140101,140142019,04,21,1482,1756,,,,
2016,140101,140142019,05,21,1354,1678,,,,
2016,140101,140142019,06,21,1391,1694,,,,
2016,140101,140142019,07,21,1519,1945,,,,
2016,140101,140142019,08,21,1244,1479,,,,
2016,140101,140142019,09,21,1101,1314,,,,
2016,140101,140142019,10,21,1293,1293,,,,
2016,140101,140142019,11,21,1248,1617,,,,
2016,140101,140142019,12,21,1437,1809,,,,
2016,140101,140142028,01,21,38,60,,,,
2016,140101,140142028,02,21,56,70,56,,,
2016,140101,140142028,03,21,56,60,,,,
2016,140101,140142028,04,21,46,60,,,,
2016,140101,140142028,05,21,40,50,,,,
2016,140101,140142028,06,21,19,30,,,,
2016,140101,140142028,07,21,34,40,,,,
2016,140101,140142028,08,21,23,30,,,,
2016,140101,140142028,09,21,28,40,,,,
2016,140101,140142028,10,21,27,27,,,,
2016,140101,140142028,11,21,13,20,,,,
2016,140101,140142028,12,21,27,40,,,,
2016,140101,140143007,01,21,703,703,,,,
2016,140101,140143007,02,21,714,740,,,,
2016,140101,140143007,03,21,647,647,,,,
2016,140101,140143007,04,21,667,667,,,,
2016,140101,140143007,05,21,786,839,,,,
2016,140101,140143007,06,21,817,871,,,,
2016,140101,140143007,07,21,876,902,,,,
2016,140101,140143007,08,21,733,759,,,,
2016,140101,140143010,01,21,35,35,,,,
2016,140101,140143010,02,21,61,61,,,,
2016,140101,140143010,03,21,38,40,,,,
2016,140101,140143010,04,21,51,51,,,,
2016,140101,140143010,05,21,80,80,,,,
2016,140101,140143010,06,21,31,31,,,,
2016,140101,140143010,08,21,10,10,,,,
2016,140101,140143010,09,21,17,17,,,,
2016,140101,140143010,10,21,15,15,,,,
2016,140101,140143010,11,21,23,23,,,,
2016,140101,140143013,01,21,238,258,,,,
2016,140101,140143013,02,21,229,252,,,,
2016,140101,140143013,03,21,282,304,,,,
2016,140101,140143013,04,21,233,244,,,,
2016,140101,140143013,05,21,200,217,,,,
2016,140101,140143013,06,21,220,232,,,,
2016,140101,140143013,08,21,249,264,264,,,
2016,140101,140143013,09,21,259,277,,,,
2016,140101,140143013,10,21,281,295,,,,
2016,140101,140143013,11,21,277,290,,,,
2016,140101,140143013,12,21,254,262,,,,
2016,140101,140143014,01,21,20,20,,,,
2016,140101,140143014,02,21,14,14,,,,
2016,140101,140143014,03,21,5,5,,,,
2016,140101,140143014,04,21,7,7,,,,
2016,140101,140143014,05,21,4,4,,,,
2016,140101,140143014,06,21,10,10,,,,
2016,140101,140143014,07,21,29,29,,,,
2016,140101,140143014,08,21,10,10,,,,
2016,140101,140143014,09,21,6,6,,,,
2016,140101,140143014,10,21,3,3,,,,
2016,140101,140143014,11,21,2,2,,,,
2016,140101,140143029,01,21,575,612,,,,
2016,140101,140143029,02,21,589,700,,,,
2016,140101,140143029,03,21,711,711,,,,
2016,140101,140143029,04,21,808,808,,,,
2016,140101,140143029,05,21,495,625,,,,
2016,140101,140143029,06,21,565,602,,,,
2016,140101,140143029,07,21,570,600,,,,
2016,140101,140143029,08,21,537,620,,,,
2016,140101,140143029,09,21,701,725,,,,
2016,140101,140143029,10,21,512,600,,,,
2016,140101,140143029,11,21,602,630,,,,
2016,140101,140143029,12,21,573,612,,,,
2016,140101,140143034,01,21,161,173,,,,
2016,140101,140143034,02,21,116,125,,,,
2016,140101,140143034,03,21,115,146,,,,
2016,140101,140143034,04,21,213,220,,,,
2016,140101,140143034,05,21,253,280,,,,
2016,140101,140143034,06,21,162,180,,,,
2016,140101,140143034,07,21,114,140,,,,
2016,140101,140143034,08,21,185,230,,,,
2016,140101,140143034,09,21,190,248,,,,
2016,140101,140152026,01,21,240,240,,,,
2016,140101,140152026,02,21,249,250,,,,
2016,140101,140152026,03,21,225,234,,,,
2016,140101,140152026,04,21,256,260,,,,
2016,140101,140152026,05,21,219,235,,,,
2016,140101,140152026,06,21,180,192,,,,
2016,140101,140152026,07,21,240,250,,,,
2016,140101,140152026,08,21,159,163,,,,
2016,140101,140152026,09,21,183,193,,,,
2016,140101,140152026,10,21,198,205,,,,
2016,140101,140152026,11,21,182,189,,,,
2016,140101,140152026,12,21,207,213,,,,
2016,140202,140242040,01,21,88,133,133,133,133,0
2016,140202,140242040,02,21,165,259,259,259,259,0
2016,140202,140242040,03,21,138,228,228,228,228,0
2016,140202,140242040,04,21,168,270,270,270,,
2016,140202,140242040,05,21,173,281,281,281,,
2016,140202,140242040,06,21,144,234,234,234,,
2016,140202,140242040,07,21,207,304,304,304,,
2016,140202,140242040,08,21,166,256,256,256,,
2016,140202,140242040,09,21,161,247,247,247,,
2016,140202,140242040,10,21,117,156,156,156,,
2016,140202,140242040,11,21,156,221,221,221,,
2016,140202,140242040,12,21,207,281,281,281,,
2016,140301,140342003,01,21,108,108,108,108,,
2016,140301,140342003,02,21,96,96,96,96,,
2016,140301,140342003,03,21,131,131,131,131,,
2016,140301,140342003,04,21,117,117,117,117,,
2016,140301,140342003,05,21,,,,,,
2016,140301,140342003,07,21,86,86,86,86,,
2016,140301,140342003,08,21,,,,,,
2016,140301,140342003,09,21,45,45,45,45,,
2016,140301,140342003,10,21,49,49,49,49,,
