cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cIST_CLIDEP_INF15a,cIST_CLIDEP_1524a,cIST_CLIDEP_2549a,cIST_CLIDEP_5099a,cIST_CLIDEP_Total,cIST_CLIDEP_SEX_M,cIST_CLIDEP_SEX_F,cIST_CLIDEP_GAR_TDS,cIST_CLIDEP_GAR_PIST,cIST_CLIDEP_GAR_MSM,cIST_CLIDEP_GAR_TDI,cIST_CLIDEP_GAR_DET,cIST_CLIDEP_GAR_AUT,cIST_CLIDEP_TUB,cIST_CLIDEP_FE,cIST_CLIDEP_AUTRES,cIST_CLIRES_INF15a,cIST_CLIRES_1524a,cIST_CLIRES_2549a,cIST_CLIRES_5099a,cIST_CLIRES_Total,cIST_CLIRES_SEX_M,cIST_CLIRES_SEX_F,cIST_CLIRES_GAR_TDS,cIST_CLIRES_GAR_PIST,cIST_CLIRES_GAR_MSM,cIST_CLIRES_GAR_TDI,cIST_CLIRES_GAR_DET,cIST_CLIRES_GAR_AUT,cIST_CLIRES_TUB,cIST_CLIRES_FE,cIST_CLIRES_AUTRES,cIST_CLIPOS_INF15a,cIST_CLIPOS_1524a,cIST_CLIPOS_2549a,cIST_CLIPOS_5099a,cIST_CLIPOS_Total,cIST_CLIPOS_SEX_M,cIST_CLIPOS_SEX_F,cIST_CLIPOS_GAR_TDS,cIST_CLIPOS_GAR_PIST,cIST_CLIPOS_GAR_MSM,cIST_CLIPOS_GAR_TDI,cIST_CLIPOS_GAR_DET,cIST_CLIPOS_GAR_AUT,cIST_CLIPOS_TUB,cIST_CLIPOS_FE,cIST_CLIPOS_AUTRES,cNC_EG,cDEPSYP_EG,cSYPPOS_EG
2015,510213,510251029,05,21,1,7,7,,15,3,12,,5,,,,,,10,,1,7,7,,15,3,12,,5,,,,,,10,,0,0,0,,0,0,0,,0,,,,,,0,,4,4,3
2015,510213,510251029,06,21,,1,4,,5,1,4,,2,,,,,,3,,,1,4,,5,1,4,,2,,,,,,3,,,0,0,,0,0,0,,0,,,,,,0,,1,1,1
2015,510213,510251029,07,21,,4,1,,5,,5,,,,,,,,5,,,4,1,,5,,5,,,,,,,,5,,,0,0,,0,,0,,,,,,,,0,,2,2,2
2015,510213,510251029,08,21,,8,5,,13,,13,,2,,,,,,11,,,8,5,,13,,13,,2,,,,,,11,,,0,0,,0,,0,,0,,,,,,0,,2,2,2
2015,510213,510251029,09,21,1,7,4,,12,2,10,,4,,,,,,8,,1,7,4,,12,2,10,,4,,,,,,8,,0,0,0,,0,0,0,,0,,,,,,0,,4,4,4
2015,510213,510251029,10,21,,9,3,,12,2,10,,2,,,,,,10,,,9,3,,12,2,10,,2,,,,,,10,,,0,0,,0,0,0,,0,,,,,,0,,1,1,1
2015,510213,510251029,11,21,,,1,,1,,1,,,,,,,,1,,,,1,,1,,1,,,,,,,,1,,,,0,,0,,0,,,,,,,,0,,1,1,1
2015,510213,510251029,12,21,,2,6,1,9,2,7,,3,,,,,,6,,,2,6,1,9,2,7,,3,,,,,,6,,,0,0,0,0,0,0,,0,,,,,,0,,3,3,3
2015,510618,510641022,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0
2015,510618,510641022,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0
2015,510618,510641022,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,5
2015,510618,510641022,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0
2015,510618,510641022,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2
2015,510618,510641022,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,3
2015,510618,510641022,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0
2015,510618,510641022,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0
2015,510618,510641022,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1
2015,510716,510741031,04,21,,9,28,,37,,37,,,,,,,,37,,,9,28,,37,,37,,,,,,,,37,,,,,,,,,,,,,,,,,,13,,
2015,510716,510741031,05,21,,11,16,,27,,27,,,,,,,,27,,,11,16,,27,,27,,,,,,,,27,,,,,,,,,,,,,,,,,,3,3,3
2015,510716,510741031,06,21,,9,11,,20,,20,,,,,,,,20,,,9,11,,20,,20,,,,,,,,20,,,,,,,,,,,,,,,,,,6,0,0
2015,510716,510741031,08,21,,16,10,,26,,26,,,,,,,,26,,,16,10,,26,,26,,,,,,,,26,,,,,,,,,,,,,,,,,,7,7,5
2015,510716,510741031,09,21,,4,3,,7,,7,,,,,,,,7,,,4,3,,7,,7,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
2015,510716,510741031,10,21,,19,17,,36,,36,,,,,,,,36,,,19,17,,36,,36,,,,,,,,36,,,,,,,,,,,,,,,,,,,,
2015,510716,510741031,12,21,,20,13,,33,,33,,,,,,,,33,,,20,13,,33,,33,,,,,,,,33,,,,,,,,,,,,,,,,,,5,5,2
2015,510717,510741022,04,21,,4,6,,10,,10,,,,,,,,10,,,4,6,,10,,10,,,,,,,,10,,,,,,,,,,,,,,,,,,3,2,
2015,510717,510741022,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,
2015,510717,510741022,06,21,,5,6,,11,,11,,,,,,,,11,,,5,6,,11,,11,,,,,,,,11,,,,,,,,,,,,,,,,,,5,,
2015,510717,510741022,07,21,,9,6,,15,,15,,,,,,,,15,,,9,6,,15,,15,,,,,,,,15,,,,,,,,,,,,,,,,,,6,,
2015,510717,510741022,08,21,,7,8,,15,,15,,,,,,,,15,,,7,8,,15,,15,,,,,,,,15,,,,,,,,,,,,,,,,,,5,5,
2015,510717,510741022,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,
2015,510717,510741022,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,
2015,510717,510741022,11,21,,8,4,,12,,12,,,,,,,,12,,,8,4,,12,,12,,,,,,,,12,,,,,,,,,,,,,,,,,,,,
2015,510717,510741022,12,21,,6,5,,11,,11,,,,,,,,11,,,6,5,,11,,11,,,,,,,,11,,,,,,,,,,,,,,,,,,6,6,
2015,520102,520142005,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520142005,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520142005,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520142005,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520142005,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520142005,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520142005,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520142005,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520153007,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520153007,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520153007,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520153007,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520153007,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520153007,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520153007,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520104,520151011,05,21,,19,14,,33,,33,,,,,,,,33,,,19,14,,33,,33,,,,,,,,33,,,,,,,,,,,,,,,,,,,,
2015,520104,520151011,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520104,520151011,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520104,520151011,08,21,,22,36,,58,,58,,,,,,,,58,,,22,36,,58,,58,,,,,,,,58,,,,,,,,,,,,,,,,,,2,,
2015,520104,520151011,09,21,,8,9,,17,3,14,,,,,,,,14,3,,8,9,,17,3,14,,,,,,,,14,3,,,,,,,,,,,,,,,,,,,
2015,520104,520151011,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520104,520151011,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520104,520151011,12,21,,15,7,4,26,4,22,,,,,,,,22,4,,15,7,4,26,4,22,,,,,,,,22,4,,,,,,,,,,,,,,,,,,,
2015,520502,520541003,06,21,,12,17,,29,,29,,,,,,,,29,,,12,17,,29,,29,,,,,,,,29,,,,,,,,0,,,,,,,,,,10,,
2015,520502,520541003,07,21,1,27,24,,52,,52,,,,,,,,52,,1,27,24,,52,,52,,,,,,,,52,,,,,,0,,0,,,,,,,,,,6,0,
2015,520502,520541003,08,21,,8,8,,16,,16,,,,,,,,16,,,8,8,,16,,16,,,,,,,,16,,,,,,0,,,,,,,,,,,,,,
2015,520502,520541003,09,21,,19,20,,39,1,38,,2,,,,,,37,1,,19,20,,39,1,38,,2,,,,,,37,1,,,,,0,,,,,,,,,,,,2,2,0
2015,520502,520541003,10,21,,22,17,,39,,39,,,,,,,,39,,,22,17,,39,,39,,,,,,,,39,,,,,,0,,,,,,,,,,,,7,5,0
2015,520502,520541003,11,21,,17,9,,26,,26,,,,,,,,26,,,17,9,,26,,26,,,,,,,,26,,,,,,0,,,,,,,,,,,,2,2,
2015,520502,520541003,12,21,,26,18,,44,,44,,,,,,,,44,,,26,18,,44,,44,,,,,,,,44,,,,,,0,,,,,,,,,,,,2,0,
2015,520502,520551005,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520502,520551005,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520502,520551005,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520502,520551005,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520502,520551005,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520503,520551014,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2015,520503,520551014,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,
2015,520505,520541017,06,21,,6,15,1,22,,22,,,,,,,,22,,,6,15,1,22,,22,,,,,,,,22,,,,,,0,,,,,,,,,,,,1,,
2015,520505,520541017,07,21,,9,12,,21,,21,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520505,520541017,08,21,,5,3,,8,,8,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520505,520541017,09,21,,8,,,8,,8,,,,,,,,8,,,8,,,8,,8,,,,,,,,8,,,,,,0,,,,,,,,,,,,,,
2015,520505,520541017,10,21,,11,10,,21,,21,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,
2015,520505,520541017,11,21,,10,14,,24,,24,,,,,,,,24,,,10,14,,24,,24,,,,,,,,24,,,,,,0,,,,,,,,,,,,,,
2015,520505,520541017,12,21,,8,2,,10,,10,,,,,,,,10,,,8,2,,10,,10,,,,,,,,10,,,,,,0,,,,,,,,,,,,,,
2015,520507,520551023,06,21,,1,3,,4,,4,,,,,,,,4,,,1,3,,4,,4,,,,,,,,4,,,,,,0,,,,,,,,,,,,,,
2015,520507,520551023,07,21,,5,11,1,17,,17,1,,,,,,,16,,,5,11,1,17,,17,1,,,,,,,16,,,,,,0,,,,,,,,,,,,,,
2015,520507,520551023,08,21,,7,10,,17,,17,,,,,,,,17,,,7,10,,17,,17,,,,,,,,17,,,,,,0,,,,,,,,,,,,,,
2015,520507,520551023,09,21,3,11,,,14,,14,,,,,,,,14,,3,11,,,14,,14,,,,,,,,14,,,,,,0,,,,,,,,,,,,1,,
2015,520507,520551023,10,21,12,6,,,18,,18,,,,,,,,18,,12,6,,,18,,18,,,,,,,,18,,,,,,0,,,,,,,,,,,,,,
2015,520507,520551023,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
2015,520507,520551023,12,21,,2,5,,7,,7,,,,,,,,7,,,2,5,,7,,7,,,,,,,,7,,,,,,0,,,,,,,,,,,,3,3,1
2015,520518,520541045,06,21,,40,27,,67,,67,,,,,,,,67,,,40,27,,67,,67,,,,,,,,67,,,,,,0,,,,,,,,,,,,23,,
2015,520518,520541045,07,21,1,48,44,,93,,93,,,,,,,,93,,1,48,44,,93,,93,,,,,,,,93,,,,,,,,,,,,,,,,,,6,,
2015,520518,520541045,08,21,,39,28,,67,,67,,,,,,,,67,,,39,28,,67,,67,,,,,,,,67,,,,,,0,,0,,,,,,,,,,21,,
2015,520518,520541045,09,21,,48,32,,80,,80,,,,,,,,80,,,48,32,,80,,80,,,,,,,,80,,,,,,0,,,,,,,,,,,,13,,
2015,520518,520541045,10,21,,65,41,,106,,106,,1,,,,,,105,,,65,41,,106,,106,,1,,,,,,105,,,,,,0,,,,,,,,,,,,22,,
2015,520518,520541045,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
2015,520518,520541045,12,21,1,34,35,,70,,70,,,,,,,,70,,1,34,35,,70,,70,,,,,,,,70,,,,,,0,,,,,,,,,,,,13,0,0
2015,520518,520543051,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520518,520543051,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520518,520543051,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520520,520552059,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520521,520541061,06,21,,6,10,,16,,16,,,,,,,,16,,,6,10,,16,,16,,,,,,,,16,,,,,,0,,,,,,,,,,,,2,,
2015,520521,520541061,07,21,,23,8,,31,,31,,,,,,,,31,,,23,8,,31,,31,,,,,,,,31,,,,,,0,,,,,,,,,,,,3,,
2015,520521,520541061,08,21,,16,13,,29,,29,,,,,,,,29,,,16,13,,29,,29,,,,,,,,29,,,,,,0,,0,,,,,,,,,,3,3,
2015,520521,520541061,09,21,,20,4,,24,,24,,,,,,,,24,,,20,4,,24,,24,,,,,,,,24,,,,,,0,,,,,,,,,,,,3,,
2015,520521,520541061,10,21,,4,3,,7,,7,,,,,,,,7,,,4,3,,7,,7,,,,,,,,7,,,,,,0,,,,,,,,,,,,4,,
2015,520521,520541061,11,21,,11,9,,20,,20,,,,,,,,20,,,11,9,,20,,20,,,,,,,,20,,,,,,0,,,,,,,,,,,,3,,
2015,520521,520541061,12,21,1,26,10,,37,,37,,1,,,,,,36,1,1,26,10,,37,,37,,1,,,,,,36,1,,,,,0,,,,,,,,,,,,1,1,
2015,610408,610441008,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,610408,610441008,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,610408,610441008,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,610408,610441008,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,610408,610441008,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,610408,610441008,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
2015,610709,610751026,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,610709,610751026,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620119,620141025,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
2015,620119,620141025,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1
2015,620119,620141025,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620119,620141025,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2
2015,620209,620251012,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,03,21,,8,36,34,78,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,3
2015,620212,620241016,04,21,,20,26,,46,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,4
2015,620212,620241016,05,21,,2,44,,46,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,3
2015,620212,620241016,06,21,,25,26,,51,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,4
2015,620212,620241016,07,21,,20,13,,33,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,5
2015,620302,620352002,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620302,620352002,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620302,620352002,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620302,620352002,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630108,630152010,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630108,630152010,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630108,630152010,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630108,630152010,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630108,630152010,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630108,630152010,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630127,630142022,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630127,630142022,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630127,630142022,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630127,630142022,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630127,630142022,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630127,630142022,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630127,630143043,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,1
2015,630127,630143043,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,
2015,630127,630143043,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,13,3
2015,630127,630143043,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1
2015,630127,630143043,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1
2015,630127,630143045,08,21,1,88,49,,138,109,29,,,,,,3,,,135,1,87,49,,137,108,29,,,,,,3,,,134,,,,,,,,,,,,,,,,,,,
2015,630127,630143045,09,21,,402,65,,467,248,219,5,,2,,,2,,,458,,402,65,,467,248,219,5,,2,,,2,,,458,,1,,,1,,1,,,,,,,,,1,,,
2015,630129,630151027,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630129,630151027,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630129,630151027,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630129,630151027,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630129,630151027,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630129,630151027,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630308,630352015,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630308,630352015,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630308,630352015,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,640105,640143022,04,21,0,3,14,0,17,6,11,,9,,,,8,,,,0,3,14,0,17,6,11,,9,,,,8,,,,0,0,0,0,0,0,0,,0,,,,0,,,,4,4,0
2015,640105,640143022,05,21,,5,4,,9,6,3,,9,,,,,,,,,5,4,,9,6,3,,9,,,,,,,,,0,0,,0,0,0,,0,,,,,,,,10,9,0
2015,640105,640143022,06,21,,9,13,,22,7,15,,16,,,,,,6,,,9,13,,22,7,15,,16,,,,,,6,,,0,0,,0,0,0,,0,,,,,,0,,14,14,0
2015,640105,640143022,07,21,,5,6,,11,1,10,,8,,,,,,3,,,5,6,,11,1,10,,8,,,,,,3,,,0,0,,0,0,0,,0,,,,0,,0,,13,8,0
2015,640105,640143022,08,21,,8,4,,12,6,6,,10,,,,,,2,,,8,4,,12,6,6,,10,,,,,,2,,,0,0,,0,0,0,,0,,,,,,0,,8,8,0
2015,640105,640143022,09,21,0,11,8,0,19,6,13,0,18,0,0,0,0,0,1,0,0,11,8,0,19,6,13,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0
2015,640105,640143022,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,640105,640143022,11,21,0,14,9,,23,15,8,,22,,,,,,1,,0,14,9,,23,15,8,,22,,,,,,1,,0,0,0,,0,0,0,,0,,,,,,0,,16,16,0
2015,640105,640143022,12,21,0,16,6,,22,10,12,,21,,,,,,1,,0,16,6,,22,10,12,,21,,,,,,1,,0,0,0,,0,0,0,,0,,,,,,0,,19,19,0
2016,110101,110141002,01,21,,40,33,,73,4,69,2,14,,,,,,56,1,,40,33,,73,4,69,2,14,,,,,,56,1,,,,,,,,,,,,,,,,,44,,
2016,110101,110141002,02,21,,27,27,,54,5,49,,9,,,,,,40,5,,27,27,,54,5,49,,9,,,,,,40,5,,,,,,,,,,,,,,,,,30,,
2016,110101,110141002,03,21,,327,107,10,444,163,281,80,48,29,,,30,,72,185,,327,107,10,444,163,281,80,48,29,,,30,,72,185,,,1,,1,,1,1,,,,,,,,,45,,
2016,110101,110141002,04,21,,25,27,,52,4,48,3,10,,,,1,,28,10,,25,27,,52,4,48,3,10,,,,1,,28,10,,,,,,,,,,,,,,,,,43,,
2016,110101,110141002,05,21,,30,25,,55,6,49,,9,,,,,,36,10,,30,25,,55,6,49,,9,,,,,,36,10,,,,,,,,,,,,,,,,,45,,
2016,110101,110141002,06,21,,20,34,,54,8,46,2,12,,,,,,39,1,,20,34,,54,8,46,2,12,,,,,,39,1,,,,,,,,,,,,,,,,,61,,
2016,110101,110141002,07,21,1,54,49,4,108,22,86,7,22,,,,,,45,34,1,54,49,4,108,22,86,7,22,,,,,,45,34,,1,,,1,1,,,,,,,,,,1,52,,
2016,110101,110141002,08,21,,46,43,3,92,16,76,4,22,,,,,50,16,,,46,43,3,92,16,76,4,22,,,,,50,16,,,,,,,,,,,,,,,,,,36,,
2016,110101,110141002,09,21,,75,90,10,175,62,113,3,6,,,,,,62,74,,75,90,10,175,62,113,3,36,,,,,,62,74,,,,,,,,,,,,,,,,,41,,
