cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cPRESM_SDM,cPRESM_QRDM,cPRESM_QU,cPRESM_QP,cPRESM_QRFM,cPRESM_NJRS,cPRESF_SDM,cPRESF_QRDM,cPRESF_QU,cPRESF_QP,cPRESF_QRFM,cPRESF_NJRS,cBP_SDM,cBP_QRDM,cBP_QU,cBP_QP,cBP_QRFM,cBP_NJRS,cEPPI10ml_SDM,cEPPI10ml_QRDM,cEPPI10ml_QU,cEPPI10ml_QP,cEPPI10ml_QRFM,cEPPI10ml_NJRS,cSER10ml_SDM,cSER10ml_QRDM,cSER10ml_QU,cSER10ml_QP,cSER10ml_QRFM,cSER10ml_NJRS,cKITEG_SDM,cKITEG_QRDM,cKITEG_QU,cKITEG_QP,cKITEG_QRFM,cKITEG_NJRS,cKITUG_SDM,cKITUG_QRDM,cKITUG_QU,cKITUG_QP,cKITUG_QRFM,cKITUG_NJRS,cBIOL_SDM,cBIOL_QRDM,cBIOL_QU,cBIOL_QP,cBIOL_QRFM,cBIOL_NJRS,cRPR_CONS_SDM,cRPR_CONS_QRDM,cRPR_CONS_QU,cRPR_CONS_QP,cRPR_CONS_QRFM,cRPR_CONS_NJRS,cTEST1_VIH_SDM,cTEST1_VIH_QRDM,cTEST1_VIH_QU,cTEST1_VIH_QP,cTEST1_VIH_QRFM,cTEST1_VIH_NJRS,cTEST2_VIH_SDM,cTEST2_VIH_QRDM,cTEST2_VIH_QU,cTEST2_VIH_QP,cTEST2_VIH_QRFM,cTEST2_VIH_NJRS,cPLUM_NUT_SDM,cPLUM_NUT_QRDM,cPLUM_NUT_QU,cPLUM_NUT_QP,cPLUM_NUT_QRFM,cPLUM_NUT_NJRS,cAMOX_SDM,cAMOX_QRDM,cAMOX_QU,cAMOX_QP,cAMOX_QRFM,cAMOX_NJRS,cVITA_SDM,cVITA_QRDM,cVITA_QU,cVITA_QP,cVITA_QRFM,cVITA_NJRS,cALB_SDM,cALB_QRDM,cALB_QU,cALB_QP,cALB_QRFM,cALB_NJRS,cLOF_MI_SDM,cLOF_MI_QRDM,cLOF_MI_QU,cLOF_MI_QP,cLOF_MI_QRFM,cLOF_MI_NJRS,cOV_MIC_SDM,cOV_MIC_QRDM,cOV_MIC_QU,cOV_MIC_QP,cOV_MIC_QRFM,cOV_MIC_NJRS,cDEPO_SDM,cDEPO_QRDM,cDEPO_QU,cDEPO_QP,cDEPO_QRFM,cDEPO_NJRS,cMEG_SDM,cMEG_QRDM,cMEG_QU,cMEG_QP,cMEG_QRFM,cMEG_NJRS,cCONC_SDM,cCONC_QRDM,cCONC_QU,cCONC_QP,cCONC_QRFM,cCONC_NJRS,cDIU_SDM,cDIU_QRDM,cDIU_QU,cDIU_QP,cDIU_QRFM,cDIU_NJRS,cIPLN_SDM,cIPLN_QRDM,cIPLN_QU,cIPLN_QP,cIPLN_QRFM,cIPLN_NJRS,cCOXY_SDM,cCOXY_QRDM,cCOXY_QU,cCOXY_QP,cCOXY_QRFM,cCOXY_NJRS
2015,340108,340141014,08,21,29,,21,,8,,32,,,,32,,,,,,0,30,,,,,0,30,,,,,0,30,5,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,11,,98,,41,,,,41,,209,,43,,166,,,,,,,,,,,,,,,,,,,,20,,1,,19,,23,,,,23,
2015,340108,340141014,09,21,8,,8,,0,,32,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,16,,82,,41,,,,41,,166,,46,,120,,,,,,,,,,,,,,,,,,,,19,,1,,18,,23,,,,23,
2015,340108,340141014,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,2800,2696,,711,,2052,2500,2249,,2303,,82,,12,,70,,41,,4,,37,,120,,46,,74,,,,,,,,,,,,,,,,,,,,18,,18,,0,,23,,,,23,
2015,340108,340141014,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,,,,411,,1903,,,,1903,,70,60,20,0,110,,37,,2,,35,,74,200,35,,239,,,,,,,,,,,,,,,,,,,,16,,5,,11,,23,,,,23,
2015,340108,340141014,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,,,,411,,1903,,,,1903,,110,,10,,100,,35,,3,,32,,239,,27,,212,,,,,,,,,,,,,,,,,,,,11,,1,,10,,23,,,,23,
2015,340111,340143018,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340111,340143018,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340111,340143018,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340111,340143018,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340111,340143018,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340111,340143018,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340112,340141020,07,21,,50,30,,20,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,,,,,,,,,,60,,45,,15,,,,,,,,200,,57,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,50,,3,,54,,15,,39,,545,,65,,480,,,,,,,,,,,,,,,,,,,,6,,2,,4,,12,,,,12,
2015,340112,340141020,08,21,20,,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,30,45,,0,,,,,,,,143,,75,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,39,,39,,0,,480,,89,,391,,,,,,,,,,,,,,,,,,,,4,,2,,2,,,,,,,
2015,340112,340141020,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,67,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,,98,,293,,,,,,,,,,,,,,,,,,,,2,,2,,0,,,,,,,
2015,340112,340141020,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100,71,,30,,,,,,,,,,,,,,,,,,,,0,5142,5142,,,,,5000,4092,,908,,0,210,60,,150,,,180,58,,122,,293,600,193,,700,,,,,,,,,,,,,,,,,,,,2,40,2,,40,,18,,,,18,
2015,340112,340141020,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,100,54,,76,,,,,,,,,,,,,,,,,,,,,,,,,30,80,,10,,70,,120,0,35,0,85,,122,,51,,71,,100,,100,,0,7,,,,,,,,,,,,,,0,0,,,,20,,,,20,,18,,,,18,
2015,340112,340141020,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,60,,16,,,,,,,,,,,,,,,,,,,,,,,,,,70,,32,,38,,85,,24,,61,,71,,18,,53,,0,600,85,,515,,,,,,,,,,,,,,,,,,,,0,20,6,,14,,,,,,,
2015,340113,340141023,07,21,12,,,,12,,36,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,7,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,60,,43,,22,,3,,19,,198,,60,,138,,,,,,,,,,,,,,,,,,,,41,,2,,39,,18,,,,18,
2015,340113,340141023,08,21,12,,10,,2,,36,,,,36,,,,,,,,,,,,,,,,,,,,,8,,,8,,,,,,,,24,,5,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,120,10,,153,,19,,2,,17,,138,200,31,,307,,,,,,,,,,,,,,9,,,,9,,39,,3,,36,,18,,,,18,
2015,340113,340141023,09,21,2,,2,,0,,36,,,,36,,,,,,,,,,,,,,,,,,,,8,,8,,0,,,,,,,,19,,2,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,40,,113,,17,,3,,14,,307,,49,,258,,,,,,,,,,,,,,9,,,,9,,36,20,11,,45,,18,,,,18,
2015,340113,340141023,10,21,,,,,,,36,,10,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,1,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,57,,56,,14,,1,,13,,258,,63,,195,,,,,,,,,,,,,,9,,,,9,,45,,12,,33,,18,,,,18,
2015,340113,340141023,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,60,8,,108,,13,,,,13,,195,,51,,144,,,,,,,,,,,,,,,,,,,,33,,7,,26,,18,,,,18,
2015,340113,340141023,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,24,,84,,13,,1,,12,,144,,50,,94,,,,,,,,,,,,,,9,,,,9,,26,,3,,23,,18,,,,18,
2015,340115,340143026,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,11,,36,,160,,12,,148,,125,,79,,46,,,,,,,,,,,,,,,,,,,,33,,17,,16,,,,,,,
2015,340115,340143026,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,18,,18,,148,,4,,144,,46,200,68,,178,,,,,,,,,,,,,,,,,,,,16,20,11,,25,,,,,,,
2015,340115,340143026,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,13,,5,,,,,,,,178,,71,,107,,,,,,,,,,,,,,,,,,,,25,,10,,15,,,,,,,
2015,340115,340143026,10,21,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,5,120,27,,98,,144,,3,,141,,107,,69,,38,,,,,,0,,,,,,0,,,,,,0,,15,40,9,,46,,,,,,0,
2015,340115,340143026,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,3,,90,,141,,2,,139,,38,200,60,,178,,,,,,,,,,,,,,,,,,,,46,,10,,36,,,,,,,
2015,340115,340143026,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,3,,87,,139,,,,139,,178,,53,,125,,,,,,,,,,,,,,,,,,,,36,,11,,25,,18,,,,18,
2015,340116,340141027,07,21,0,53,,,53,,50,,,,50,,20,,1,,19,,20,,1,,19,,20,,1,,19,,,,,,,,,,,,,,29,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,1,,26,,30,,1,,29,,0,200,0,,200,,,,,,,,,,,,,,,,,,,,25,,,,25,,12,,,,12,
2015,340116,340141027,08,21,53,,,,53,,50,,,,50,,19,,,,19,,19,,,,19,,19,,,,19,,8,,1,,7,,,,,,,,29,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,24,,29,,,,29,,200,,3,,197,,,,,,,,,,,,,,,,,,,,25,,,,25,,12,,,,12,
2015,340116,340141027,09,21,53,,,,53,,50,,,,50,,19,,,,19,,19,,,,19,,19,,,,19,,7,,3,,4,,,,,,,,29,,17,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,21,,29,,,,29,,197,,7,,190,,,,,,,,,,,,,,,,,,,,25,,,,25,,12,,,,12,
2015,340116,340141027,10,21,53,,,,53,,50,,,,50,,19,,,,19,,19,,,,19,,19,,,,19,,12,,12,,0,0,,,,,0,30,12,,,,12,,,,,,0,30,,,,,0,30,,,,,0,30,,,,,,,,,,,,,,,,,,,,,,,,,21,,6,,15,,29,,,,29,,190,,16,,174,,,,,,,,,,,,,,,,,,,,25,,,,25,,12,,,,12,
2015,340116,340141027,11,21,53,,,,53,,50,,,,50,,19,,,,19,,19,,,,19,,19,,,,19,,4,,,,4,,,,,,,,12,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,1,,14,,29,,,,29,,174,,20,,154,,,,,,,,,,,,,,,,,,,,25,,,,25,,12,,,,12,
2015,340116,340141027,12,21,53,,,,53,,50,,,,50,,19,,,,19,,19,,,,19,,19,,,,19,,4,,,,4,,,,,,,,12,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,14,,29,,,,29,,154,,,,154,,,,,,,,,,,,,,,,,,,,25,,,,25,,12,,,,12,
2015,340116,340151028,07,21,144,,,,144,,50,,,,50,,8,,8,,0,,8,,8,,0,,8,,8,,0,,0,50,28,,22,,,,,,,,11,,6,,5,,,,,,,,70,,9,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,1,,40,,60,,,,60,,146,,6,,140,,,,,,,,,,,,,,,,,,,,3,,2,,1,,8,,,,8,
2015,340116,340151028,08,21,144,,,,144,,50,,,,50,,,,,,0,30,,,,,0,30,,,,,0,30,22,,22,,0,,,,,,0,30,5,60,16,0,49,,,,,,0,30,61,,22,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,10,,30,,60,,,,60,,140,,13,,127,,,,,,0,30,,,,,0,30,,,,,0,30,1,20,2,,19,,0,,,,0,
2015,340116,340151028,09,21,144,,,,144,,60,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,12,,37,,,,,,,,39,,16,,23,,,,,,0,30,3,,,,,,,,,,,,,,,,,,,,,,,,30,,2,,28,,60,,0,,60,,127,,11,,116,,,,,,,,,,,,,,,,,,,,19,,1,,18,,8,,,,8,
2015,340116,340151028,10,21,144,,,,144,,60,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,12,,25,,,,,,,,23,,18,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,3,,25,,60,,,,60,,116,,9,,107,,,,,,0,30,,,,,0,30,,,,,0,30,18,,,,18,0,8,,,,8,0
2015,340116,340151028,11,21,144,,,,144,,60,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,8,,17,,,,,,,,5,100,11,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,4,,21,,60,,,,60,,107,,7,,100,,,,,,,,,,,,,,,,,,,,18,,1,,17,,8,,,,8,
2015,340116,340151028,12,21,144,,,,144,,60,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,2,,15,,,,,,,,94,,4,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,21,,30,,,,30,,100,,10,,90,,,,,,,,,,,,,,,,,,,,17,,1,,16,,12,,,,12,
2015,340118,340141030,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,43,,103,,29,,23,,6,,216,,41,,175,,,,,,,,,,,,,,,,,,,,104,,14,,90,,5,,,,5,
2015,340118,340141030,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,14,,89,,23,,17,,6,,175,,30,,145,,,,,,,,,,,,,,24,,3,,21,,92,,7,,85,,5,,,,5,
2015,340118,340141030,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,30,32,,87,,6,30,,,36,,145,200,37,,308,,,,,,,,,,,,,,21,,7,,14,,85,,7,,78,,5,,,,5,
2015,340118,340141030,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,1,,,,,,,,,,60,12,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,17,,70,,36,,19,,17,,308,,37,,271,,,,,,,,,,,,,,14,,4,,10,,78,,8,,70,,4,,,,4,
2015,340118,340141030,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,17,,,,,,,48,,7,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,28,,42,,17,,15,,2,,271,,26,,245,,,,,,,,,,,,,,,,,,,,70,,2,,68,,5,,,,5,
2015,340118,340141030,12,21,41,,13,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,26,,16,,2,,2,,0,,245,,23,,222,,,,,,,,,,,,,,,,,,,,4,,4,,0,,67,,1,,66,
2015,340118,340142031,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340118,340142031,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340118,340142031,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340118,340142031,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340118,340142031,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340302,340351005,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340302,340351005,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340302,340351005,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340302,340351005,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340302,340351006,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340302,340351006,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,,10,,1000,,3006,,6,,3000,,,,,,,,,,,,,,62,,18,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340302,340351006,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,1000,,3000,,,,3000,,120,,60,,60,,,,,,,,44,,23,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,340302,340351006,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,14,,986,,3000,,12,,2988,,60,60,60,,60,,,,,,,,21,50,21,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,350126,350153055,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,350126,350153055,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,350126,350153055,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,350126,350153055,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,350128,350153032,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,350128,350153032,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,350128,350153032,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,350128,350153032,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,350128,350153032,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,350128,350153032,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,350128,350153032,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,350128,350153032,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,350311,350341018,04,21,,,,,,,100,,,,100,,2,,,,2,,2,,,,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,116,300,25,,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,300,,100,,,,,,,,200,,125,,75,,,,,,,,,,,,,,,,,,,,27,,1,,26,,,,,,,
2015,350311,350341018,05,21,100,,,,100,,2,40,,,42,,2,40,,,42,,2,40,,,42,,,,,,,,,,,,,,,,,,,,,210,28,,182,,,,,,,,391,,27,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,300,400,,0,,75,200,150,,125,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,26,,,,,,,
2015,350311,350341018,06,21,,,,,,,100,,,,100,,42,,,,42,,42,,,,42,,42,,,,42,,,,,,,,,,,,,,182,,22,,160,,,,,,,,364,,22,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,200,,200,,,,,,,,125,,125,,0,,,,,,,,,,,,,,,,,,,,25,,,,25,,,,,,,
