cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cBCG_SDM,cBCG_QRDM,cBCG_QU,cBCG_QP,cBCG_QRFM,cBCG_NJRS,cVPO_SDM,cVPO_QRDM,cVPO_QU,cVPO_QP,cVPO_QRFM,cVPO_NJRS,cVPI_SDM,cVPI_QRDM,cVPI_QU,cVPI_QP,cVPI_QRFM,cVPI_NJRS,cDTCHBH_SDM,cDTCHBH_QRDM,cDTCHBH_QU,cDTCHBH_QP,cDTCHBH_QRFM,cDTCHBH_NJRS,cPCV10_SDM,cPCV10_QRDM,cPCV10_QU,cPCV10_QP,cPCV10_QRFM,cPCV10_NJRS,cROTA_SDM,cROTA_QRDM,cROTA_QU,cROTA_QP,cROTA_QRFM,cROTA_NJRS,cVAR_SDM,cVAR_QRDM,cVAR_QU,cVAR_QP,cVAR_QRFM,cVAR_NJRS,cVAT_SDM,cVAT_QRDM,cVAT_QU,cVAT_QP,cVAT_QRFM,cVAT_NJRS,cHPV_SDM,cHPV_QRDM,cHPV_QU,cHPV_QP,cHPV_QRFM,cHPV_NJRS,cSAB05ml_SDM,cSAB05ml_QRDM,cSAB05ml_QU,cSAB05ml_QP,cSAB05ml_QRFM,cSAB05ml_NJRS,cSAB005ml_SDM,cSAB005ml_QRDM,cSAB005ml_QU,cSAB005ml_QP,cSAB005ml_QRFM,cSAB005ml_NJRS,cSER2ml_SDM,cSER2ml_QRDM,cSER2ml_QU,cSER2ml_QP,cSER2ml_QRFM,cSER2ml_NJRS,cSER5ml_SDM,cSER5ml_QRDM,cSER5ml_QU,cSER5ml_QP,cSER5ml_QRFM,cSER5ml_NJRS,cBSECU_SDM,cBSECU_QRDM,cBSECU_QU,cBSECU_QP,cBSECU_QRFM,cBSECU_NJRS,cSOLVBCG_SDM,cSOLVBCG_QRDM,cSOLVBCG_QU,cSOLVBCG_QP,cSOLVBCG_QRFM,cSOLVBCG_NJRS,cSOLVAR_SDM,cSOLVAR_QRDM,cSOLVAR_QU,cSOLVAR_QP,cSOLVAR_QRFM,cSOLVAR_NJRS,cPETRO_SDM,cPETRO_QRDM,cPETRO_QU,cPETRO_QP,cPETRO_QRFM,cPETRO_NJRS,cSPFE_SDM,cSPFE_QRDM,cSPFE_QU,cSPFE_QP,cSPFE_QRFM,cSPFE_NJRS,cRDT_SDM,cRDT_QRDM,cRDT_QU,cRDT_QP,cRDT_QRFM,cRDT_NJRS,cACT021m_SDM,cACT021m_QRDM,cACT021m_QU,cACT021m_QP,cACT021m_QRFM,cACT021m_NJRS,cACT0105a_SDM,cACT0105a_QRDM,cACT0105a_QU,cACT0105a_QP,cACT0105a_QRFM,cACT0105a_NJRS,cACT0613a_SDM,cACT0613a_QRDM,cACT0613a_QU,cACT0613a_QP,cACT0613a_QRFM,cACT0613a_NJRS,cACT1499a_SDM,cACT1499a_QRDM,cACT1499a_QU,cACT1499a_QP,cACT1499a_QRFM,cACT1499a_NJRS,cMID_SDM,cMID_QRDM,cMID_QU,cMID_QP,cMID_QRFM,cMID_NJRS,cAUTPROPALU_SDM,cAUTPROPALU_QRDM,cAUTPROPALU_QU,cAUTPROPALU_QP,cAUTPROPALU_QRFM,cAUTPROPALU_NJRS
2016,110101,110141002,11,21,140,160,80,,220,,300,540,380,,460,,75,120,115,,80,,270,360,340,,290,,278,340,344,,274,,125,230,215,,140,,140,310,190,,260,,100,100,60,,140,,,,,,,,553,1418,1023,,948,,243,,55,,188,,7,8,4,,11,,14,31,19,,26,,20,21,4,,37,,7,8,4,,11,,14,31,19,,26,,,,,,,,,,,,,,61,50,54,2,55,,,,,,,30,2,,,,2,,7,,,,7,,2,,,,2,,,,,,,,99,,,,99,
2016,110101,110141002,12,21,220,100,120,,200,,460,340,420,,380,,80,150,125,,105,,290,360,420,,230,,274,378,404,,248,,140,257,268,,129,,260,140,160,,240,,140,100,80,,160,,,,,,,,948,1000,1139,,809,,188,60,82,,166,,11,5,6,,10,,26,14,16,,24,,37,,6,,31,,11,5,6,,10,,26,14,16,,24,,,,,,,,,,,,,,55,125,116,3,61,,,,,,,30,2,,,,2,,7,,,,7,,2,,,,2,,,,,,,,99,,,,99,
2016,110103,110142066,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110103,110142066,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,2,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110103,110142066,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,2,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110103,110142066,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110103,110142066,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110103,110142066,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110103,110142066,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110103,110142066,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110103,110142066,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110103,110142066,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110103,110142066,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110105,110142111,01,21,,40,20,,20,,20,120,100,,40,,,35,30,,5,,,90,80,,10,,,84,82,,2,,3,48,51,,0,,,30,20,,10,,20,20,40,,0,,,,,,,,18,230,224,,24,,30,10,10,,30,,,2,1,,1,,,3,2,,1,,,2,2,,0,,,2,1,,1,,,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110105,110142111,02,21,20,20,20,,20,,40,80,80,,40,,5,25,25,,5,,10,60,70,,0,,2,72,70,,4,,,51,48,,3,,10,30,40,,0,,,40,20,,20,,,,,,,,24,200,214,,10,,30,10,11,,29,,1,1,1,,1,,1,3,4,,0,,,2,2,,0,,1,1,1,,1,,1,3,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110105,110142111,03,21,20,20,40,,0,,40,200,200,,40,,5,20,20,,5,,,70,70,,0,,4,66,66,,4,,3,44,45,,2,,,40,20,,20,,20,20,40,,0,,,,,,,,10,216,195,,31,,29,20,25,,24,,1,1,2,,0,,,2,2,,0,,,2,2,,0,,1,1,2,,0,,,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110105,110142111,04,21,,,,,,,40,220,220,,40,,5,45,45,,5,,,100,100,,0,,4,106,106,,4,,2,64,61,,5,,20,20,40,,0,,,40,40,,0,,,,,,,,31,296,322,,5,,24,,,,24,,,,,,,,,4,4,,0,,,3,3,,0,,,,,,,,2,2,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110105,110142111,05,21,,40,40,,,20,40,100,120,,20,,5,30,35,,,,,110,90,,20,,4,106,98,,12,,5,59,53,,11,,,40,40,,0,20,,40,40,,,,,,,,,,5,326,240,,91,,24,40,35,,29,,,2,2,,,20,,4,4,,,20,,3,3,,,,,2,2,,,20,,4,4,,,20,,,,,,,,,,,,,30,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110105,110142111,06,21,,40,40,,0,,20,80,100,,,16,,25,25,,0,3,20,50,70,,0,3,12,54,64,,2,3,11,29,40,,0,3,,40,30,,10,,,40,40,,0,,,,,,,,91,175,207,,59,,29,40,24,,45,,,2,2,,0,16,,4,3,,1,,,3,3,,0,,,2,2,,0,16,,4,3,,1,,,,,,,,,,,,,,30,,2,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110105,110142111,07,21,,40,20,,20,,,140,100,,40,,,25,25,,0,,,100,70,,30,,2,94,80,,16,,,43,43,,0,,10,30,30,,10,,,40,40,,0,,,,,,,,59,289,220,,128,,45,40,18,,67,,,2,1,,1,,1,3,3,,1,,,3,3,,0,,,2,1,,1,,1,3,3,,1,,,,,,,,,,,,,,28,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110105,110142111,08,21,20,20,40,,0,,40,80,100,,20,,,20,20,,0,,30,60,80,,10,,16,82,74,,24,,,54,54,,0,,10,20,30,,0,,,40,40,,0,,,,,,,,128,232,230,,130,,67,,24,,43,,1,1,2,,0,,1,2,3,,0,,,2,2,,0,,1,1,2,,0,,1,2,3,,0,0,,,,,,,,,,,,,28,,2,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110105,110142111,09,21,0,40,20,,20,,20,100,100,,20,,0,30,30,,0,,10,80,80,,10,,24,68,74,,18,,0,45,45,,0,,0,30,20,,10,,0,40,40,,0,,,,,,,,130,250,226,,154,,43,0,16,,27,,0,2,1,,1,,0,3,2,,1,,0,2,1,,1,,0,2,1,,1,,0,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110105,110142111,10,21,20,20,40,,0,,20,40,60,,0,,,30,20,,10,,10,70,60,,20,,18,64,56,,26,,,54,38,,16,,10,20,30,,0,,,40,40,,0,,,,,,,,154,224,164,,214,,27,20,24,,23,,1,1,2,,0,,1,2,3,,0,,0,3,2,,1,,1,1,2,,0,,1,2,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110105,110142111,11,21,0,40,40,,0,,0,120,120,,0,,10,25,35,,0,,20,100,110,,10,,26,96,102,2,18,,16,55,68,,3,,0,30,30,,0,,0,40,40,,0,,,,,,,,214,289,292,,211,,23,20,22,,21,,0,2,2,,0,,0,3,3,,0,,1,2,3,,0,,0,2,2,,0,,0,3,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110218,110243042,01,21,40,40,20,,60,,40,120,60,,100,,15,15,15,,15,,20,100,40,,80,,44,100,40,,104,,15,50,26,,39,,60,,10,,50,,80,,20,,60,,,,,,,,383,220,77,,526,,49,40,15,,74,,2,2,1,,3,,6,,1,,5,,3,1,1,,3,,2,2,1,,3,,6,,1,,5,,,,,,,,,,,,,,24,,1,0,23,,2,,,,2,,2,,,,2,,2,,,,2,,1,,,,1,,,,,,,,4,,,,4,
2016,110218,110243042,02,21,60,,20,,40,,100,,40,,60,,15,,15,,0,,80,,40,,40,,104,,34,,70,,39,,20,,19,,50,,10,,40,,60,,,0,60,,,,,,,,526,,94,,432,,74,,16,,58,0,3,,1,,2,5,5,0,1,0,4,,3,,,,3,,3,,1,,2,,5,,1,,4,,,,,,,,,,,,,,23,,,,23,,2,,,,2,,2,,,,2,,2,,,,2,,1,,,,1,,,,,,,,4,,,,4,
2016,110218,110243042,03,21,40,,40,,0,,60,,40,,20,,,15,10,,5,,40,,30,,10,,70,,34,,36,,19,10,25,,4,,40,,10,,30,,60,,20,,40,,,,,,,,432,,91,,341,,58,,27,,31,,2,,2,,0,,4,,1,,3,,3,0,1,0,2,,2,,2,,0,,4,,1,,3,,,,,,,,,,,,,,23,,,,23,,2,,,,2,,2,,,,2,,2,,,,2,,1,,,,1,,,,,,,,4,,,,4,
2016,110218,110243042,04,21,,60,20,,40,,20,80,40,,60,,5,15,10,,10,,10,50,30,,30,,36,30,32,,34,,4,30,22,,12,,30,10,20,,20,,40,,,,40,,,,,,,,341,,96,,245,,31,60,16,,75,,,,,,,,3,,2,,1,,2,,,,2,,,3,1,,2,,3,,1,2,,2,,,,,,,,,,,,,23,,,,23,,2,,,,2,,2,,,,2,,1,,,,1,,,,,,,,,,,,,,4,,,,4,
2016,110218,110243042,05,21,40,40,40,,40,,60,100,40,,120,,10,40,10,,40,,30,80,30,,80,,34,80,28,,86,,12,60,17,,55,,20,40,30,,30,,40,20,20,,40,,,,,,,,245,170,99,1,315,,75,40,23,,92,,,2,2,,0,,1,4,3,,2,,,2,1,,1,,2,2,2,,2,,2,4,3,,3,,,,,,,,,,,,,,23,,,,23,,2,,,,2,,2,,,,2,,2,,,,2,,1,,,,1,,,,,,,,4,,,,4,
2016,110218,110243042,06,21,40,,40,,0,,120,,40,,80,,40,,15,,25,,80,,40,,40,,86,,40,,46,,55,,27,,28,,30,,10,,20,,40,,,,40,,,,,,,,315,,101,,214,,92,,31,,61,,,,,,,,2,,1,,1,,1,,1,,0,,2,,2,,0,,3,,1,,2,,,,,,,,,,,,,,23,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110218,110243042,07,21,,60,,,60,,80,20,40,,60,,25,10,15,,20,,40,20,40,,20,,46,40,36,,50,,28,20,23,,25,,20,20,20,,20,,40,,,,40,,,,,,,,214,70,108,,176,,61,60,,,121,,,3,,,3,,1,3,2,,2,,,1,,,1,,,3,,,3,,2,2,2,,2,,,,,,,,,,,,,,23,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110218,110243042,08,21,60,,20,,40,,60,40,40,,60,,20,5,15,,10,,20,20,30,,10,,50,10,36,20,4,,25,10,22,,13,,20,40,20,,40,,40,,20,,20,,,,,,,,176,80,115,,141,,121,,8,,113,,3,,1,,2,,2,4,2,,4,,1,1,1,,1,,3,,1,,2,,2,4,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110218,110243042,09,21,40,,,,40,,60,40,60,,40,,10,10,15,,5,,10,50,40,,20,,4,50,32,,22,,13,30,16,,27,,40,,40,,0,,20,20,20,,20,,,,,,,,141,100,117,,124,,113,,,,113,,2,,,,2,,4,,4,,0,,1,1,1,,1,,,,,,,,4,,4,,0,,,,,,,,,,,,,,23,,1,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110218,110243042,10,21,40,40,40,,40,,40,40,40,,40,,5,15,10,,10,,20,20,30,,10,,22,44,26,,40,,27,10,20,,17,,,1910,1320,,590,,20,20,,0,40,,,,,,,,124,2020,1296,8,840,,113,,27,,86,,2,2,2,,2,,,191,132,,59,,1,20,14,,7,,2,2,2,,2,,,191,132,,59,,,,,,,,,,,,,,22,,1,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110218,110243042,11,21,40,,20,,20,,40,2060,1940,20,140,,10,10,20,,0,,10,30,40,,0,,40,20,42,,18,,17,10,25,,2,,590,,40,,550,,40,,20,,20,,,,,,,,840,,133,,707,,86,,7,,79,,2,,1,,1,,59,,4,,55,,7,,2,,5,,2,,1,,1,,59,,4,,55,,,,,,,,,,,,,,21,,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110218,110243042,12,21,20,60,40,,40,,140,,60,,80,,,15,15,,0,,,70,50,,20,,18,80,46,,52,,2,70,32,,40,,550,,30,,520,,20,20,,,40,,,,,,,,707,,124,,583,,79,,22,,57,,1,3,2,,2,,55,,3,,52,,5,,1,,4,,1,3,2,,2,,55,,3,,52,,,,,,,,,,,,,,21,,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110218,110243068,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110218,110243068,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110218,110243068,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110218,110243068,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110218,110243068,08,21,,80,60,,20,,,140,140,0,0,,,40,35,,5,,,100,80,,20,,,90,74,,16,,,50,42,,8,,,40,10,,30,,,60,40,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110218,110243068,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110301,110342013,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,50,29,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110301,110342013,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,12,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110301,110342013,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,32,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110301,110342013,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110301,110342013,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110301,110342013,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50,8,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110301,110342013,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,25,17,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110301,110342013,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,16,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110301,110342045,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110301,110342045,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,5,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110301,110342045,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,5,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110301,110342045,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110301,110342045,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110302,110342010,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110304,110342067,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,17,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110304,110342067,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,,16,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,110305,110342014,01,21,40,60,60,,40,,28,20,25,,23,,10,60,50,,20,,18,62,50,,30,,19,40,29,,30,,20,,10,,10,,,10,10,,0,,,,,,,,,,,,,,76,120,133,,63,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,2,,1,,1,,,,,,,,,,,,,,28,,4,,24,,3,,,,3,,3,,,,3,,6,,,,6,,7,,,,7,,,,,,,,,,,,,
2016,110305,110342014,02,21,,,,,,,40,40,40,,40,,20,,10,,10,,10,30,40,,0,,30,30,34,,26,,30,25,26,,29,,10,,10,,0,,10,10,10,,10,,,,,,,,63,96,80,,79,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,1,,1,,0,,,,,,,,,,,,,,24,,5,,19,,3,,,,3,,3,,,,3,,6,,,,6,,7,,,,7,,,,,,,,,,,,,
2016,110305,110342014,04,21,40,40,40,,40,,5,15,15,,5,,,50,40,,10,,10,30,38,,2,,8,30,23,,15,,,30,10,,20,,,20,10,,10,,,,,,,,,,,,,,13,90,101,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,2,,,,,,,,,,,,,,16,,3,,13,,3,,,,3,,3,,,,3,,6,,,,6,,7,,,,7,,,,,,,,,,,,,
2016,110305,110342014,05,21,,,,,,,40,40,40,,40,,5,15,20,,0,1,2,40,38,,4,,15,20,20,,15,,20,,10,,10,,10,,10,,,1,,,,,,,,,,,,,3,95,90,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,,13,,2,,11,,3,,,,3,,3,,,,3,,6,,,,6,,7,,,,7,,,,,,,,,,,,,
2016,110305,110342014,06,21,,,,,,,40,60,40,,60,,,30,20,,10,,10,40,40,,10,,4,60,40,,24,,10,20,23,,7,,10,30,20,,20,,,20,10,,10,,,,,,,,8,125,115,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,,,,,,,,,,,,,11,,5,,6,,3,,,,3,,3,,,,3,,6,,,,6,,7,,,,7,,,,,,,,,,,,,
2016,110305,110342014,07,21,,,,,,,60,,40,,20,,10,10,10,,10,,10,50,40,,20,,24,30,34,,20,,7,30,23,,14,,20,10,10,,20,,10,10,10,,10,,,,,,,,18,160,88,,90,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,,,,,,,2,1,1,,2,,,,,,,,,,,,,,6,,3,,3,,3,,,,3,,3,,,,3,,6,,,,6,,7,,,,7,,,,,,,,,,,,,
