cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cMEDIC_FAN_VFMP,cMEDIC_FAN_VECM,cMEDIC_FAN_DETTES,cMEDIC_FAN_VSCM,cMEDIC_FAN_CREREC,cMEDIC_FAN_VTFMC,cMEDIC_FAN_VPFMC,cMEDIC_FAN_ECART,cPHAGCO_FAN_SFMP,cPHAGCO_FAN_RCM,cPHAGCO_FAN_DETTE,cPHAGCO_FAN_DEP,cPHAGCO_FAN_AUTDCM,cPHAGCO_FAN_CREREC,cPHAGCO_FAN_RTFMC,cPHAGCO_FAN_SOLCA,cPHAGCO_FAN_SOLBA,cPHAGCO_FAN_ECART,cDEN_FAN_SFMP,cDEN_FAN_RCM,cDEN_FAN_DETTE,cDEN_FAN_DEP,cDEN_FAN_AUTDCM,cDEN_FAN_CREREC,cDEN_FAN_RTFMC,cDEN_FAN_SOLCA,cDEN_FAN_SOLBA,cDEN_FAN_ECART,cPHAGCO_FEQ_SFMP,cPHAGCO_FEQ_RCM,cPHAGCO_FEQ_SUBV,cPHAGCO_FEQ_DCM,cPHAGCO_FEQ_RTFMC,cPHAGCO_FEQ_SOLBA,cPHAGCO_FEQ_ECART,cDEN_FEQ_SFMP,cDEN_FEQ_RCM,cDEN_FEQ_SUBV,cDEN_FEQ_DCM,cDEN_FEQ_RTFMC,cDEN_FEQ_SOLBA,cDEN_FEQ_ECART
2016,110505,110551029,10,21,1295518,,,143624,,1151894,1165351,13457,1562568,138197,,,24020,,1676745,396745,1280000,0,,,,,,,,,,,65588,3071,,,68659,68659,0,,,,,,,
2016,110505,110551029,11,21,1165351,281720,,90757,,1356314,1451489,95175,1676745,90757,,142474,16287,,1608741,328741,1280000,0,,,,,,,,,,,68659,2016,,,70675,0,-70675,,,,,,,
2016,110505,110551029,12,21,1451489,,,106867,,1344622,1344614,-8,1608741,106867,,,18913,,1696695,416695,1280000,0,,,,,,,,,,,70675,2374,,,73049,73049,0,,,,,,,
2016,120113,120141044,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,120113,120141044,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,120113,120141044,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,120113,120141044,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,120113,120141044,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,120113,120141044,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,120113,120141044,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,120113,120141044,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,120113,120141044,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,130305,130342008,01,21,1719179,250857,,597295,,1372741,157893,-1214848,9500037,597295,,250857,54044,,9792431,,9792431,0,,,,,,,,,,,2165232,13273,174105,2394,2350216,2350216,0,,,,,,,
2016,130305,130342008,09,21,616021,,,252525,,363496,347568,-15928,11255256,252525,,,26105,,11481676,,11481676,0,,,,,,,0,,,0,2569526,5612,,,2575138,2575138,0,,,,,0,,0
2016,140101,140142019,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142019,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142019,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142019,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142019,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142019,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142019,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142019,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142019,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142019,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142019,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142019,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142028,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142028,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142028,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142028,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142028,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142028,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142028,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142028,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142028,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142028,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142028,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140142028,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143007,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143007,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143007,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143007,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143007,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143007,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143007,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143007,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143010,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143010,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143010,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143010,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143010,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143010,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143010,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143010,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143010,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143010,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143013,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143014,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143029,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143029,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143029,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143029,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143029,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143029,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143029,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143029,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143029,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143029,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143029,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143029,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140143034,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140152026,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140152026,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140152026,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140152026,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140152026,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140152026,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140152026,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140152026,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140152026,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140152026,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140152026,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140101,140152026,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140202,140242040,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140202,140242040,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140202,140242040,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140202,140242040,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140202,140242040,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140202,140242040,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140202,140242040,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140202,140242040,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140202,140242040,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140301,140342003,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,140409,140441018,12,21,2375179,0,0,130925,0,2244254,2246704,2450,962046,130925,0,0,15000,0,1077971,25000,1102971,50000,,,,,,,0,,,0,22644,969,0,0,23613,24508,895,,,,,0,,0
2016,140409,140442028,11,21,,,,,,0,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,0,,0,,,,,0,,0
2016,140413,140451310,01,21,2238886,,,173283,,2065603,2065603,0,484089,173283,,,67582,,589790,12910,576880,0,,,,,,,,,,,32796,3851,,,36647,2905,-33742,,,,,,,
2016,140413,140451310,02,21,2065603,,,168291,,1897312,1897312,0,589790,168291,,,3740,,754341,137461,616880,0,,,,,,,,,,,33742,3740,,,37482,2905,-34577,,,,,,,
2016,140413,140451310,03,21,1897312,2409301,,299534,,4007079,4007069,-10,754341,412534,,119502,134656,,912717,12712,900000,-5,,,,,,,,,,,37482,6656,,,44138,2905,-41233,,,,,,,
2016,140413,140451310,04,21,4007069,95600,,297334,,3805335,3805335,0,912717,297334,,,8307,,1201744,101774,1100000,30,,,,,,,,,,,44138,6607,,4610,46135,2905,-43230,,,,,,,
2016,140413,140451310,05,21,3805335,414528,0,345154,0,3874709,3874709,0,1201744,345154,0,307047,33670,0,1206181,6181,1200000,0,,,,,,,,,,,46135,7670,0,6493,47312,2905,-44407,,,,,,,
2016,140413,140451310,06,21,3874709,0,0,512492,0,3362217,3362217,0,1206181,512492,0,0,124597,0,1594076,194076,1400000,0,,,,,,,,,,,47312,11389,0,10917,47784,2905,-44879,,,,,,,
2016,140413,140451310,07,21,3362217,568964,,668691,,3262490,3262490,0,1594076,668691,,423846,62060,,1776861,276861,1500000,0,,,,,,,,,,,47784,14860,,14950,47694,2905,-44789,,,,,,,
2016,140413,140451310,08,21,3262490,197543,0,508139,,2951894,2951894,0,1776861,508139,,146329,42392,,2096279,596279,1500000,0,,,,,,,,,,,47690,11292,,10765,48217,2905,-45312,,,,,,,
2016,140413,140451310,09,21,2951894,745318,,305710,,3391502,3391502,0,2096279,305710,,552208,38394,,1811387,11387,1800000,0,,,,,,,0,,,0,48221,7794,,3140,52875,2905,-49970,,,,,0,,0
2016,140413,140451310,10,21,3391502,,,249070,,3142432,3142432,0,1811387,249070,,,5535,,2054922,254922,1800000,0,,,,,,,,,,,52875,5535,,5680,52730,2905,-49825,,,,,,,
2016,140413,140451310,11,21,3142432,296848,,420039,,3019241,3019241,0,2054922,420039,,219888,39934,,2215139,415139,1800000,0,,,,,,,,,,,52730,9334,,18750,43314,2905,-40409,,,,,,,
2016,140413,140451310,12,21,3019241,856397,0,306645,0,3568993,3568993,0,2215139,306645,0,483011,189891,0,1848882,48882,1800000,0,,,,,,,,,,,43314,6814,,11340,38788,38788,0,,,,,,,
2016,140414,140441401,01,21,369915,,,132363,,237552,239358,1806,481600,132363,,,8000,,605963,,605963,0,,,,,,,,,,,29730,2941,,,32671,29730,-2941,,,,,,,
2016,140414,140441401,02,21,239358,,,115984,,123374,410654,287280,605963,115984,,286200,20000,,415747,,389600,-26147,,,,,,,,,,,29730,2577,,5192,27115,35330,8215,,,,,,,
2016,140414,140441401,03,21,169884,3587824,,189500,,3568208,3569200,992,388587,189500,,,6000,,572087,,573100,1013,,,,,,,,,,,35330,4310,,,39640,39640,0,,,,,,,
2016,140414,140441401,04,21,3569200,,,373714,,3195486,3196537,1051,573100,373714,,,29000,,917814,10000,907000,-814,,,,,,,,,,,39640,7749,,4573,42816,10440,-32376,,,,,,,
2016,140414,140441401,05,21,3196573,23432,0,248232,0,2971773,2972752,979,907000,248232,0,0,10900,0,1144332,20000,1129000,4668,,,,,,,,,,,10440,5516,0,4460,11496,16040,4544,,,,,,,
2016,140414,140441401,06,21,2972752,0,0,282402,0,2690350,2691536,1186,1129000,282402,0,0,12000,0,1399402,294402,1010400,-94600,,,,,,,,,,,46040,6275,0,12794,39521,16040,-23481,,,,,,,
2016,140414,140441401,07,21,2691536,325382,,291434,,2725484,2727984,2500,1010400,291344,,325382,30000,,946362,14700,932646,984,,,,,,,,,,,16040,2700,,6400,12340,12944,604,,,,,,,
2016,140414,140441401,08,21,2727984,0,0,184657,0,2543327,2545127,1800,932646,184657,,,3000,,1114303,181657,932646,0,,,,,,,,,,,12944,1367,,9628,4683,12944,8261,,,,,,,
2016,140414,140441401,09,21,2545127,,,147214,,2397913,2408493,10580,932646,147214,,,17000,,1062860,30000,1042646,9786,,,,,,,,,,,12944,1090,,5700,8334,20344,12010,,,,,,,
2016,140414,140441401,10,21,2408493,160142,,93921,,2474714,2477123,2409,1042646,93921,,160142,17000,,959425,79600,882446,2621,,,,,,,,,,,20344,2300,,,22644,20344,-2300,,,,,,,
2016,140414,140441401,11,21,2477123,,,104132,,2372991,2375179,2188,882446,104132,,,11000,,975578,15000,962046,1468,,,,,,,,,,,20344,2314,,3766,18892,22644,3752,,,,,,,
2016,210101,210143014,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210223,210241003,01,21,353246,0,0,97380,0,255866,255866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210223,210241003,02,21,369526,74946,0,84139,0,360333,360333,0,357484,84139,0,0,1870,0,439753,82269,357484,0,,,,,,,,,,,2164,1870,0,0,4034,4034,0,,,,,,,
2016,210223,210241003,03,21,393637,794571,0,210734,0,977474,977474,0,0,210734,0,0,4683,0,206051,206051,0,0,,,,,,,,,,,4033,4683,0,0,8716,8716,0,,,,,,,
2016,210223,210241003,04,21,977474,0,0,172653,0,804821,804821,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,210223,210241003,05,21,804821,0,0,207138,0,597683,597683,0,158269,207138,0,0,4603,0,360804,360804,0,0,,,,,,,,,,,12553,4603,0,0,17156,17156,0,,,,,,,
2016,210223,210241003,06,21,584915,411800,0,244479,0,752236,752236,0,365407,244479,0,360000,35433,0,214453,214453,0,0,,,,,,,,,,,17156,5433,0,0,22589,22589,0,,,,,,,
2016,210223,210241003,07,21,861414,0,0,171467,0,689947,689947,0,168086,171467,0,0,3810,0,335743,335743,0,0,,,,,,,,,,,22589,3810,0,0,26399,26399,0,,,,,,,
2016,210223,210241003,08,21,689947,17082,0,90154,0,616875,616875,0,335743,90154,0,0,2003,0,423894,423894,,,,,,,,,,,,,26399,2003,0,0,28402,,,,,,,,,
2016,210223,210241003,09,21,616875,643021,0,129289,0,1130607,1130607,0,423894,129289,0,373400,27873,0,151910,151910,0,0,,,,,,,,,,,28402,2873,0,0,31275,,,,,,,,,
2016,210223,210241003,10,21,1135741,0,0,288260,0,847481,847481,0,154783,288260,0,0,6406,0,436637,436637,0,0,,,,,,,,,,,31275,6406,0,0,37681,37681,0,,,,,,,
2016,210223,210241003,11,21,847481,0,0,316912,0,530569,530569,0,443043,316912,0,0,7042,0,752913,752913,0,0,,,,,,,,,,,37680,7042,0,0,44722,44722,0,,,,,,,
2016,210223,210241003,12,21,530569,0,0,97381,0,433188,433188,0,715233,97381,0,0,2164,0,810450,810450,0,0,,,,,,,,,,,44722,2164,0,0,46886,46886,0,,,,,,,
2016,210409,210451017,03,21,,111429,0,0,0,111429,0,-111429,960415,0,0,0,0,0,960415,0,956095,-4320,,,,,,,,,,,,,,,,,,,,,,,,
2016,210409,210451017,04,21,111812,0,0,0,0,111812,111812,0,956095,0,0,0,0,0,956095,,,-956095,,,,,,,,,,,,,,,,,,,,,,,,
2016,210409,210451017,05,21,417166,251673,0,325834,0,343005,320464,-22541,1182775,48960,0,110853,1088,0,1119794,169106,947455,-3233,,,,,,,,,,,,1088,0,0,1088,1088,0,,,,,,,
2016,210409,210451017,06,21,320464,0,0,74041,0,246423,261663,15240,1116561,32565,0,0,0,0,1149126,201671,943135,-4320,,,,,,,,,,,,,,,,,,,,,,,,
2016,210409,210451017,07,21,261663,0,0,106069,0,155594,110672,-44922,1144786,75465,0,0,1677,0,1218574,277136,938815,-2623,,,,,,,,,,,,,,,,,,,,,,,,
2016,210409,210451017,08,21,110672,0,0,15500,0,95172,95500,328,1215950,15500,0,0,344,0,1231106,292636,934494,-3976,,,,,,,,,,,,,,,,,,,,,,,,
2016,210409,210451017,09,21,95500,202327,0,2900,0,294927,391027,96100,1227131,2900,0,0,64,0,1229967,295536,930175,-4256,,,,,,,,,,,458160,64,0,0,458224,930175,471951,,,,,,,
2016,210409,210451017,10,21,391027,0,0,11000,0,380027,380027,0,1330031,11000,0,0,24444,0,1316587,306536,925855,-84196,,,,,,,,,,,458224,24444,0,0,482668,0,-482668,,,,,,,
2016,210409,210451017,11,21,380027,0,0,9600,0,370427,370427,0,1232391,9600,0,0,213,0,1241778,316936,921535,-3307,,,,,,,,,,,458404,213,0,0,458617,0,-458617,,,,,,,
2016,220110,220141016,01,21,1666710,1021807,,411300,,2277217,2277251,34,3435471,411300,,809877,31520,,3005374,2307178,1513173,814977,,,,,,,,,,,202160,9140,,,211300,180800,-30500,,,,,,,
2016,220110,220141016,02,21,2277250,,,767100,,1510150,2210278,700128,3820351,767100,,,17047,,4570404,3057231,1103297,-409876,,,,,,,,,,,211300,17047,,,228347,180800,-47547,,,,,,,
2016,220110,220141016,03,21,2210278,253935,,189400,,2274813,2274828,15,4160528,189400,,,9969,,4339959,1922512,1103297,-1314150,,,,,,,,,,,228347,4209,,,232556,180800,-51756,,,,,,,
2016,220110,220141016,04,21,2224828,,,499500,,1725328,1775331,50003,3025809,499500,,,11100,,3514209,2410912,1603296,499999,,,,,,,,,,,232556,11100,,,243656,180800,-62856,,,,,,,
2016,220110,220141016,05,21,1775331,,,229900,,1545431,1545520,89,4014208,229900,,,5109,,4238999,2635703,1603296,0,,,,,,,,,,,243656,5109,,,248765,180800,-67965,,,,,,,
2016,220110,220141016,06,21,1545520,2148667,,539900,,3154287,3154348,61,4238999,539900,,1703017,61998,,3013884,2448516,2318296,1752928,,,,,,,,,,,248764,11998,,,260762,248500,-12262,,,,,,,
2016,220110,220141016,07,21,3154348,,,467300,,2687048,2687134,86,4766812,467300,,,,,5234112,2190431,2318296,-725385,,,,,,,,,,,260762,10384,,,271146,248500,-22646,,,,,,,
2016,220110,220141016,08,21,2687134,,,431300,,2255834,2255881,47,4508727,431300,,,,,4940027,2612287,2318296,-9444,,,,,,,,,,,271147,9445,,,280592,248500,-32092,,,,,,,
2016,220110,220141016,09,21,2255881,1299008,,758142,,2796747,2885629,88882,5665412,746600,,1039206,,,5372806,2447226,2318296,-607284,,,,,,,,,,,280731,16591,,,297322,248500,-48822,,,,,,,
2016,220110,220141016,10,21,2885629,,,676400,,2209229,2209276,47,4765412,676400,,,115031,,5326781,2393516,2447116,-486149,,,,,,,,,,,,,,,,,,,,,,,,
2016,220110,220141016,11,21,2209276,,,395300,,1813976,1814065,89,476412,395300,,,17034,,854678,2188816,2447116,3781254,,,,,,,,,,,312353,8784,,,321137,248500,-72637,,,,,,,
2016,220118,220151026,01,21,,,,51200,,,,,,51200,,,,,,,,,,,,,,,,,,,,1144,,620,,,,,,,,,,
2016,220118,220151026,02,21,,112725,,48100,,,,,398052,48100,,,1069,,445083,202260,242824,1,,,,,,,,,,,58682,1069,,1300,58451,34000,-24451,,,,,,,
2016,220118,220151026,03,21,,83500,,56200,,,,,,56200,,,26000,,,,,,,,,,,,,,,,,1249,,,,,,,,,,,,
2016,220118,220151026,04,21,,,,82200,,,,,,82200,,,,,,,,,,,,,,,,,,,,1827,,1800,,,,,,,,,,
2016,220118,220151026,05,21,130960,821650,,287375,,665235,665235,0,287375,,,84701,,,,,,,,,,,,,,,,,,6386,,2400,,,,,,,,,,
