cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,c0005m_ENFMES,c0005m_ENFPES,c0005m_ENFPESMES,c0005m_PA_INFM2ET,c0005m_PT_INFM3ET,c0005m_PT_SUP2ET,c0005m_TA_INFM2ET,c0005m_ADM,c0005m_GUERIS,c0005m_DCD,c0005m_ABD,c0005m_AUTSOR,c0611m_ENFMES,c0611m_ENFPES,c0611m_ENFPESMES,c0611m_PA_INFM2ET,c0611m_PT_INFM3ET,c0611m_PT_SUP2ET,c0611m_TA_INFM2ET,c0611m_ADM,c0611m_GUERIS,c0611m_DCD,c0611m_ABD,c0611m_AUTSOR,c1223m_ENFMES,c1223m_ENFPES,c1223m_ENFPESMES,c1223m_PA_INFM2ET,c1223m_PT_INFM3ET,c1223m_PT_SUP2ET,c1223m_TA_INFM2ET,c1223m_ADM,c1223m_GUERIS,c1223m_DCD,c1223m_ABD,c1223m_AUTSOR,c2459m_ENFMES,c2459m_ENFPES,c2459m_ENFPESMES,c2459m_PA_INFM2ET,c2459m_PT_INFM3ET,c2459m_PT_SUP2ET,c2459m_TA_INFM2ET,c2459m_ADM,c2459m_GUERIS,c2459m_DCD,c2459m_ABD,c2459m_AUTSOR,cSNETOT_ENFMES,cSNETOT_ENFPES,cTotal_ENFPESMES,cSNETOT_PA_INFM2ET,cSNETOT_PT_INFM3ET,cSNETOT_PT_SUP2ET,cSNETOT_TA_INFM2ET,cSNETOT_ADM,cSNETOT_GUERIS,cSNETOT_DCD,cSNETOT_ABD,cSNETOT_AUTSOR,c0005m_VITA,c0005m_ALB,c0611m_VITA,c0611m_ALB,c1259m_VITA,c1259m_ALB,cSSMETOT_VITA,cSSMETOT_ALB
2015,510101,510142009,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,510213,510251028,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,410,410,461,410
2015,510213,510251028,06,21,,,,,,,,,,,,,,2,,,,,,,,,,,,6,,,,,,,,,,,,9,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,
2015,510213,510251028,07,21,,3,,,,,,,,,,,,6,,,,,,,,,,,,9,,,,,,,,,,,,5,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,
2015,510213,510251028,08,21,,1,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,17,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,
2015,510213,510251028,09,21,,2,,,,,,,,,,,,3,,,,,,,,,,,,5,,,,,,,,,,,,12,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,
2015,510213,510251028,10,21,,14,,,,,,,,,,,,12,,,,,,,,,,,,10,,,,,,,,,,,,32,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,
2015,510213,510251028,11,21,,3,,,,,,,,,,,,7,,,,,,,,,,,,5,,,,,,,,,,,,11,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,
2015,510213,510251028,12,21,,1,,,,,,,,,,,,4,,,,,,,,,,,,6,,,,,,,,,,,,3,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
2015,510213,510251029,05,21,2,11,2,,,,,,,,,,,6,,,,,,,,,,,,11,,,,,,,,,,,,12,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,
2015,510213,510251029,06,21,,7,,,,,,,,,,,,2,,,,,,,,,,,,6,,,,,,,,,,,,3,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,
2015,510213,510251029,07,21,,10,,,,,,,,,,,,6,,,,,,,,,,,,4,,,,,,,,,,,,8,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,
2015,510213,510251029,08,21,,1,,,,,,,,,,,,5,,,,,,,,,,,,5,,,,,,,,,,,,3,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
2015,510213,510251029,09,21,2,2,2,,,,,,,,,,6,6,6,,,,,,,,,,1,1,1,,,,,,,,,,2,2,2,,,,,,,,,,11,11,11,,,,,,,,,,,,,,,,,
2015,510213,510251029,10,21,4,4,4,,,,,,,,,,8,8,8,,,,,,,,,,13,13,13,,,,,,,,,,3,3,3,,,,,,,,,,28,28,28,,,,,,,,,,,,,,,,,
2015,510213,510251029,11,21,3,3,3,,,,,,,,,,1,1,1,,,,,,,,,,3,3,3,,,,,,,,,,6,6,6,,,,,,,,,,13,13,13,,,,,,,,,,,,,,,,,
2015,510213,510251029,12,21,2,2,2,,,,,,,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,15,15,15,,,,,,,,,,22,22,22,,,,,,,,,,,,,,,,,
2015,510618,510641022,04,21,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,,,0,,0,3,0,3
2015,510618,510641022,05,21,,1,,,,,,,,,,,,10,,,,,,,,,,,,6,,,,,,,,,,,,10,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,
2015,510618,510641022,06,21,2,14,14,1,,,,,,,,,9,12,12,0,,,,,,,,,17,4,4,2,,,,,,,,,34,24,24,0,,,,,,,,,62,54,54,3,,,,,,,,,,,,,,,,
2015,510618,510641022,07,21,,5,,,,,,,,,,,,11,,,,,,,,,,,,13,,,,,,,,,,,,18,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,
2015,510618,510641022,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,510618,510641022,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,510618,510641022,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,510618,510641022,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,510618,510641022,12,21,,10,,,,,,,,,,,,11,,,,,,,,,,,,8,,,,,,,,,,,,37,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,
2015,510716,510741031,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,510716,510741031,05,21,24,24,24,,,,,,,,,,5,5,5,,,,,,,,,,10,10,10,,,,,,,,,,8,8,8,,,,,,,,,,47,47,47,,,,,,,,,,,,,,,,,
2015,510716,510741031,06,21,,,,,,,,,,,,,2,2,2,,,,,,,,,,10,10,10,,,,,,,,,,,20,20,,,4,,,,,,,12,32,32,,,4,0,,,,,,,,,,,,,
2015,510716,510741031,08,21,13,13,13,,,,,,,,,,2,2,2,,,,,,,,,,18,18,18,,,,,,,,,,10,10,10,,,,,,,,,,43,43,43,,,,,,,,,,,,,,,,,
2015,510716,510741031,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,510716,510741031,10,21,,7,,,,,,,,,,,,4,,,,,,,,,,,,5,,,,,,,,,,,,6,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,
2015,510716,510741031,12,21,,10,,,,,,,,,,,,1,,,,,,,,,,,,7,,,,,,,,,,,,11,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,
2015,510717,510741022,04,21,,6,,,,,,,,,,,,8,,,,,,,,,,,,5,,,,,,,,,,,,8,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,
2015,510717,510741022,05,21,,1,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,10,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,
2015,510717,510741022,06,21,,2,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,
2015,510717,510741022,07,21,,8,,,,,,,,,,,,4,,,,,,,,,,,,6,,,,,,,,,,,,4,,,,,,,,,,,,22,,,,,,,,,,,,,,,,3,,3
2015,510717,510741022,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,510717,510741022,09,21,,3,,,,,,,,,,,,6,,,,,,,,,,,,7,,,,,,,,,,,,10,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,
2015,510717,510741022,10,21,,1,,,,,,,,,,,,5,,,,,,,,,,,,6,,,,,,,,,,,,2,,,,,,,,,,,,14,,,,,,,,,,,,,146,,1014,1014,1160,1014
2015,510717,510741022,11,21,,1,,,,,,,,,,,,5,,,,,,,,,,,,8,,,,,,,,,,,,8,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,
2015,510717,510741022,12,21,,3,,,,,,,,,,,,12,,,,,,,,,,,,14,,,,,,,,,,,,7,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,
2015,520102,520142005,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520142005,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520142005,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520142005,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520142005,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520142005,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520142005,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520142005,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520153007,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520153007,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520153007,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520153007,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520153007,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520153007,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520102,520153007,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520104,520151011,05,21,,31,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,170,,1218,1218,1388,1218
2015,520104,520151011,06,21,,42,,,,,,,,,,,,90,,,,,,,,,,,,7,,,,,,,,,,,,8,,,,,,,,,,,,147,,,,,,,,,,,,,,,,,,
2015,520104,520151011,07,21,,68,,,,,,,,,,,,10,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,
2015,520104,520151011,08,21,,81,,,,,,,,,,,,11,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,
2015,520104,520151011,09,21,,62,,,,,,,,,,,,17,,,,,,,,,,,,9,,,,,,,,,,,,3,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,
2015,520104,520151011,10,21,,96,,,,,,,,,,,,16,,,,,,,,,,,,8,,,,,,,,,,,,9,,,,,,,,,,,,129,,,,,,,,,,,,,160,,1333,1333,1493,1333
2015,520104,520151011,11,21,,70,,,,,,,,,,,,17,,,,,,,,,,,,6,,,,,,,,,,,,4,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,
2015,520104,520151011,12,21,,30,,,,,,,,,,,,92,,,,,,,,,,,,10,,,,,,,,,,,,33,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,
2015,520502,520541003,06,21,,4,4,,,,,,,,,,,10,10,,,,,,,,,,,6,6,,,,,,,,,,,7,7,,,,,,,,,,,27,27,,,,,,,,,,,,,,,,,
2015,520502,520541003,07,21,4,4,4,,,,,,,,,,4,4,4,,,,,,,,,,6,6,6,,,,,,,,,,14,14,14,,,,,,,,,,28,28,28,,,,,,,,,,,,,,,,,
2015,520502,520541003,08,21,18,18,18,,,,,,,,,,14,14,14,,,,,,,,,,23,23,23,,,,,,,,,,20,20,20,,,,,,,,,,75,75,75,,,,,,,,,,,,,,,,,
2015,520502,520541003,09,21,3,3,3,,,,,,,,,,2,2,2,,,,,,,,,,7,7,7,,,,,,,,,,4,4,4,,,,,,,,,,16,16,16,,,,,,,,,,,,,,,,,
2015,520502,520541003,10,21,4,4,4,,,,,,,,,,3,3,3,,,,,,,,,,9,9,9,,,,,,,,,,5,5,5,,,,,,,,,,21,21,21,,,,,,,,,,,,,,,,,
2015,520502,520541003,11,21,12,12,12,,,,,,,,,,13,13,13,,,,,,,,,,16,16,16,,,,,,,,,,17,17,17,,,,,,,,,,58,58,58,,,,,,,,,,,,,,,,,
2015,520502,520541003,12,21,5,5,5,,,,,,,,,,6,6,6,,,,,,,,,,9,9,9,,,,,,,,,,13,13,13,,,,,,,,,,33,33,33,,,,,,,,,,,,,,,,,
2015,520502,520551005,06,21,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,
2015,520502,520551005,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520502,520551005,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520502,520551005,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,438,357,462,357
2015,520502,520551005,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520503,520551014,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520503,520551014,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520505,520541017,06,21,,121,,,,,,,,,,,,55,,,,,,,,,,,,19,,,,,,,,,,,,17,,,,,,,,,,,,212,,,,,,,,,,,,,,,1388,1217,1388,1217
2015,520505,520541017,07,21,,49,,,,,,,,,,,,31,,,,,,,,,,,,24,,,,,,,,,,,,17,,,,,,,,,,,,121,,,,,,,,,,,,,,,,13,,13
2015,520505,520541017,08,21,,66,,,,,,,,,,,,15,,3,,,,,,,,,,23,,2,,,,,,,,,,59,,1,,,,,,,,,,163,,6,,,,,,,,,,,,,,153,,153
2015,520505,520541017,09,21,,29,,,,,,,,,,,,19,,,,,,,,,,,,41,,,,,,,,,,,,39,,,,,,,,,,,,128,,,,,,,,,,,,,,,,69,,69
2015,520505,520541017,10,21,,139,,5,,,,,,,,,,56,,1,,,,,,,,,,82,,,,,,,,,,,,12,,,,,,,,,,,,289,,6,,,,,,,,,,,181,,1265,892,1446,892
2015,520505,520541017,11,21,,47,,2,,,,,,,,,,29,,1,,,,,,,,,,13,,1,,,,,,,,,,19,,,,,,,,,,,,108,,4,,,,,,,,,,,,,,10,,10
2015,520505,520541017,12,21,,49,,,,,,,,,,,,21,,,,,,,,,,,,13,,,,,,,,,,,,18,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,
2015,520507,520551023,06,21,,35,35,,,,,,,,,,,15,15,,,,,,,,,,,3,3,,,,,,,,,,,8,8,,,,,,,,,,,61,61,,,,,,,,,,,,,,,,,
2015,520507,520551023,07,21,,63,63,1,,,,,,,,,,13,13,,,,,,,,,,,16,16,,,,,,,,,,,27,27,,,,,,,,,,,119,119,,,,,,,,,,,,,,,,,
2015,520507,520551023,08,21,,49,49,1,,,,,,,,,,37,37,1,,,,,,,,,,11,11,,,,,,,,,,,13,13,,,,,,,,,,,110,110,2,,,,,,,,,,,,,,,,
2015,520507,520551023,09,21,,33,33,,,,,,,,,,,14,14,,,,,,,,,,,9,9,,,,,,,,,,,7,7,,,,,,,,,,,63,63,,,,,,,,,,,,,,,,,
2015,520507,520551023,10,21,,32,,,,,,,,,,,,40,,2,,,,,,,,,,23,,,,,,,,,,,,17,,,,,,,,,,,,112,,2,,,,,,,,,,,112,,794,794,906,794
2015,520507,520551023,11,21,,10,,,,,,,,,,,,11,,1,,,,,,,,,,7,,,,,,,,,,,,8,,,,,,,,,,,,36,,1,,,,,,,,,,,,,,,,
2015,520507,520551023,12,21,,18,,2,,,,,,,,,,9,,,,,,,,,,,,7,,,,,,,,,,,,5,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,
2015,520518,520541045,06,21,,27,410,,,,,,,,,,,19,125,1,1,,,,,,,,,21,41,2,,,,,,,,,,44,61,2,1,,,,,,,,,111,637,5,2,,,,,,,,,,,,,7,,7
2015,520518,520541045,07,21,,18,327,1,,,,,,,,,,18,150,3,,,,,,,,,,50,30,5,2,,,,,,,,,64,1,,,,,,,,,,,150,508,9,2,,,,,,,,,,,,,26,,26
2015,520518,520541045,08,21,,30,355,,,,,,,,,,,29,105,1,1,,,,,,,,,51,23,2,,,,,,,,,,78,6,4,,,,,,,,,,188,489,7,1,,,,,,,,,,,,1,64,1,64
2015,520518,520541045,09,21,,9,407,,,,,,,,,,,8,147,,,,,,,,,,,71,55,6,1,,,,,,,,,73,12,3,1,,,,,,,,,161,621,9,2,,,,,,,,,,,,,74,,74
2015,520518,520541045,10,21,,25,433,1,1,,,,,,,,,24,143,,,,,,,,,,,34,53,3,1,,,,,,,,,73,33,3,,,,,,,,,,156,662,7,2,,,,,,,,,,177,,2543,2588,2720,2588
2015,520518,520541045,11,21,,33,444,1,,,,,,,,,,17,142,2,,,,,,,,,,47,62,2,,,,,,,,,,93,29,8,,,,,,,,,,190,677,13,,,,,,,,,,,,,,43,,43
2015,520518,520541045,12,21,248,9,248,1,,,,,,,,,55,11,55,,,,,,,,,,5,26,5,2,,,,,,,,,15,37,15,5,,,,,,,,,323,83,323,8,,,,,,,,,,,,,,,,
2015,520518,520543051,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,520518,520543051,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,2,,2
2015,520518,520543051,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,4,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,
2015,520518,520543051,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
2015,520521,520541061,06,21,,98,4,,,,,,,,,,,72,4,,,,,,,,,,,25,15,,,,,,,,,,,20,,,,,,,,,,,,215,23,,,,,,,,,,,,,,25,,25,
2015,520521,520541061,07,21,12,59,12,,,,,,,,,,7,38,7,,,,,,,,,,3,33,3,1,,,,,,,,,10,24,10,,,,,,,,,,32,154,32,1,,,,,,,,,,,2,,3,3,5,3
2015,520521,520541061,08,21,,104,104,1,,,,,,,,,,44,44,5,,,,,,,,,,40,40,2,1,,,1,,,,,,41,41,1,,,,,,,,,,229,229,9,1,,,,,,,,,,3,,9,9,12,9
2015,520521,520541061,09,21,,71,10,1,,,,,,,,,,47,10,3,,,,,,,,,,13,6,,,,,,,,,,,8,4,,,,,,,,,,,139,30,,,,,,,,,,,,,,5,5,5,5
2015,520521,520541061,10,21,,21,,,,,,,,,,,165,17,3,2,,,,,,,,,255,10,8,2,,,,,,,,,821,12,,4,,,,,,,,,1241,60,11,8,,,,,,,,,,,165,,1174,1026,1339,1026
2015,520521,520541061,11,21,,39,,,,,,,,,,,,28,9,1,,,,,,,,,,14,13,2,,,,,,,,,,23,,,,,,,,,,,,104,22,3,,,,,,,,,,,1,,2,5,3,5
2015,520521,520541061,12,21,,72,,,,,,,,,,,12,20,12,,,,,,,,,,16,20,16,1,,,,,,,,,,13,,,,,,,,,,,28,125,28,,,,,,,,,,,,1,,6,2,7,2
2015,610408,610441008,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,610408,610441008,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,610408,610441008,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,610408,610441008,10,21,,3,,,,,,,,,,,,8,,,,,,,,,,,,1,,,,,,,,,,,,11,,,,,,,,,,,,23,,,,,,,,,,,,,31,,257,257,288,257
2015,610408,610441008,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,610408,610441008,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,610709,610751026,11,21,,15,,,,,,,,,,,5,17,5,1,4,0,5,5,1,,,,1,20,1,0,1,0,1,1,,,,,,21,,,,,,,,,,,6,73,6,1,5,,6,6,,,,,,,1,,,1,1,1
2015,610709,610751026,12,21,,2,,,,,,,,,,,16,16,16,1,5,,,5,5,,,,8,8,8,,1,,,1,,,,,14,14,14,,1,,,1,,,,,38,40,38,1,7,,,7,5,,,,,,5,,,2,5,2
2015,620119,620141025,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620119,620141025,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620119,620141025,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620119,620141025,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,04,21,,,,,,,,,,,,,20,20,20,6,14,,,,,,,,33,33,33,11,22,,,,,,,,12,12,12,3,9,,,,,,,,65,65,65,20,45,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,03,21,,,,,,,,2,2,,1,,,,,,,,,3,3,,,,,,,,,,,3,3,,1,,,,,,,,,,,,,,,,,,,,,8,8,,2,,,,,,,,,
2015,620209,620251012,04,21,,,,,,,,,,,,,,4,,,,,,2,2,,,,,8,,,,,,4,4,,,,,3,,,,,,1,1,,,,,15,,,,,,7,7,,,,,,,,,,,
2015,620209,620251012,05,21,,,,,,,,,,,,,11,11,11,,,,,4,4,,1,,,,,,,,,,,,,,5,5,5,,,,,1,1,,,,16,16,16,,,,,5,5,,1,,,,7,,2,2,9,2
2015,620209,620251012,06,21,,,,,,,,,,,,,15,15,15,,4,,,4,4,,,4,,,,,,,,,,,,,8,8,8,,2,,,2,2,,,2,23,23,23,,6,,,6,6,,,6,,,,,,,,
2015,620209,620251012,07,21,10,10,10,,,,,2,2,,,,,,,,,,,,,,,,7,7,7,,,,,1,1,,,,,,,,,,,,,,,,17,17,17,,,,,3,3,,,,,,,,,,,
2015,620209,620251012,08,21,,,,,,,,,,,,,,3,,,,,,1,1,,,,,4,,,,,,2,2,,,,,2,,,,,,1,1,,,,,9,,,,,,4,4,,,,,,,,,,,
2015,620209,620251012,09,21,,,,,,,,,,,,,,2,2,,,,,1,1,,,,,3,3,,,,,1,1,,,,,,,,,,,,,,,,,5,5,,,,,2,2,,,,,,,,,,,
2015,620212,620241016,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,626,626,,24,,,52,22,,14,1,626,626,626,,24,,,52,22,,14,1,,,,,22,11,22,11
2015,620212,620241016,04,21,418,418,418,,11,,,42,24,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,418,418,,11,,,42,24,,23,,,,,,,,,
2015,620212,620241016,05,21,,,,,,,,,,,,,89,89,89,,6,,,14,14,,,,100,100,100,,,,,2,2,,,,,,,,,,,,,,,,189,189,189,,6,,,16,16,,,,,,332,,2295,2295,2627,2295
2015,620212,620241016,06,21,,,,,,,,,,,,,,98,39,,,10,,3,3,,,3,,100,35,,,11,,10,10,,,10,,,,,,,,,,,,,,198,74,,,21,,13,13,,,13,,,,,18,18,18,18
2015,620212,620241016,07,21,,,,,,,,,,,,,10,10,10,,,,,4,4,,,,6,6,6,,,,,3,3,,,,176,176,176,,,,,1,1,,,,192,192,192,,,,,8,8,,,,,,10,,3,7,13,7
2015,620302,620352002,09,21,,,,,,,,,,,,,,1,,,,,,,,,,,,13,,,,,,,,,,,,11,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,
2015,620302,620352002,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,620302,620352002,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630108,630152010,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,630108,630152010,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
