cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cTOT_CPN,cCPN1,cCPN1_FAF,cCPN1_MID,cCPN1_M18a,cCPN1_M4m,c4CPN,cTPI3,cVAT2PLUS,cP4mALB,cCPN1SYPH,cCPN1SYPHP,cCPN1SP3BP,cCPN14mSY,cCPN14mSYP,cCPN14mS1BP,cCPN1_TVIH,cCPNI_TVIHR,cCPN1_VIHP
2016,440301,440341001,09,21,45,19,,,7,4,10,9,11,,,,,,,,,,
2016,440301,440341001,10,21,20,11,,,1,1,4,,8,43,,,,,,,,,
2016,440301,440341001,11,21,19,9,9,,6,1,1,,5,,,,,,,,,,
2016,440301,440341001,12,21,32,19,19,,5,2,4,,9,,,,,,,,,,
2016,440315,440352031,05,21,6,3,,,1,2,,,,,,,,,,,,,
2016,440507,440543025,04,21,38,26,26,26,5,4,4,4,,22,,,,,,,,,
2016,440507,440543025,05,21,17,10,10,,3,1,2,1,5,,,,,,,,,,
2016,440507,440543025,06,21,13,4,4,,2,1,3,6,9,6,,,,,,,,,
2016,440513,440542027,01,21,3,3,3,,,1,,,,1,,,,,,,,,
2016,440513,440542027,02,21,10,1,1,,,1,2,,,1,,,,,,,,,
2016,440513,440542027,03,21,11,5,3,,1,1,,,,3,,,,,,,,,
2016,440513,440542027,04,21,4,2,,,1,1,,1,1,4,,,,,,,,,
2016,440513,440542027,05,21,4,4,4,,2,1,1,4,,1,,,,,,,,,
2016,440513,440542027,06,21,8,4,4,,,1,3,,,1,1,,,,,,,,
2016,440513,440542027,07,21,7,2,1,,,1,2,1,,1,2,,,1,,,,,
2016,440513,440542027,08,21,10,7,6,,1,3,,1,2,2,7,,,,,,,,
2016,440513,440542027,09,21,20,8,6,,3,3,1,1,2,2,8,,,3,,,,,
2016,440513,440542027,10,21,5,5,5,,1,1,1,,,,3,,,1,,,,,
2016,440513,440542027,11,21,5,5,4,,1,1,,1,,3,3,,,1,,,,,
2016,440513,440542027,12,21,41,6,6,,2,1,3,4,,16,6,,,,,,,,
2016,510101,510142009,01,21,6,2,2,0,0,0,1,0,3,2,2,0,0,,,,0,,
2016,510101,510142009,02,21,6,1,1,0,0,0,1,0,2,3,1,0,,,,,0,,
2016,510101,510142009,03,21,7,2,2,0,0,0,1,0,1,2,2,0,,,,,0,,
2016,510101,510142009,04,21,7,2,2,0,0,0,1,0,2,3,2,0,,,,,0,,
2016,510101,510142009,05,21,7,2,2,2,0,1,2,0,6,3,2,0,0,1,0,0,0,0,0
2016,510101,510142009,06,21,7,3,3,0,0,0,2,0,0,2,3,0,0,,,,0,,
2016,510101,510142009,07,21,8,4,4,0,0,0,2,0,4,6,4,0,,,,,0,0,0
2016,510101,510142009,08,21,6,2,2,0,0,0,1,0,2,3,2,0,,,,,0,,
2016,510101,510142009,09,21,8,3,3,0,0,0,2,0,3,4,3,0,0,0,0,0,0,0,0
2016,510101,510142009,10,21,9,4,4,0,1,1,3,0,4,4,4,0,0,1,0,0,0,,
2016,510101,510142009,11,21,11,2,2,0,0,0,2,4,3,6,0,0,,,,,0,0,
2016,510101,510142009,12,21,8,2,2,0,0,1,1,0,3,2,2,0,0,1,0,0,0,,
2016,510101,510142024,09,21,,,,,,,,,,,,,,,,,,,
2016,510101,510142024,10,21,,,,,,,,,,,,,,,,,,,
2016,510101,510142025,02,21,,,,,,,,,,,,,,,,,,,
2016,510101,510142025,03,21,4,4,4,0,0,2,0,0,2,0,0,,,,,,0,0,0
2016,510101,510142025,04,21,,,,,,,,,,,,,,,,,,,
2016,510101,510142025,05,21,,,,,,,,,,,,,,,,,,,
2016,510101,510142025,06,21,3,3,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,510101,510142025,07,21,7,4,4,0,0,3,0,2,2,2,0,,,,,,0,,
2016,510101,510142025,08,21,5,1,0,0,0,1,1,0,4,2,1,0,,,,,0,,
2016,510101,510142025,09,21,1,1,0,1,1,0,0,0,0,0,0,0,,,,,0,,
2016,510101,510142025,10,21,0,,,,,,,,,,,,,,,,,,
2016,510101,510142025,11,21,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2016,510101,510142025,12,21,4,2,2,0,0,0,0,0,0,1,0,,,,,,0,,
2016,510101,510142026,06,21,,,,,,,,,,,,,,,,,,,
2016,510101,510142026,07,21,,,,,,,,,,,,,,,,,,,
2016,510101,510142026,08,21,,,,,,,,,,,,,,,,,,,
2016,510101,510142026,12,21,,,,,,,,,,,,,,,,,,,
2016,510218,510241028,01,21,,,,,,,,,,,,,,,,,,,
2016,510218,510241028,02,21,9,4,4,0,0,2,3,0,3,2,4,0,0,2,0,0,4,4,0
2016,510218,510241028,03,21,7,4,4,,1,3,2,,3,3,4,0,0,3,0,0,4,4,0
2016,510218,510241028,04,21,16,12,12,,2,1,0,2,4,11,12,4,4,1,0,0,12,12,0
2016,510218,510241028,05,21,18,8,8,2,1,1,3,4,10,11,8,2,2,1,0,0,8,8,0
2016,510218,510241028,06,21,13,8,8,0,2,1,3,3,5,4,8,0,0,1,0,0,8,8,0
2016,510218,510241028,07,21,12,6,6,1,3,1,2,2,6,5,6,0,0,1,0,0,6,6,0
2016,510218,510241028,08,21,14,7,3,0,3,0,2,2,7,7,7,3,1,0,0,0,7,7,0
2016,510218,510241028,09,21,15,5,5,1,3,1,2,2,8,1,0,,,,,,5,5,0
2016,510218,510241028,10,21,21,13,13,2,1,2,3,3,8,11,0,,,,,,13,13,0
2016,510218,510241028,11,21,11,2,2,1,1,1,,4,9,6,0,,,,,,2,2,0
2016,510218,510241028,12,21,12,5,5,2,1,1,2,3,6,4,0,,,,,,5,5,0
2016,510218,510251029,01,21,,,,,,,,,,,,,,,,,,,
2016,510218,510251029,02,21,14,7,7,,2,3,2,2,8,4,7,0,0,3,0,0,7,7,0
2016,510218,510251029,03,21,24,17,17,0,3,11,4,4,7,7,17,0,0,11,0,0,17,17,0
2016,510218,510251029,04,21,18,7,7,0,3,5,3,3,5,6,7,0,0,5,0,0,7,7,0
2016,510218,510251029,05,21,21,12,12,12,8,2,3,3,7,6,12,0,0,2,0,0,12,12,0
2016,510218,510251029,06,21,16,9,9,0,3,2,2,2,6,7,9,0,0,2,0,0,9,9,0
2016,510218,510251029,07,21,14,8,8,0,2,2,3,3,10,6,8,0,0,2,0,0,8,8,0
2016,510218,510251029,08,21,24,13,13,0,3,4,4,4,4,20,13,0,0,4,0,0,13,13,0
2016,510218,510251029,09,21,14,7,7,0,0,4,0,0,5,9,7,0,0,4,0,0,7,7,0
2016,510218,510251029,10,21,26,9,9,0,4,3,5,5,8,23,6,0,0,2,0,0,9,9,0
2016,510218,510251029,11,21,22,10,10,0,2,3,6,3,7,7,0,,,,,,10,10,0
2016,510218,510251029,12,21,25,12,12,,3,6,4,0,9,8,0,,,,,,12,12,0
2016,510618,510641022,01,21,50,15,15,0,0,7,1,0,0,43,15,0,0,7,0,0,15,0,0
2016,510618,510641022,02,21,81,47,42,0,9,3,0,0,4,21,47,0,0,3,0,0,45,45,0
2016,510618,510641022,03,21,88,38,38,0,4,17,0,0,0,71,0,0,0,0,0,0,0,0,0
2016,510618,510641022,04,21,101,10,10,0,5,3,10,0,25,0,10,0,0,3,0,0,0,0,0
2016,510618,510641022,05,21,132,48,48,15,8,9,3,0,13,30,0,0,0,0,0,0,0,0,0
2016,510618,510641022,06,21,98,36,36,9,9,12,1,0,20,58,36,2,2,12,0,0,36,0,0
2016,510618,510641022,07,21,99,47,47,47,14,21,27,16,0,31,47,0,0,21,0,0,47,0,0
2016,510618,510641022,08,21,119,41,41,0,9,7,21,19,44,12,41,0,0,7,0,0,41,0,0
2016,510618,510641022,09,21,123,36,36,0,3,2,16,24,19,34,36,0,0,2,0,0,2,0,0
2016,510618,510641022,10,21,96,39,39,0,1,18,12,21,0,16,39,0,0,18,0,0,39,0,0
2016,510618,510641022,11,21,127,39,39,0,7,4,17,24,37,44,39,0,0,4,0,0,39,0,0
2016,510618,510641022,12,21,97,33,33,0,5,11,18,29,,39,33,0,0,11,0,0,33,0,0
2016,520102,520142005,01,21,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,02,21,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,03,21,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,04,21,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,05,21,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,06,21,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,07,21,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,08,21,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,09,21,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,10,21,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,11,21,,,,,,,,,,,,,,,,,,,
2016,520102,520142005,12,21,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,01,21,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,03,21,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,04,21,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,05,21,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,06,21,1,1,,,,1,,,,,,,,,,,,,
2016,520102,520153007,07,21,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,08,21,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,09,21,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,10,21,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,11,21,,,,,,,,,,,,,,,,,,,
2016,520102,520153007,12,21,,,,,,,,,,,,,,,,,,,
2016,520104,520151011,01,21,80,30,19,30,7,11,1,,10,,16,,,,,,,,
2016,520104,520151011,02,21,56,39,12,39,5,,5,,12,39,39,,,,,,,,
2016,520104,520151011,03,21,83,30,30,30,4,,4,4,28,30,30,,,,,,,,
2016,520104,520151011,04,21,95,37,37,37,17,,12,12,42,25,,,,,,,37,37,
2016,520104,520151011,05,21,78,21,19,21,13,3,3,44,7,58,,,,,,,21,21,
2016,520104,520151011,06,21,78,34,29,34,13,3,2,,17,57,34,,,,,,,,
2016,520104,520151011,07,21,77,20,20,20,11,1,7,,12,30,,,,,,,20,20,
2016,520104,520151011,08,21,54,16,11,16,6,1,7,,26,21,,,,,,,16,16,
2016,520104,520151011,09,21,47,10,5,10,1,,3,,5,7,,,,,,,10,10,
2016,520104,520151011,10,21,47,26,21,26,5,1,6,,15,25,,,,,,,26,26,
2016,520104,520151011,11,21,72,26,26,,5,2,6,,28,50,,,,,,,26,26,
2016,520104,520151011,12,21,62,31,31,,12,2,5,,6,25,,,,,,,,,
2016,520502,520541003,01,21,70,55,,,,7,18,,14,25,1,,,,,,1,1,0
2016,520502,520541003,02,21,125,37,19,12,6,17,17,,40,32,38,1,1,15,,,38,38,0
2016,520502,520541003,03,21,122,36,36,,7,9,17,,21,20,30,0,,7,,,12,12,0
2016,520502,520541003,04,21,155,46,30,,4,22,13,,47,41,24,0,,12,,,31,31,0
2016,520502,520541003,05,21,139,41,41,,8,8,12,,32,54,,,,,,,35,35,0
2016,520502,520541003,06,21,126,37,7,,6,14,12,,23,36,,,,,,,33,33,
2016,520502,520541003,07,21,155,57,13,,7,18,18,,28,43,9,0,,,,,34,34,0
2016,520502,520541003,08,21,149,47,24,,8,12,16,,46,31,,,,,,,48,48,0
2016,520502,520541003,09,21,113,26,26,,3,10,14,3,27,14,,,,,,,,,
2016,520502,520541003,10,21,113,37,37,,4,9,19,6,15,10,,,,,,,,,
2016,520502,520541003,11,21,114,32,32,,4,9,13,7,24,,,,,,,,,,
2016,520502,520541003,12,21,112,32,11,,2,11,11,2,29,,,,,,,,,,
2016,520502,520551005,01,21,16,11,5,,2,,2,,6,1,,,,,,,,,
2016,520502,520551005,02,21,8,2,1,,1,,1,,3,4,,,,,,,,,
2016,520502,520551005,03,21,15,8,2,,,2,2,1,5,2,,,,,,,,,
2016,520502,520551005,04,21,16,6,2,,2,1,2,1,2,,,,,,,,,,
2016,520502,520551005,05,21,12,1,,,1,,2,1,1,1,,,,,,,,,
2016,520502,520551005,06,21,4,1,,,,,1,1,3,2,,,,,,,,,
2016,520502,520551005,07,21,9,5,,,1,,,,2,2,,,,,,,,,
2016,520502,520551005,08,21,8,2,,,1,,,,2,1,,,,,,,,,
2016,520502,520551005,09,21,4,,,,,,,,2,,,,,,,,,,
2016,520502,520551005,10,21,7,4,1,,1,,1,,1,16,,,,,,,,,
2016,520502,520551005,11,21,4,1,1,,,,1,,1,4,,,,,,,,,
2016,520502,520551005,12,21,10,6,2,,1,,,,3,3,,,,,,,,,
2016,520503,520551014,01,21,,,,,,,,,,,,,,,,,,,
2016,520503,520551014,03,21,,,,,,,,,,,,,,,,,,,
2016,520503,520551014,08,21,,,,,,,,,,,,,,,,,,,
2016,520503,520551014,10,21,,,,,,,,,,,,,,,,,,,
2016,520503,520551014,11,21,,,,,,,,,,,,,,,,,,,
2016,520507,520551023,01,21,33,13,8,13,1,6,5,6,20,26,13,0,,,,,13,13,0
2016,520507,520551023,02,21,24,11,4,11,,7,10,3,10,7,11,0,,7,,,11,11,0
2016,520507,520551023,03,21,47,24,6,23,1,2,9,11,13,26,24,,,2,,,24,24,0
2016,520507,520551023,04,21,47,13,4,13,2,9,4,33,39,38,13,,,9,,,13,13,0
2016,520507,520551023,05,21,57,14,13,14,3,1,1,13,8,34,13,,,1,,,13,13,
2016,520507,520551023,06,21,35,15,15,15,,4,10,8,8,15,13,0,,4,0,,15,15,0
2016,520507,520551023,07,21,41,8,7,8,,1,11,14,24,12,8,,,0,,,8,8,0
2016,520507,520551023,08,21,37,7,7,7,1,,9,13,27,7,7,,,,,,7,,
2016,520507,520551023,09,21,21,5,5,,,,8,7,14,19,5,0,,,,,,,
2016,520507,520551023,10,21,35,22,18,,5,6,4,,7,14,,,,,,,,,
2016,520507,520551023,11,21,20,8,7,8,3,3,6,6,12,10,,,,,,,,,
2016,520507,520551023,12,21,28,13,4,2,2,8,7,5,14,17,2,0,,2,,,,,
2016,520518,520541045,01,21,171,91,91,,12,19,9,,18,50,91,1,,,,,91,91,0
2016,520518,520541045,02,21,170,75,75,,10,20,13,,37,,75,21,,19,1,,75,75,0
2016,520518,520541045,03,21,196,81,81,,8,17,17,,29,12,81,1,,17,,,81,81,0
2016,520518,520541045,04,21,174,65,65,,7,19,23,,37,,65,1,,19,1,,65,65,0
2016,520518,520541045,05,21,173,60,60,,1,20,17,,29,24,53,1,,,,,58,58,0
2016,520518,520541045,06,21,188,79,79,,11,18,22,,35,,,,,,,,,,
2016,520518,520541045,07,21,177,54,54,,7,13,17,,28,,,,,,,,,,
2016,520518,520541045,08,21,206,66,66,66,24,7,31,,37,,,,,,,,,,
2016,520518,520541045,09,21,204,90,90,,9,15,34,,39,,,,,,,,,,
2016,520518,520541045,10,21,168,69,69,,14,14,15,,35,27,,,,,,,,,
2016,520518,520541045,11,21,204,71,71,,3,13,18,,38,24,,,,,,,,,
2016,520518,520541045,12,21,195,65,65,,10,15,31,,42,43,,,,,,,,,
2016,520518,520543051,04,21,,,,,,,,,,,,,,,,,,,
2016,520518,520543051,08,21,,,,,,,,,,,,,,,,,,,
2016,520521,520541061,01,21,89,36,20,,2,3,8,4,42,29,35,,,3,,,35,35,0
2016,520521,520541061,02,21,77,28,28,,4,4,9,5,25,,28,0,,,,,28,28,0
2016,520521,520541061,03,21,103,39,36,,8,7,12,28,62,35,39,0,,,,,39,39,0
2016,520521,520541061,04,21,86,38,18,,4,1,10,15,50,39,38,,,1,,,38,38,0
2016,520521,520541061,05,21,63,23,16,,4,5,8,17,42,90,23,0,,5,,,23,23,0
2016,520521,520541061,06,21,83,28,20,,7,3,6,15,57,35,28,0,,3,,,28,28,0
2016,520521,520541061,07,21,64,21,18,,1,3,15,18,48,26,21,,,3,,,21,21,0
2016,520521,520541061,08,21,82,33,27,,6,5,11,,32,30,4,2,2,,,,7,7,0
2016,520521,520541061,09,21,83,19,10,,,1,11,19,40,16,,,,,,,,,
2016,520521,520541061,10,21,86,28,15,,6,2,6,15,61,15,,,,,,,,,
2016,520521,520541061,11,21,95,27,20,,5,2,8,24,47,,,,,,,,,,
2016,520521,520541061,12,21,57,11,6,,,,4,11,47,10,,,,,,,,,
2016,610217,610252023,03,21,,,,,,,,,,,,,,,,,,,
2016,610217,610252023,05,21,,,,,,,,,,,,,,,,,,,
2016,610217,610252023,06,21,,,,,,,,,,,,,,,,,,,
2016,610217,610252023,07,21,,,,,,,,,,,,,,,,,,,
2016,610217,610252023,10,21,,,,,,,,,,,,,,,,,,,
2016,610317,610341004,01,21,86,9,,,9,9,28,,,10,,,,,,,,,
2016,610317,610341004,02,21,20,3,,,3,3,7,,,3,,,,,,,,,
2016,610317,610341004,03,21,43,9,,,8,8,5,,,12,,,,,,,,,
2016,610317,610341004,04,21,93,28,,,4,25,9,,,10,,,,,,,,,
2016,610317,610341004,05,21,183,146,,,7,19,21,6,,18,,,,,,,,,
2016,610317,610341004,06,21,168,43,,,8,31,25,5,,45,,,,,,,,,
2016,610317,610341004,07,21,156,44,,,11,39,73,,,15,,,,,,,,,
2016,610317,610341004,08,21,218,28,28,,28,28,48,,,30,,,,,,,,,
2016,610317,610341004,09,21,156,15,15,,12,12,42,7,,43,,,,,,,,,
2016,610317,610341004,10,21,155,26,20,,13,9,107,13,,79,,,,,,,,,
2016,610317,610341004,11,21,248,22,3,,22,22,112,6,,65,,,,,,,,,
2016,610317,610341004,12,21,444,184,5,,18,53,189,10,,160,,,,,,,,,
2016,610408,610441008,01,21,7,4,,4,,,,,1,1,4,,,,,,,,
2016,610408,610441008,02,21,5,3,3,,,,,,,3,3,1,1,,,,,,
2016,610408,610441008,03,21,2,,,,,,,,2,,,,,,,,,,
2016,610408,610441008,04,21,4,1,1,,,,,,3,1,1,,,,,,,,
2016,610408,610441008,05,21,13,4,2,,,,,,7,13,4,,,,,,,,
2016,610408,610441008,06,21,3,2,,,,,,,1,1,2,,,,,,,,
2016,610408,610441008,07,21,2,,,,,,,,1,1,,,,,,,,,
2016,610408,610441008,08,21,9,5,2,,4,3,1,,3,3,6,,,1,1,,,,
2016,610408,610441008,09,21,10,5,2,,1,,,,,3,1,,,,,,,,
2016,610408,610441008,10,21,27,11,7,,6,6,,1,8,21,,,,,,,,,
2016,610408,610441008,12,21,9,1,,,,,1,3,7,,,,,,,,,,
2016,610709,610751026,01,21,76,52,12,,12,18,18,,6,36,,,,,,,,,
2016,610709,610751026,02,21,1,1,1,,,,,,,,,,,,,,,,
2016,610709,610751026,03,21,10,1,1,,,,,,,3,,,,,,,,,
2016,610709,610751026,04,21,19,8,4,,1,3,7,,,9,,,,,,,,,
2016,610709,610751026,05,21,28,12,7,,1,4,8,0,8,156,,,,,,,,,
2016,610709,610751026,06,21,47,26,16,0,6,16,18,0,0,13,0,0,0,0,0,0,0,0,0
2016,610709,610751026,07,21,47,26,25,,10,16,18,,10,8,,,,,,,,,
2016,610709,610751026,08,21,50,21,15,,14,15,12,,22,9,,,,,,,,,
2016,610709,610751026,09,21,32,15,5,,5,6,10,,11,7,,,,,,,,,
2016,610709,610751026,10,21,55,27,20,,18,20,14,,31,20,,,,,,,,,
2016,610709,610751026,11,21,40,12,9,,7,9,9,,9,10,,,,,,,,,
2016,610709,610751026,12,21,70,23,17,,3,15,26,,18,19,,,,,,,,,
2016,630127,630143050,02,21,,,,,,,,,,,,,,,,,,,
2016,630127,630143050,05,21,2,1,1,,,,,,,,,,,,,,,,
2016,630127,630143050,06,21,1,1,,,,,1,,1,1,,,,,,,1,,
2016,630127,630143050,07,21,1,1,1,,,1,,,1,,1,,,1,,,1,,
2016,630127,630143050,08,21,1,1,1,,,1,,,1,,1,,,1,,,1,,
2016,630127,630143050,09,21,1,1,1,,,1,,,1,,1,,,1,,,1,,
2016,630128,630151032,04,21,45,20,20,,16,20,,,,10,,,,,,,,,
2016,630128,630151032,05,21,43,15,,,,8,6,,,,,,,,,,,,
2016,630128,630151032,06,21,30,18,,,,18,14,,,,,,,,,,,,
2016,630128,630151032,07,21,20,14,,,,9,9,,,,,,,,,,,,
2016,630128,630151032,08,21,24,16,,,,11,10,,,,,,,,,,,,
2016,630128,630151032,09,21,4,3,,,1,,,,,,,,,,,,,,
2016,630128,630151032,10,21,32,5,,,5,,,,,,,,,,,,,,
2016,630128,630151032,11,21,25,10,,,9,8,8,,,,,,,,,,,,
2016,630201,630243006,01,21,11,4,4,,,2,6,,6,6,,,,,,,,,
2016,630201,630243006,02,21,10,3,3,,,2,7,,4,7,3,3,3,,,,,,
2016,630201,630243006,04,21,7,7,7,,1,7,,,4,7,,,,,,,,,
2016,630201,630243006,06,21,8,4,4,,2,,,,6,8,4,,,,,,,,
2016,630201,630243006,07,21,,,,,,,,,,,,,,,,,,,
2016,630201,630243006,09,21,,,,,,,,,,,,,,,,,,,
2016,630201,630243007,01,21,,,,,,,,,,,,,,,,,,,
2016,630201,630243007,02,21,,,,,,,,,,,,,,,,,,,
2016,630201,630243007,03,21,,,,,,,,,,,,,,,,,,,
2016,630201,630243007,07,21,,,,,,,,,,,,,,,,,,,
2016,630201,630243007,08,21,,,,,,,,,,,,,,,,,,,
2016,630201,630243007,09,21,,,,,,,,,,,,,,,,,,,
2016,630201,630243030,07,21,,,,,,,,,,,,,,,,,,,
2016,630201,630243030,08,21,,,,,,,,,,,,,,,,,,,
2016,630201,630243030,09,21,,,,,,,,,,,,,,,,,,,
2016,630202,630243034,06,21,15,4,,,1,3,3,7,7,7,,,,,,,,,
2016,630202,630243034,07,21,24,14,3,,3,10,1,1,8,11,,,,,,,,,
2016,630202,630243034,08,21,20,10,5,,3,3,4,1,14,13,,,,,,,,,
2016,630218,630241014,01,21,41,12,12,,3,5,13,11,6,,,,,,,,,,
2016,630218,630241014,02,21,39,10,4,10,1,7,8,27,5,7,,,,,,,,,
2016,630218,630241014,03,21,47,15,9,15,1,2,8,16,6,9,,,,,,,,,
2016,630218,630241014,04,21,50,11,10,10,2,7,11,3,11,8,,,,,,,,,
2016,630218,630241014,05,21,68,16,4,16,10,9,12,,12,46,16,,,,,,,,
2016,630218,630241014,06,21,44,8,,,1,8,8,,24,16,,,,,,,,,
2016,630218,630241014,07,21,50,12,0,0,4,7,5,,12,15,,,,,,,,,
2016,630218,630241014,08,21,38,5,1,,2,5,5,,25,7,,,,,,,,,
2016,630218,630241014,09,21,52,16,4,2,4,3,10,,33,,,,,,,,,,
2016,630218,630241014,10,21,48,17,,2,2,3,4,,17,8,,,,,,,,,
2016,630218,630241014,11,21,54,11,1,,2,6,10,,25,5,,,,,,,,,
2016,630218,630241014,12,21,37,8,6,,2,3,8,,22,2,,,,,,,,,
2016,640102,640141003,01,21,23,9,9,0,3,0,1,0,5,17,9,0,,,,,9,9,0
2016,640102,640141003,02,21,32,11,11,0,7,0,1,1,10,20,9,0,,,,,11,11,0
2016,640102,640141003,03,21,28,7,7,0,0,0,2,2,1,8,0,,,,,,6,6,0
2016,640102,640141003,04,21,42,24,23,0,10,1,0,2,3,22,0,,,,,,15,15,0
2016,640102,640141003,05,21,32,12,11,0,3,2,1,3,0,12,11,,,2,,,12,0,
2016,640102,640141003,06,21,32,8,8,0,3,1,1,1,3,4,0,,,,,,6,6,0
2016,640102,640141003,07,21,43,20,18,0,10,1,1,9,8,18,0,,,,,,14,14,0
2016,640102,640141003,08,21,29,14,14,0,7,0,0,8,8,8,0,,,,,,14,14,0
2016,640102,640141003,09,21,24,14,14,0,11,0,1,13,4,8,0,,,,,,14,14,0
2016,640102,640141003,10,21,34,20,19,,9,,,3,3,13,0,,,,,,20,20,0
2016,640102,640141003,11,21,25,17,17,0,4,0,0,5,5,0,,,,,,,7,7,0
2016,640102,640141003,12,21,39,18,18,0,12,0,2,3,14,14,0,,,,,,11,11,0
2016,640105,640143023,01,21,3,1,0,0,0,0,1,0,2,2,1,0,0,0,0,0,1,1,0
2016,640105,640143023,02,21,9,3,0,0,0,3,1,0,0,4,3,0,0,3,0,0,3,3,0
2016,640105,640143023,03,21,5,0,0,0,0,0,2,0,5,3,0,,,,,,,,
2016,640105,640143023,04,21,5,2,2,0,0,1,2,0,3,2,2,1,1,0,0,0,1,1,0
2016,640105,640143023,05,21,6,1,1,0,0,0,0,0,4,6,1,,,,,,,,
2016,640105,640143023,06,21,5,2,2,0,0,0,3,0,2,3,2,,,,,,,,
2016,640105,640143023,07,21,2,1,0,0,0,1,0,0,1,1,1,0,,,,,,,
2016,640105,640143023,08,21,1,1,1,0,0,0,0,0,0,11,1,0,,,,,,,
2016,640105,640143023,09,21,,,,,,,,,,,,,,,,,,,
2016,640105,640143023,10,21,,,,,,,,,,,,,,,,,,,
2016,640105,640143023,11,21,,,,,,,,,,,,,,,,,,,
2016,640105,640143023,12,21,,,,,,,,,,,,,,,,,,,
2017,110305,110343016,01,21,183,56,55,,30,37,53,,143,26,55,,,37,,,55,55,
2017,110305,110343016,02,21,163,41,41,,26,13,42,,159,16,41,,,13,,,41,,
2017,110305,110343016,03,21,155,52,52,,6,16,29,,123,17,52,,,16,,,,,
2017,110305,110343016,04,21,210,58,58,,9,36,58,,123,79,58,,,36,,,58,58,
2017,110305,110343016,05,21,180,57,57,,17,43,34,,78,21,57,,,43,,,57,,
2017,110305,110343016,06,21,192,33,33,,4,22,45,,116,17,33,,,22,,,33,33,
2017,110305,110343016,07,21,180,35,35,,6,21,52,,101,19,35,,,21,,,35,35,
2017,110305,110343016,08,21,154,48,48,,14,35,47,,93,20,48,1,1,14,,,48,48,
2017,110305,110343016,09,21,124,35,35,,6,22,36,,104,12,35,,,22,,,35,35,
2017,110305,110343016,10,21,154,22,22,,5,22,40,,132,10,22,3,3,6,,,22,22,
2017,110305,110343016,11,21,131,33,33,,7,28,18,,111,14,33,,,28,1,1,33,33,
2017,110305,110343016,12,21,176,44,44,,4,38,42,,138,6,44,,,38,,,44,44,
2017,110305,110343066,01,21,30,18,18,,,11,12,,10,12,18,,,,,,18,,
2017,110305,110343066,02,21,12,12,12,,,7,10,,11,8,,,,,,,,,
2017,110305,110343066,03,21,15,9,9,,,9,11,,12,11,,,,,,,,,
2017,110305,110343066,05,21,25,12,12,,3,6,8,,,6,4,,,,,,3,,
2017,110305,110343066,06,21,21,11,11,,,9,9,8,7,6,3,,,,,,2,,
2017,110305,110343066,11,21,15,9,9,,,7,11,9,7,15,,,,,,,,,
2017,110305,110343066,12,21,26,8,8,,,4,10,9,6,9,,,,,,,,,
2017,110310,110342036,01,21,33,8,6,1,8,2,14,,5,,,,,,,,8,8,
2017,110310,110342036,02,21,26,3,3,,1,,8,,,10,,,,,,,3,3,
2017,110310,110342036,03,21,34,12,6,,1,2,12,,6,13,,,,,,,12,12,
2017,110310,110342036,04,21,80,14,7,,2,3,18,,27,43,14,,,3,,,14,14,
2017,110310,110342036,05,21,38,8,4,,4,4,7,,13,13,8,,,4,,,8,8,
2017,110310,110342036,06,21,40,15,15,,5,8,22,,22,18,15,,,8,,,15,15,
2017,110310,110342036,07,21,40,7,3,,3,3,11,,12,18,7,,,3,,,7,7,
2017,110310,110342036,08,21,30,6,6,,3,3,10,,11,20,6,,,3,,,6,6,
2017,110310,110342036,09,21,30,28,11,,,4,6,5,13,27,11,,,4,,,11,11,
2017,110310,110342036,10,21,34,4,3,,,1,9,,,8,2,,,,,,4,4,
2017,110310,110342036,12,21,26,6,6,,1,4,4,,16,4,,,,,,,6,6,
2017,110312,110342061,01,21,5,2,,,,2,,,2,,,,,,,,,,
2017,110312,110342061,02,21,4,2,1,,,1,,,,,,,,,,,2,2,
2017,110312,110342061,03,21,5,2,1,,,1,1,,,4,,,,,,,2,2,
2017,110312,110342061,04,21,5,1,1,,,1,2,,2,2,,,,,,,1,1,
